Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,-1.1477918971725771,107.1474291558318,336.4672834704196,14.138935176052446,-8.220474279208164,25.40629135597447,-20.280383864234324,-11.075621284637636,128.74214233861645,0,0,0,0,0,0,-25.290508805155266,-48.234446587588444,25.521596795035503,31.28747672997126
1,-0.8636202173346331,105.2670391204577,345.620133995413,14.442189048988668,-8.439443477938905,25.675560441727963,-21.01177570661821,-10.429902269050643,128.32828658284305,0,0,0,0,0,0,-18.421694380484464,-45.562443867126525,45.42866368125193,27.43289044395767
2,-0.5932084064267011,103.35456772896137,354.41235035288196,14.73529694014922,-8.65690065342525,25.932695126102182,-21.62614926308677,-9.907934545633774,127.89296135016137,0,0,0,0,0,0,-12.26270067813322,-42.29190351081839,64.32022942275496,25.042706489173803
3,-0.3513242741496113,101.3981440442861,362.5665880278388,15.009205599528746,-8.871172527897226,26.167430556603897,-22.023754799525626,-9.615663200716451,127.427606362263,0,0,0,0,0,0,-7.3964728611520965,-38.11749636427602,81.06363257418603,24.895281819509442
4,-0.15188158005020033,99.39247292334962,369.87517418857044,15.258144057572464,-9.082296374340718,26.372581237531797,-22.12857152825867,-9.632125470241666,126.92684907869497,0,0,0,0,0,0,-4.204501083381539,-33.00056357523388,94.99396982722924,26.924359853923526
5,-0.006358461744157629,97.33793875237046,376.26082554599014,15.480723785493277,-9.29228295763652,26.54433860263484,-21.897074542874318,-9.998550917443454,126.38788195820261,0,0,0,0,0,0,-2.7912713283004806,-27.203280467852913,106.03538924924878,30.1508332622742
6,0.07810840185527113,95.23880091134922,381.82551596506187,15.680193999484427,-9.504672365170316,26.681561799004154,-21.323643557540407,-10.711423412187784,125.80923543009959,0,0,0,0,0,0,-2.958545774741632,-21.254006596224357,114.69089778488393,32.86284366022227
7,0.10050003866496825,93.10087598958708,386.86962621858515,15.863849584363017,-9.723543843176907,26.784507998298338,-20.441692198550836,-11.720894941301458,125.18922460916441,0,0,0,0,0,0,-4.237269758530288,-15.850907563572722,121.91481523505298,32.991448748227995
8,0.06706674658282978,90.92917634451187,391.8707556611232,16.041763777525045,-9.952333207558592,26.853724456800503,-19.31995790270643,-12.935440285556641,124.52447514609402,0,0,0,0,0,0,-5.96636034090296,-11.723556893557348,128.90230330725782,28.601051844661928
9,-0.008514108416382503,88.72595717752908,397.4180888123488,16.225091636371836,-10.192848183694283,26.889693543264816,-18.053769335883462,-14.233078222807848,123.80893858436053,0,0,0,0,0,0,-7.398950908251546,-9.478985013161406,136.84675198017828,18.402111730579065
10,-0.10616390068583718,86.48954971585044,404.10668670004327,16.42420433340214,-10.444752559869546,26.893358513148378,-16.751711769947885,-15.478629484645696,123.03365158287717,0,0,0,0,0,0,-7.818778579933862,-9.45940207514102,146.7274076842941,2.1802986714938277
11,-0.2016303436327139,84.21421830797925,412.40915282041675,16.646935807767928,-10.705598739034274,26.867155607881628,-15.519174582651964,-16.545061336089173,122.18720376211226,0,0,0,0,0,0,-6.653502611282254,-11.636081076525729,159.1867611054053,-18.972726926770047
12,-0.2697537328325233,81.89107178430797,422.5531770224146,16.89725021606906,-10.971326169931892,26.815922957676936,-14.441581414164753,-17.335238480598168,121.25658069841032,0,0,0,0,0,0,-3.5713364280984066,-15.561334867204735,174.52921914921458,-42.723091996552284
13,-0.28837420898087085,79.5098351584008,434.43531722653796,17.174617093025265,-11.237056688043904,26.74714729743507,-13.57098463740536,-17.799204961034807,120.22792141720207,0,0,0,0,0,0,1.4563861137371634,-20.399896735395664,192.82183717230345,-65.8856397923241
14,-0.24219225334555747,77.06110849578258,447.5952896777148,17.47427674697059,-11.497990178986962,26.670341457948503,-12.91943358160548,-17.94239167600284,119.08688972493862,0,0,0,0,0,0,8.144755294290427,-25.056596918905985,214.0270792745419,-85.07386913318223
15,-0.1256548345091926,74.53863021879016,461.26523595213683,17.78839433411427,-11.750201755634576,26.595723828397183,-12.460881465198101,-17.822236031110815,117.81874385975175,0,0,0,0,0,0,15.94734144398339,-28.396932669645835,238.07949158275414,-97.4417172218879
16,0.056047153118979016,71.94102918250209,474.49432006179495,18.107863036750466,-11.991158668851655,26.532628841221076,-12.140895939153237,-17.534017177610057,116.40855633446864,0,0,0,0,0,0,24.165907993805373,-29.517919147195055,264.8515184401079,-101.30442797146821
17,0.28837149732420564,69.27262111376879,486.32778886571157,18.424286992289254,-12.219833308005336,26.48812546838496,-11.89112881860616,-17.189901631791162,114.84211175032787,0,0,0,0,0,0,32.09508904399797,-27.98840462885283,294.0237770690332,-96.46273092380065
18,0.5509773528475835,66.54301778766478,495.9951907427432,18.731561866200337,-12.43640007514309,26.466156312536086,-11.644384351229888,-16.896893339994,113.10769972358364,0,0,0,0,0,0,39.164798677051536,-23.971627461912234,324.93973469220833,-84.16025123298535
19,0.8224629457798314,63.7656576782514,503.04882741570117,19.026576128017997,-12.64164187907308,26.467237425424802,-11.346578124518187,-16.73897599039687,111.19848988229067,0,0,0,0,0,0,45.03830040546154,-18.18011713454645,356.54477724436293,-66.73028359195412
20,1.084894997097569,60.95571966117906,507.4056523529875,19.308876169111823,-12.836300506209998,26.488556298959367,-10.963482695134969,-16.766647544733942,109.11472646779993,0,0,0,0,0,0,49.6354650964579,-11.674925534638135,387.476256464553,-47.076807732878734
21,1.3268335678940415,58.12807146463114,509.2830732882734,19.57952538401224,-13.020628248140524,26.524287981768584,-10.482034590533484,-16.994418527250662,106.86484184412416,0,0,0,0,0,0,53.080372169719645,-5.575148970851633,416.3048577539136,-28.149166088462934
