Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,-6.147316967699389,81.74605574547132,488.9751994462249,16.910346525977726,-10.632853019311339,40.33190526043057,-58.28561297292218,19.053852962733306,113.14016880529161,0,0,0,0,0,0,91.04964881494713,7.6378874835536115,128.51744051092166,-43.980128025784246
1,-6.020357589438175,79.13043788514435,493.8078999004772,17.213432498210487,-10.843532686174695,39.41570061193116,-56.810876149630026,18.127854396551317,112.00977664032078,0,0,0,0,0,0,77.99433443445521,14.683303797380805,160.80721697408836,-40.25548639519342
2,-5.90040034481066,76.47780108050307,498.89974689523757,17.512563080186744,-11.056489595849587,38.516042672868764,-55.22745278812942,17.10353239520541,110.83476988276223,0,0,0,0,0,0,66.2690666053317,21.351838102830726,192.29429916330955,-37.07839209256619
3,-5.793469113423086,73.77070462717072,504.7198703393864,17.80339649789811,-11.273933641710975,37.64909535333202,-53.44594937522054,15.9022781443088,109.59097883212658,0,0,0,0,0,0,56.972517380529005,27.305668007611345,222.13676031807572,-34.72468979134722
4,-5.702852672095873,70.99803293234149,511.6505143234959,18.082585671624592,-11.49885468134069,36.8305750821211,-51.407761920958244,14.473339613264539,108.25827241646006,0,0,0,0,0,0,50.84071598903513,32.326021575781446,249.9402974880486,-33.36413457118638
5,-5.628516045662599,68.15394729826029,519.9285746167938,18.348009866911458,-11.735161418326228,36.07538755679537,-49.094772588616145,12.801851247756716,106.81988651873993,0,0,0,0,0,0,48.154065807247136,36.31721770379847,275.7728987070836,-33.009731410850584
6,-5.567226711537653,65.23650042712963,529.5922880716722,18.59867010979402,-11.987330013906629,35.3969902837286,-46.53323320289272,10.911453479251145,105.26212059919982,0,0,0,0,0,0,48.70744736782703,39.270243845912354,300.0019602125809,-33.48992510349303
7,-5.513362346700114,62.246431751073146,540.4335217598666,18.834525369099826,-12.259554945591361,34.80662473882804,-43.79066012124917,8.860674513707787,103.5746951417072,0,0,0,0,0,0,51.83655341985146,41.20917968043065,323.0440562095647,-34.44422980095801
8,-5.460280784549362,59.1865360987189,551.9648353626901,19.05654537013936,-12.554592550301145,34.31269900954553,-40.965950189768925,6.733433050115658,101.75166776031925,0,0,0,0,0,0,56.50171406559006,42.14977853359991,345.1488204322719,-35.33759552757871
9,-5.401995034287999,56.06175286228329,563.4180357228635,19.267031164304782,-12.872634933457554,33.9205396017103,-38.17449543675628,4.625326314410784,99.7924009362827,0,0,0,0,0,0,61.44209027070452,42.09080885564555,366.31005475777016,-35.49786409155709
10,-5.334718820950247,52.879839165331504,573.7897392543424,19.469940636288907,-13.210574294017702,33.63245423228387,-35.53112840412707,2.6283218242965076,97.70190881129287,0,0,0,0,0,0,65.40586609864823,41.04448102474694,386.32981521518116,-34.19763323303107
11,-5.257790939357047,49.65227905781249,581.9350906734518,19.670764282587104,-13.561922748864195,33.44776621871192,-33.133940547070175,0.8167986097195185,95.49007181248301,0,0,0,0,0,0,67.4263238041627,39.09681182468297,404.99322407699606,-30.802069406641234
12,-5.1736686313134514,46.39503655794224,586.6906657204526,19.875598929053616,-13.917488056688478,33.36249091968444,-31.051601083079714,-0.7624068944932665,93.16960080586574,0,0,0,0,0,0,67.06915951498013,36.47100098560709,422.2697756422282,-24.971316474984224
13,-5.087026825735297,43.12887661096078,586.9981014197252,20.08946487053535,-14.266714873561662,33.3687090459801,-29.316116691950317,-2.0940936408759043,90.75310777393099,0,0,0,0,0,0,64.56094109001066,33.556009025165785,438.4464067422524,-16.857804204026607
14,-5.0033265027572345,39.879139803802076,582.0088265687372,20.314382798508998,-14.599436455555466,33.4541777832073,-27.922052835489506,-3.192319137571206,88.25006955194286,0,0,0,0,0,0,60.74455229999434,30.874433893257,454.1175472323476,-7.213103984179268
15,-4.927375763926397,36.674953842349446,571.166818982446,20.547966743494833,-14.907696456583958,33.60289309102096,-26.83196709386817,-4.092505834324865,85.66470839033207,0,0,0,0,0,0,56.87787499589521,28.99589535210973,470.0081542467341,2.664826742165547
16,-4.862342651192269,33.54789168648558,554.2740559945805,20.783149117845394,-15.187304000132674,33.79699027633146,-25.98639741773068,-4.840450670662785,82.99569447739691,0,0,0,0,0,0,54.35255490861386,28.42963494730562,486.6773896035147,11.168011907402324
17,-4.8094223766895015,30.530116126063877,531.5374173032269,21.00923520440125,-15.438845353052237,34.01974193133532,-25.315793322626387,-5.481451960543254,80.23804065214416,0,0,0,0,0,0,54.425017615041796,29.533874479024565,504.21412080069837,16.76790127079117
18,-4.768048136400128,27.652136891079625,503.58547611278084,21.21402174394889,-15.667968525622584,34.25886961664738,-24.751731992216115,-6.0524930707570075,77.38676314019787,0,0,0,0,0,0,58.02035963427015,32.464790406662836,522.0558060183483,18.471984522909782
19,-4.736342707716285,24.94042821610818,471.44015740845043,21.386391121193157,-15.884882071940616,34.50920183333503,-24.23552116978911,-6.5791652329494985,74.44115858581941,0,0,0,0,0,0,65.61946055175295,37.17032657545042,539.0232081865499,16.217955966818685
20,-4.711525243737011,22.415249037471863,436.4342190464348,21.518673333555423,-16.1031550878541,34.773915482173365,-23.723351319797928,-7.077315352859152,71.40823164066987,0,0,0,0,0,0,77.20603920660926,43.42021780312066,553.5805051641947,11.070933051567124
