Time,Hip/Shoulder Separation,Elbow Flexion,Shoulder External Rotaion,Shoulder Horizontal Abduction,Shoulder Abduction,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,-6.121534908178593,128.7264145067585,41.114848643188935,-47.96002407523797,40.80879362426312,87.32903182245106,13.354020212643668,-2.700852115209017,-10.140756373360134,-23.506048562516206,-24.9080334687335,-28.07227972930286,35.37394500582763
1,-5.928289535766404,128.53165330253398,41.5453462351971,-48.122513268043654,41.22704849034843,87.14617656487496,22.082635915993475,-2.5384445375000184,-10.105538405514752,-9.04306816891706,-19.718725524856232,-15.349894247892061,17.14231909829619
2,-5.7387922822224855,128.3427136244696,41.95719609299577,-48.27342023046205,41.640742256464826,86.96358495737691,30.677831330627825,-2.3797508317934293,-10.073737337847279,4.968987688929247,-14.55545506127438,-4.539259151810032,0.784746982336434
3,-5.554764467089729,128.17054282807987,42.33014476764621,-48.40267974197783,42.04147962829749,86.7781140219559,38.79565347737503,-2.2284057391079024,-10.048926381687785,17.961116107900416,-9.45165914734823,3.5057871514502423,-12.43892688860744
4,-5.377917714685644,128.0254521916296,42.64632532038478,-48.501710999501874,42.42039385153784,86.58694715174181,46.13445562731768,-2.0883079274517806,-10.033752233034319,29.404258713197958,-4.502437216076172,8.218158232928294,-21.64420247613406
5,-5.209952870218092,127.91638248890435,42.891574333281135,-48.56407572002686,42.768487068944516,86.38785360048159,52.45690030198036,-1.9635312470400534,-10.029614033447947,38.84304591676382,0.12379531774228915,9.367831477218285,-26.41230709897768
6,-5.052465193056988,127.85029439517865,43.05652344811067,-48.586045229023625,43.07710510601852,86.17935852857815,57.6033997055555,-1.8580791698234536,-10.036520333485354,45.930643550960106,4.192513606723684,7.0654816596571415,-26.806065801067167
7,-4.9067680821658755,127.83174458553185,43.137321728189875,-48.56700788920941,43.33848371539884,85.9608159932701,61.49605002295156,-1.7755099097081983,-10.053151307898329,50.46058965818569,7.43031266826818,1.725390145669033,-23.31700438811477
8,-4.7736790537144875,127.86267082462992,43.13587012130265,-48.50963117074225,43.5463109636046,85.73239560924235,64.1325531748399,-1.7184878041582141,-10.077119499372522,52.38948256069281,9.568851877326031,-5.997556622191676,-16.76352763674576
9,-4.653334053687933,127.94236030196447,43.05951466254125,-48.419699475423016,43.69627489665271,85.49501070690012,65.57073757232371,-1.6883330663171678,-10.105384295889722,51.84388417650755,10.397081941516651,-15.279432899357065,-8.165948284472512
10,-4.545098312076308,128.06753814340928,42.920232745145604,-48.305592228202,43.78657586453813,85.25022427268775,65.90647645039806,-1.6846492256725025,-10.134744644359792,49.106851249783794,9.809614316944629,-25.19479417913576,1.3780797105513423
11,-4.447619996443611,128.2325099105035,42.73343236256924,-48.177439418221674,43.81836580451904,85.00016300799953,65.25026027415966,-1.7051036027478317,-10.162320162099574,44.584046141228924,7.8390820163633075,-34.77728487215098,10.80136143600764
12,-4.359034063260343,128.42933089787135,42.51654186124391,-48.04606674847815,43.796041920614506,84.7474504682641,63.70894422713989,-1.7454179742428368,-10.18593614764821,38.75476893189548,4.664451387484308,-43.08007673403664,19.150809134872688
13,-4.27728212885902,128.64804047876964,42.28757804081331,-47.921890625807855,43.727290254044,84.49514564979118,61.37821368372416,-1.7995959681263587,-10.20435127003727,32.11710374066972,0.5936406493953695,-49.246553850557135,25.647689909306095
14,-4.200483610553383,128.8770558862456,42.06384300863729,-47.81392926719015,43.62276851847385,84.24665472641287,58.348054043751766,-1.8603764103589877,-10.217302231275976,25.137010960769985,-3.9750954400374083,-52.59619232986484,29.729753094082547
15,-4.127282498139867,129.1038278562916,41.8608371479271,-47.729062544937,43.49535712239642,84.00557984880055,54.71894357377839,-1.9198633639418625,-10.225378931478533,18.208625924039612,-8.604504204682303,-52.71780784809011,31.079752854752133
