Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,0.45562586755102874,101.95841765440629,129.5934067638894,10.758522280560403,-8.493330902733417,63.015544268592386,-17.663195688556627,22.30520721584174,114.56206924820506,0,0,0,0,0,0,51.34305406601978,-11.341331459637312,42.778063107042684,-85.75705063337385
1,0.6030781407789776,101.40486352589406,122.85771412760121,10.784050258657356,-8.430764648525832,63.643956319812546,-16.804273585144422,22.44518086814466,114.36571504038012,0,0,0,0,0,0,47.79628020134479,-10.984552388423355,46.825001267510494,-88.35933858765964
2,0.7666753242564598,100.83601214627089,117.46792872392048,10.798614695445695,-8.361507932947392,64.27517484524873,-15.954007221224826,22.588742971203633,114.15044643222149,0,0,0,0,0,0,45.23334669671836,-10.848088186074474,51.09115086430601,-90.30351830793805
3,0.9596890453669424,100.24333996733742,114.42564217819101,10.79470140192931,-8.279740205040346,64.90480408576471,-15.124367885269637,22.74041975998316,113.90277362722638,0,0,0,0,0,0,44.393498793227174,-10.928031221167059,55.668734067024786,-91.18914214348588
4,1.1917892706995412,99.62031241896598,114.22771031355303,10.767244387954209,-8.181673250298823,65.52563613157294,-14.323457158183382,22.90239996936116,113.61441311895682,0,0,0,0,0,0,45.65907338091534,-11.060840456490423,60.39640431142264,-90.87424820200695
5,1.4675036302902604,98.96271565819174,116.79387059598398,10.714181654120011,-8.066293427181249,66.1283092752591,-13.55378280888399,23.074379769261636,113.2834576315421,0,0,0,0,0,0,48.9736071864118,-10.943346543868248,64.86765169110238,-89.5036765656121
6,1.7852106613273149,98.26902231145834,121.54731485877538,10.63656114945261,-7.935767390823818,66.7030297373957,-12.811853772949494,23.254175944960455,112.914474790949,0,0,0,0,0,0,53.84465618759482,-10.220732322970907,68.54262979400879,-87.47002496443805
7,2.1369784101486973,97.54048102130224,127.61842434564862,10.538215624587236,-7.795363243545573,67.24187626798226,-12.08923059310308,23.43886364441821,112.51740161244504,0,0,0,0,0,0,59.43572317815321,-8.609177533098391,70.92512531169163,-85.30858399735975
8,2.5094525721651157,96.78065829535137,134.10350220658907,10.42504103433296,-7.652747614709551,67.74086494477694,-11.374719968426406,23.625991684377976,112.10536883222719,0,0,0,0,0,0,64.73986822811872,-6.005003424979368,71.74095198063979,-83.55036471200454
9,2.885788094662487,95.99438747854637,140.2947933778518,10.303942745392431,-7.516657293082001,68.20104568987142,-10.657035994714793,23.814408523318267,111.69188883361804,0,0,0,0,0,0,68.80656433724164,-2.5340057256643367,71.05184089233045,-82.57262597057222
10,3.2483258344859887,95.18637244144264,145.81401586330253,10.181570224193758,-7.395200216272193,68.62841126706071,-9.927099459420708,24.00437166891999,111.28806365106783,0,0,0,0,0,0,70.96874592692743,1.4820727256626063,69.26057841650471,-82.48501649671795
11,3.581463655797519,94.35988220050484,150.62445748565568,10.063025650659505,-7.294264270628858,69.03296946725857,-9.179283411189912,24.196843100064612,110.90051803755358,0,0,0,0,0,0,71.00603148974936,5.624663411011062,67.00113810188095,-83.07801506502709
12,3.8741226365981,93.51594072029155,154.94595998024303,9.950774443765285,-7.21652542195231,69.42753216262014,-8.41132390652981,24.392159313358487,110.53059492911339,0,0,0,0,0,0,69.19582135706725,9.491777805970763,64.94817779722725,-83.85099482360268
13,4.121396722969396,92.65318727229335,159.1278030813352,9.843982179494759,-7.161304512322617,69.82647981917178,-7.623142136955847,24.588572012245212,110.17500466537042,0,0,0,0,0,0,66.24076739650184,12.773143162388829,63.60883353979001,-84.13128298086374
14,4.3252437154926175,91.76830008034644,163.53432772137126,9.738458777430477,-7.125165359646897,70.24429309595754,-6.815220284822848,24.781378261014012,109.82770074862424,0,0,0,0,0,0,63.099234609598554,15.268201505537437,63.16535151122059,-83.2807280413783
15,4.494239301624753,90.85669451986244,168.47425208604102,9.62732225886447,-7.102888470563495,70.69349189689635,-5.987256623307862,24.96333041770328,109.48240807327656,0,0,0,0,0,0,60.76884345985854,16.869266821910685,63.41692075108647,-80.95210922738455
16,4.642442721006799,89.91319524861181,174.17566122762884,9.5023842166437,-7.088418910706896,71.1819622340247,-5.137598378968413,25.12662359931283,109.13508140411354,0,0,0,0,0,0,60.077512173513306,17.547842390729738,63.83298060625156,-77.3141583783796
17,4.787437141162674,88.93249816596773,180.7906128179074,9.356084002625026,-7.075547165408086,71.710223852953,-4.263587408336493,25.26608142898376,108.78565310817471,0,0,0,0,0,0,61.523713342963674,17.362216061169047,63.697268195928,-73.14196151252072
18,4.9477266810410265,87.90938634684316,188.4102566503724,9.183594276193062,-7.058308491617743,72.26958945117333,-3.3626634908036306,25.382499578751414,108.43865498811131,0,0,0,0,0,0,65.18546426796267,16.469733968546667,62.30560822714052,-69.699034632353
19,5.139872985028342,86.83876985547316,197.07716994706544,8.984583644917008,-7.031239771316899,72.84215197389494,-2.433938360439222,25.48483483845377,108.10254939867721,0,0,0,0,0,0,70.69894295635716,15.111512733885515,59.17860804565185,-68.41891393120216
20,5.375894152816567,85.71566354807193,206.78884623632774,8.76413824866624,-6.989648981927277,73.40311484634498,-1.4799025037818634,25.59024736803315,107.78782682329727,0,0,0,0,0,0,77.3019409132123,13.556200459638433,54.24946661024352,-70.48803829977263
21,5.6614136320196184,84.53521367124048,217.49154559080722,8.532524978104213,-6.9299669818924325,73.92528291458193,-0.5078544846169872,25.721783526237207,107.50416109808295,0,0,0,0,0,0,83.94182147677327,12.023784014940242,47.97906264088934,-76.48139323949351
22,5.994877695913597,83.29285411909966,229.06668196279458,8.303762192182846,-6.850147990705525,74.38475802561261,0.4694222985955229,25.904332394921017,107.25720328531533,0,0,0,0,0,0,89.44987987630083,10.62841878742176,41.34605059293431,-86.17771555646146
23,6.367977126730437,81.9846334970769,241.3141982440832,8.093255468079564,-6.750019101946213,74.76632837353476,1.4341485468423643,26.1600084033235,107.04586619839596,0,0,0,0,0,0,92.77066334657552,9.36925882437283,35.679716684591774,-98.60144287068846
24,6.767231770297182,80.6077047645359,253.9414455306694,7.914973557823322,-6.631452623425235,75.066996514441,2.3653762788725277,26.50414445246439,106.86101666856794,0,0,0,0,0,0,93.20343668318908,8.17276837703038,32.35383189270353,-112.2531558256033
25,7.176459073036204,79.16089586421656,266.57063275049717,7.778740172131722,-6.498237847887142,75.29661783944401,3.2419690580765925,26.942732763575897,106.68620803658658,0,0,0,0,0,0,90.58278419792154,6.965767260435401,32.419868982095714,-125.4398596477869
26,7.579579245126502,77.64519353395676,278.77563840929747,7.688203053320412,-6.3555750756530935,75.47549068809676,4.046183700365488,27.471672574500143,106.50049002105905,0,0,0,0,0,0,85.32768529614698,5.7459975544819795,36.29534618403969,-136.61195317408377
27,7.963077243656104,76.06393726624667,290.144797487308,7.639934549493071,-6.209217066840703,75.62961063721292,4.767042715536507,28.077784450134242,106.28263849679416,0,0,0,0,0,0,78.33459067118443,4.620433051082043,43.617046483689855,-144.6380090143153
28,8.317575080307474,74.42260131823657,300.3477213528857,7.623919641649171,-6.064408564173781,75.78490669734943,5.402632958291207,28.741284436505577,106.0156214934616,0,0,0,0,0,0,70.75363828971443,3.796829635188608,53.3183886024092,-148.97393042753188
29,8.638314755467876,72.72821850756945,309.17766214358403,7.625376686990445,-5.924857893390267,75.96197628169607,5.960670938069685,29.43919102661384,105.68998468958155,0,0,0,0,0,0,63.727120969029,3.530779523234672,63.90975035039782,-149.69630734518157
30,8.924728448860753,70.98865341488575,316.55495813520747,7.627456369270241,-5.7919760491663155,76.17259943725469,6.457119172519194,30.148897706240742,105.30520842466561,0,0,0,0,0,0,58.16631860734946,4.041165819476027,73.8617560155731,-147.38658727240463
31,9.179509784993261,69.21194980279547,322.50193077411774,7.6140450298763716,-5.66455036646207,76.41872227719116,6.9131663298534765,30.851025127931983,104.86883171150316,0,0,0,0,0,0,54.60948134878467,5.413111179666374,81.95928255034565,-142.89803087854625
32,9.407620923702602,67.40585133315021,327.11506025256796,7.5719172605970275,-5.538923944976876,76.69386235616919,7.351240727583584,31.53094405852601,104.39386686226659,0,0,0,0,0,0,53.16759097416696,7.51613344112312,87.53060387391001,-137.10071842237272
33,9.615487415696885,65.57743675223828,330.55408126073803,7.491900923652604,-5.409665698623289,76.98626902471338,7.790793905636534,32.17905226620039,103.895365084493,0,0,0,0,0,0,53.54553584029435,9.974774635753658,90.5282208168064,-130.7259333074201
34,9.810356336476563,63.73275087203948,333.04601088352746,7.369244953520847,-5.270648531647074,77.28284085657853,8.244516205934788,32.79055847650717,103.38692033388857,0,0,0,0,0,0,55.12528718840214,12.223806658534542,91.48481611308803,-124.37702167863324
35,9.999613374969432,61.87639293870176,334.8829298037999,7.203623932517264,-5.116385040588474,77.572772225198,8.715622408684087,33.36563511884253,102.87771380665242,0,0,0,0,0,0,57.10142855759745,13.648789685334426,91.36563063714169,-118.66398933223451
36,10.189911949428215,60.01117619194789,336.3901361483286,6.999036559140304,-4.943385408866189,77.85009842616397,9.19688160980349,33.91021524278214,102.37065046634714,0,0,0,0,0,0,58.65653605384953,13.77033103787639,91.31891244454563,-114.3300228292248
37,10.38620946665675,58.13807697952736,337.8584728662312,6.763450495008675,-4.751230087658795,78.1146567970911,9.672022923274485,34.43681558366697,101.8621704668067,0,0,0,0,0,0,59.15275393890612,12.408357696457387,92.33439893134981,-112.23462828148874
38,10.59101197265632,56.25665367390049,339.4610343240969,6.507764057911694,-4.54305492873752,78.37139853486086,10.119857128384991,34.96419718956696,101.34417467848898,0,0,0,0,0,0,58.30101465755811,9.775149576405028,94.86930620167426,-113.14853515258552
39,10.804109347512206,54.365927803876,341.1918329556517,6.2437849365141105,-4.32526496478476,78.62836334101398,10.520780119483653,35.51490881636591,100.8079866357698,0,0,0,0,0,0,56.25932669493688,6.47594973993843,98.56347905285764,-117.44737888597608
40,11.022864222175095,52.465489616786456,342.85727500402214,5.981492755279793,-4.106493739396954,78.8938847264657,10.864299631563982,36.110802893793185,100.24944135006955,0,0,0,0,0,0,53.618519822149594,3.418496732769079,102.19079900035355,-124.87789155984476
