Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,-0.5992243679454892,35.051055656612625,625.9074192434637,33.50551472387945,-11.334501841371598,50.111957857253,-80.0284789682957,35.66286208873011,46.270104778605244,0,0,0,0,0,0,163.25236783408087,-13.346027235426513,280.2160426397077,151.64258831589444
1,-0.3876979497766615,31.55032184264604,605.8846798130144,33.764221313737565,-11.512049541577333,50.41192888342132,-79.58473802667834,34.400138313017735,44.62898080553384,0,0,0,0,0,0,137.83338499018257,2.409830854852547,277.9037411485346,151.34823974118999
2,-0.18653331296376682,28.10953748012395,584.2178273786059,34.00780970240207,-11.686115590376831,50.687010512156135,-79.14150609837418,33.125054320917776,42.98585964788418,0,0,0,0,0,0,114.48326645744609,16.804382335307878,276.69132055366885,153.79999179306932
3,-0.007065875927683148,24.785917240497085,559.9201666874574,34.22243460033014,-11.853173266025452,50.91670069060136,-78.7038334245571,31.827870323517857,41.34368869392179,0,0,0,0,0,0,94.89958912565233,28.708421796113246,277.5589893429668,161.82234088575868
4,0.1421422696452774,21.626644045028918,532.5953293189542,34.39722601896411,-12.011224550809315,51.08751413255634,-78.27774255293978,30.489044087672045,39.70079578659311,0,0,0,0,0,0,79.9745246324073,37.395926935365566,281.1516908952763,177.5324631499263
5,0.25597082934967386,18.665056136764708,502.4902574406,34.52531589758278,-12.160097799416869,51.19454950790867,-77.86950924078613,29.077942902563212,38.05018097174515,0,0,0,0,0,0,69.75143924933094,42.62533611703102,287.590666908226,201.89272758622727
6,0.33287575769332356,15.919075461816393,470.40681363846124,34.60438768035147,-12.301178650681054,51.24134865717433,-77.4845096898628,27.556466679386354,36.38135425690449,0,0,0,0,0,0,63.640758624470756,44.62029355212498,296.3555937901087,234.2970802133167
7,0.3749361134603489,13.39182771205485,437.5049342194826,34.63684261067575,-12.436744318957746,51.23826162424927,-77.12591499759492,25.887014552790742,34.683937858441666,0,0,0,0,0,0,60.78935624348283,43.97610184255955,306.30918314125654,272.3412282449724
8,0.3880333636097763,11.074087360400778,405.0400447307864,34.629651626015345,-12.569219600778023,51.1998093170342,-76.79357107180515,24.042904402311137,32.951676312835104,0,0,0,0,0,0,60.443968299815076,41.52612852053897,315.88706770979866,311.93103346782067
9,0.3820051085876603,8.948041082297026,374.0847460933518,34.593863047170224,-12.70066342695925,51.141689399691096,-76.48337831035873,22.018389821424844,31.18547715426429,0,0,0,0,0,0,62.16802172526809,38.196051763138215,323.41446004587556,347.8297311662602
