Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,-3.6563451912080907,98.76736249234753,379.2282606575248,21.200985174199815,-4.20582372463979,49.242583506437214,-74.15127142693605,32.33464995151188,115.44765145735109,0,0,0,0,0,0,31.941215303382066,26.240932238781024,159.67637956284025,36.1902328304412
1,-3.4318097939484846,96.5702528958843,399.8340448005971,21.508354871131257,-4.267365901348699,48.24063792150407,-73.71208655544726,32.250354629339355,114.7577767019901,0,0,0,0,0,0,35.35796961514843,22.168252461715152,164.23214450258658,1.356088184352025
2,-3.2146458129897333,94.31721902836188,419.95844385765946,21.816622889486336,-4.342613838872128,47.23606316879898,-73.23154959592951,32.155646615431735,114.00057259942521,0,0,0,0,0,0,38.25672601068794,19.32889915464226,171.09888225097646,-30.15316986039769
3,-3.0157718688422017,91.98022661106303,439.1480158552365,22.124881001602606,-4.441416543569323,46.221908442022716,-72.66821805831991,32.03552343903511,113.13615042733188,0,0,0,0,0,0,40.369319901907176,18.5593402429462,181.87272467123432,-55.79589081973739
4,-2.8465824018953954,89.54257137160411,456.9702622413424,22.432542057681456,-4.56886814129405,45.191368047436015,-71.98352474584136,31.866737553089546,112.13658951321732,0,0,0,0,0,0,41.75023374728392,20.321239585568076,197.01604025552143,-73.93871626964795
5,-2.717345963811462,86.99873961437156,473.08322787514817,22.739462081941547,-4.724819803353339,44.1381447125884,-71.14254510986491,31.617235888859767,110.98787831260331,0,0,0,0,0,0,42.80960711318797,24.61486626006793,215.78682491160214,-84.08686985638617
6,-2.6350589642761535,84.35263125827221,487.3180286173533,23.045745791503965,-4.904774666591608,43.057007275517805,-70.11503081321945,31.2489789875168,109.69040066997472,0,0,0,0,0,0,44.20797429905242,30.982445377109865,236.55154034673492,-86.88807111177415
7,-2.601529219205803,81.61455112459679,499.74914180424184,23.351259607873295,-5.101797791802326,41.94485533551271,-68.8775501377957,30.72380915082157,108.25713587322433,0,0,0,0,0,0,46.63202375395515,38.58716906944849,257.398225759519,-83.88880071989041
8,-2.6123453802266745,78.79755700375432,510.73139079192754,23.655042871535148,-5.308758814138719,40.80263703486291,-67.4175141450437,30.01135013037038,106.70913335545653,0,0,0,0,0,0,50.53527876266374,46.34357664808647,276.85350476268644,-77.0940800428087
9,-2.6569466434885647,75.91380168309051,520.8844462342933,23.954916678507583,-5.520173113269993,39.63812556697348,-65.73899104918593,29.09728954945268,105.06870645098297,0,0,0,0,0,0,55.951822397334944,53.07874321576308,294.4567029527287,-68.45458306268742
