Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,0.430921486480412,111.13685750936058,100.49960470350396,10.76997541954885,-5.698029864089861,63.837714505601696,-31.278373170334056,26.064209792176868,120.52227301863725,0,0,0,0,0,0,80.99159733784235,31.60424474355157,22.277358861841968,-73.87787284242187
1,0.7507921717977305,110.79662901507803,93.10853656481646,10.681797517859412,-5.701058680476503,64.38545039286565,-30.193067676018433,25.854283095296353,120.25856985366204,0,0,0,0,0,0,79.8001443198322,26.604377796474214,31.045742938191204,-61.79240106430517
2,1.0744137429307654,110.43376229103542,87.42573254602341,10.592267348549925,-5.703266101799812,64.93680934041012,-29.10369941466624,25.63845676862034,119.99095023668248,0,0,0,0,0,0,78.65184743274412,21.834201339862233,39.33612248731516,-50.376936682792845
3,1.4010337000933373,110.03464932896046,84.69462395743103,10.50187435622545,-5.705159103212169,65.49296819006409,-28.013823441108165,25.4140417309309,119.71548868010287,0,0,0,0,0,0,77.5278617634661,17.597407944011444,46.76694351193139,-40.52216852848188
4,1.729429858601665,109.58908182503991,85.51576538291016,10.412433885362512,-5.706708481427178,66.05267177030781,-26.930859313369695,25.181864246340808,119.42841369901302,0,0,0,0,0,0,76.32060488600222,14.119632850836267,53.14376494371242,-32.98861741203979
5,2.0575613103513373,109.09079551414118,89.78809126515338,10.327024843267608,-5.707076409528747,66.61198152183519,-25.864937067416662,24.94728551974268,119.12623629975936,0,0,0,0,0,0,74.87103698592533,11.548469033248788,58.45110855256159,-28.372599763370623
6,2.3821810625766875,108.53765585861562,96.83804436245414,10.249534954501394,-5.704529761926777,67.16472911011269,-24.826533556372514,24.720296293788618,118.8060404496969,0,0,0,0,0,0,73.0458797636867,9.981029859110455,62.78749935265681,-27.092552179906274
7,2.698746231164353,107.93124725353097,105.6748408036945,10.183958547612361,-5.696586043958022,67.70360172548521,-23.823494681093162,24.514612121785966,118.46594948047607,0,0,0,0,0,0,70.82434104124471,9.487294981515216,66.27330048542659,-29.356056001141773
8,3.001882945408439,107.27581606780817,115.27742299505715,10.133583286077481,-5.680374177860499,68.22158325739775,-22.858294319109206,24.345827155426612,118.10570746835174,0,0,0,0,0,0,68.35850087246028,10.110385205597956,68.96295582202096,-35.097988882967066
9,3.2864072044716033,106.57677240182619,124.82732343516506,10.100199841737064,-5.653102987653154,68.71331540257248,-21.92632419239827,24.22889600432149,117.72727410639423,0,0,0,0,0,0,65.98178528924358,11.847000800345056,70.7847615558257,-43.91602378173016
10,3.548631024006575,105.83911564123233,133.83905757723872,10.083470075470416,-5.612478995289581,69.17591940014827,-21.01571068189414,24.175410032238783,117.33531685912621,0,0,0,0,0,0,64.15919903155472,14.619806726606145,71.52457615474987,-55.03791074220889
11,3.7875720710583507,105.06614616082703,142.18215177551804,10.080570075972217,-5.556947822617598,69.60901450743383,-20.108795417693358,24.191188813365535,116.93744676003581,0,0,0,0,0,0,63.39144187217814,18.24746951829959,70.8665463538131,-67.33866126849796
12,4.00576723169733,104.25870017701422,150.01775267752095,10.086189722814323,-5.485723298324435,70.01402330027595,-19.18509263176598,24.274606875871434,116.543987488474,0,0,0,0,0,0,64.09610266227786,22.41457092183827,68.49456360845474,-79.41124380120225
13,4.209537015438584,103.41499047595062,157.6825378331772,10.092925772654617,-5.398653800884559,70.39316571042703,-18.225217688234014,24.41592018519135,116.16706715626047,0,0,0,0,0,0,66.4922711937442,26.65489997037921,64.237475438104,-89.6976228647641
14,4.408605571157769,102.53102587792444,165.55030696814134,10.092050916099275,-5.296031707540016,70.74864838986372,-17.214950616144893,24.597762346995154,115.8189507452642,0,0,0,0,0,0,70.51347124745696,30.37889266832404,58.216125883509086,-96.69647849315953
15,4.614939690776788,101.60152326104748,173.89870400660118,10.074583560994784,-5.178482538308007,71.08242743964728,-16.148372570931436,24.796958716312854,115.50978793694303,0,0,0,0,0,0,75.77076641506962,32.974228582744736,50.935499520389016,-99.25070887313707
16,4.840701842049963,100.62116632508467,182.81096910718742,10.032525079101918,-5.047053587218688,71.39663263125092,-15.029109419940326,24.987721647970485,115.24524488866827,0,0,0,0,0,0,81.58311985692171,33.97172905426374,43.27336770265606,-96.86788143183564
17,5.095502841866664,99.5859574106373,192.14520942543953,9.960077137591272,-4.903523247947461,71.6944140088113,-13.869269811375593,25.14599636971455,115.02467012501587,0,0,0,0,0,0,87.08246215155614,33.21482237465597,36.348922213545436,-89.96666541946256
18,5.383634762121018,98.49427546218591,201.59464034522838,9.854613230293893,-4.7507967561095805,71.98074239342112,-12.68651624590234,25.25425201134427,114.84040397138672,0,0,0,0,0,0,91.38360368655475,30.943948499187673,31.296056323209,-79.92254989878272
19,5.70233162403031,97.3471926235246,210.83515835405453,9.717165024175562,-4.593138390438094,72.26264496612073,-11.500412196648693,25.30557804236343,114.67858843663667,0,0,0,0,0,0,93.78648007092235,27.736089696107825,28.99751438763447,-68.83770576184014
20,6.042003820158152,96.1477193966047,219.7179020255894,9.552226680715522,-4.436000759132735,72.5485105271951,-10.329333476769294,25.305838371088175,114.52146443756503,0,0,0,0,0,0,93.9587928103449,24.310042881738866,29.849763292750357,-59.06673023969151
21,6.38875254699048,94.8989778307764,228.43145518928108,9.366835435282598,-4.285358958459221,72.84644956753259,-9.188752005782622,25.27302217702963,114.35075615725032,0,0,0,0,0,0,92.04108690915055,21.277564843257704,33.62343227507553,-52.6370295002757
22,6.728536863136191,93.60176134045814,237.55228213153245,9.16913912103349,-4.14668450485576,73.16213668258321,-8.09089157682211,25.23371553922499,114.15143763001429,0,0,0,0,0,0,88.63026594446686,18.948712064286063,39.461771789790696,-50.750450121911484
