Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,1.3636737470798723,99.23358985623706,290.0487558868011,14.00741547883824,-7.332250873641618,23.532815555552233,-1.2715641659082988,-26.552749802365522,120.40246781929812,0,0,0,0,0,0,-9.821165099231433,-25.101163182766026,-43.282677412234136,-38.6552186092031
1,1.4437164809736418,97.3690261212962,311.34919392354846,14.19780829706175,-7.609711020602475,23.478950306407675,-0.3892909247373347,-27.51452499459946,120.38107706241867,0,0,0,0,0,0,-9.58686556653478,-24.238024396255735,-12.252933529317797,-22.52258419589481
2,1.5181161688486766,95.47720101712278,331.3032372854992,14.386636691623412,-7.880796593662551,23.451366244166852,0.4364065787914123,-28.40696363918797,120.31139164200667,0,0,0,0,0,0,-9.772549582635529,-23.736920631726758,17.573101018834656,-8.869246619842773
3,1.581900225038819,93.54777387929816,348.7591326487523,14.57413307512873,-8.13854738207503,23.471358148919315,1.14690626876597,-29.161874362820182,120.1596514980638,0,0,0,0,0,0,-10.741604110281738,-23.754681320537813,45.10378836669339,0.31988429761894727
4,1.6317552494774832,91.57498367696823,363.11248740898554,14.763267119641187,-8.37801220209643,23.550828222175912,1.6969768062415758,-29.725364515311583,119.90244480597688,0,0,0,0,0,0,-12.513927216062285,-24.30816161958896,69.57301039307127,3.9568392072240277
5,1.6667263384201434,89.55649347169677,374.38382257732223,14.959393612376921,-8.596955340814558,23.69024968353726,2.0609359169991084,-30.064486949318365,119.52778341594697,0,0,0,0,0,0,-14.717830619064372,-25.24187039820277,90.65037447889476,1.9920786389020981
6,1.6886332699506479,87.49183931872594,383.118412819536,15.168684201419625,-8.796024137149823,23.87911770996664,2.236280823332689,-30.171525266845254,119.03402335152973,0,0,0,0,0,0,-16.657327443526388,-26.245807809358055,108.48663105787604,-4.6818557378744865
7,1.7020543818831069,85.3811087223631,390.1509697479122,15.395946845480871,-8.978431258464754,24.098624106469167,2.2438374927674354,-30.064775030048924,118.42705215864513,0,0,0,0,0,0,-17.482790899544447,-26.923248420571003,123.67858321476275,-14.50428077497629
8,1.7137815874775748,83.22431667140339,396.3246282473427,15.642626170665066,-9.149288500984671,24.32576359687449,2.124321145658957,-29.785531285870835,117.7165665410395,0,0,0,0,0,0,-16.416597304821234,-26.885714418601932,137.14996827864763,-25.608120773395832
9,1.7317632788833377,81.02156977676054,402.2607518699439,15.905643108906308,-9.3147729444402,24.537789095858507,1.9322354419849836,-29.392041871678178,116.9124187655166,0,0,0,0,0,0,-12.962023618263098,-25.83988101572147,149.96544207913539,-36.18725689073037
10,1.7637169126771182,78.77374427131595,408.24314952981763,16.17742876990173,-9.481298804983327,24.7159817073437,1.7285768068425373,-28.951751121865488,116.0218836010829,0,0,0,0,0,0,-7.028594797785178,-23.639259735134416,163.11538080302435,-44.80602829006584
11,1.8157451490952097,76.48322466146702,414.23092904949715,16.447151738708744,-9.65480522829347,24.848064839013386,1.5736942050869063,-28.533156002633692,115.04835454490816,0,0,0,0,0,0,1.0600396876090858,-20.294994424866232,177.32071011225116,-50.60236910297254
12,1.8913391379825748,74.15427896864817,419.97204625693206,16.702808153214775,-9.840190749786778,24.92909609665121,1.5211836458856736,-28.198327108117347,113.99153328616798,0,0,0,0,0,0,10.667346978959818,-15.958250497691065,192.90687575506655,-53.35394221391591
13,1.9910723379272324,71.79282351134493,425.16282057300697,16.93364141281498,-10.04087669182514,24.961081804896065,1.6131543624697002,-27.996792401479528,112.8487416383809,0,0,0,0,0,0,21.01520968142153,-10.891050643709118,209.78421359165284,-53.40417240463446
14,2.1131051305511153,69.40559723350138,429.58770121113804,17.132331109051233,-10.258477914447502,24.95173589271438,1.8767977669263258,-27.96114244435346,111.61667132596648,0,0,0,0,0,0,31.3731482969585,-5.433439411976565,227.54651619384714,-51.47701241691572
15,2.254357503243732,66.9990541575001,433.1827782345677,17.296493184381756,-10.492591415976857,24.912775325458238,2.3221071579173436,-28.104525458345393,110.29280127696299,0,0,0,0,0,0,41.21137772113691,0.03781746897537222,245.66330929811184,-48.436346888026215
16,2.4119132572689908,64.5784735172832,435.9993869177231,17.429201741233452,-10.740761328885052,24.858031646375604,2.9408477139502107,-28.420186191909316,108.87590120938097,0,0,0,0,0,0,50.269544320600666,5.165878158897665,263.7079960939856,-45.05951728519597
17,2.5840283834876776,62.147757810290535,438.0907967035679,17.53843215145088,-10.998700713315596,24.801550521277505,3.707238613596713,-28.883236831967334,107.36543010045418,0,0,0,0,0,0,58.51413866913055,9.677832310188904,281.55194876230826,-41.8876356843129
