Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,-1.7347592666008103,51.89230509518249,427.5531797621627,31.613703643630092,-11.46271171109627,50.056274462230306,-80.1255684829736,40.43823724608402,54.708846243018854,0,0,0,0,0,0,24.144170003999495,24.608105699959395,206.19017306895907,130.43619403721698
1,-1.6096218167284562,49.30145656492452,470.8035523351477,31.951304523926126,-11.540371213637794,50.30853304419053,-79.82147925791972,39.33176421466862,53.31639414211269,0,0,0,0,0,0,36.30159587309915,15.578142258575499,212.20585596160714,146.94791754777174
2,-1.4688696847224536,46.63244257044347,511.38908541083833,32.279352949457184,-11.620510195111425,50.5566961824814,-79.49953792961992,38.19788494059446,51.92588790592334,0,0,0,0,0,0,48.01357345007149,7.78015194398816,218.34136122660968,161.57202006168455
3,-1.3016537584286882,43.83301246621845,546.7806834293131,32.588628543616366,-11.704609378112043,50.79717411634235,-79.148253640844,37.02311525284806,50.54336622663264,0,0,0,0,0,0,58.77190997982297,2.2398488011718842,224.97599688884796,173.41314885392546
4,-1.1038020960489896,40.87768845245177,574.4580575995593,32.87183685548895,-11.794096977907376,51.026718142875104,-78.7610755556326,35.80174487628186,49.16810595943193,0,0,0,0,0,0,68.09763490726755,-0.373912240212559,232.7003755022331,182.02210511462573
5,-0.8790378057967286,37.772704984374144,592.1359353083517,33.12421635189212,-11.890499945507248,51.242315183827635,-78.33768599178123,34.5356612842801,47.79044281169404,0,0,0,0,0,0,75.62326984663106,0.17425705131864477,242.1678582074493,187.46884028897134
6,-0.6383008760788338,34.55497489741106,598.1647363299631,33.34376473535694,-11.995511933871208,51.440909936812574,-77.88415800268385,33.23269585117945,46.39248612843922,0,0,0,0,0,0,81.1900103887172,3.6879294371815323,253.8661845451041,190.3250609312799
7,-0.39736049770023374,31.285101452022822,591.9934512961053,33.53113306958027,-12.110945071105997,51.61926844898109,-77.41189061719354,31.90379561686926,44.95126612784245,0,0,0,0,0,0,84.9093985068629,9.605658493652813,267.9180150213529,191.5759520775751
8,-0.17333101795909042,28.035763891002574,574.5051195501073,33.68925979425508,-12.238579295633075,51.774283423000234,-76.93562072543617,30.55957713267264,43.44318659244088,0,0,0,0,0,0,87.14596335354517,17.112438706903756,283.9864887283335,192.48663109488626
9,0.01900788095774323,24.878063351253395,548.036062012237,33.82281129834268,-12.379961283114092,51.90378778576506,-76.47102833062695,29.20695671345897,41.84851387692324,0,0,0,0,0,0,88.4153740080205,25.27432437574607,301.2986370646085,194.43138982495316
