Time,Hip/Shoulder Separation,Lead Leg Knee Flexion,Lead Leg Knee Extension Angular Velocity,Trunk Forward Tilt,Trunk Lateral Tilt,Shoulder Abduction,Shoulder Horizontal Abduction,Shoulder External Rotaion,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Pelvis Angular Velocity,Torso Angular Velocity,Elbow Angular Velocity,Shoulder Angular Velocity
0,1.7608722291747296,108.26205608895238,300.0029483216691,14.988946221230496,-6.651071854670209,25.77854407523701,-22.681913126395635,-7.795902418165214,125.45239875973294,0,0,0,0,0,0,-11.10312684038591,-60.82489328372625,-44.95506299273455,109.22245109433581
1,1.7023950991864865,106.72624578586068,304.5111458417168,15.217928271415117,-6.810339869216977,25.9774715140233,-22.44982234239651,-8.39586568294562,125.61839712510846,0,0,0,0,0,0,-12.212914611986031,-46.62607003159536,-34.3181970402685,103.51258547095908
2,1.6470812149463474,105.15046180756106,309.588061592429,15.435941564373717,-6.974503316895973,26.154139158878085,-22.118258601356896,-9.091173785512911,125.76738710944669,0,0,0,0,0,0,-12.983343976463456,-33.7363177231519,-24.510336905686422,97.51085951529726
3,1.5969235507283372,103.51355775759585,315.7020071613254,15.632482527268081,-7.146898266028638,26.29124893612716,-21.607917020473366,-9.957374207492878,125.8925684231921,0,0,0,0,0,0,-13.25310374854786,-23.303836858017327,-16.01714718833196,90.95223773246761
4,1.5537843066656825,101.80220511805427,323.0652238990627,15.802123767354189,-7.330380843820214,26.381176570191986,-20.879105097131255,-11.026301789302494,125.98940282020584,0,0,0,0,0,0,-13.063283148080261,-16.07889573307256,-8.875404409349219,83.22124076066426
5,1.5193657607530535,100.01079022995846,331.6217528592456,15.945584579693874,-7.526965123976586,26.427225963337357,-19.93930248493177,-12.277561655387402,126.0540382328049,0,0,0,0,0,0,-12.644201971189327,-12.321982072641527,-2.573618044054423,73.48248898626652
6,1.4949542739102515,98.14024655741649,341.1103179348169,16.069208180153872,-7.737365127163961,26.441891901637934,-18.83962056302687,-13.642722648041449,126.0811689388306,0,0,0,0,0,0,-12.334862677053732,-11.803932550308204,3.8660568954697965,61.01580298133101
7,1.480998153797295,96.19613258535904,351.1704584228897,16.183049651108842,-7.9606408819949435,26.442734714302514,-17.661346681847174,-15.021271786467908,126.06226914868391,0,0,0,0,0,0,-12.460055989029623,-13.88577121712052,11.636918929375947,45.605747611293936
8,1.4767334201649103,94.18637078394003,361.4527951370637,16.298185705257843,-8.194127234391042,26.447134520362095,-16.49637736796074,-16.30404654510835,125.98503698262074,0,0,0,0,0,0,-13.200109395602423,-17.65926436157286,21.817327380172916,27.792359778901826
9,1.480169788942503,92.11908170432844,371.6997457482505,16.424083772801666,-8.43372262205885,26.46748948948532,-15.426993794043142,-17.397534609316576,125.83431376607766,0,0,0,0,0,0,-14.491308593985588,-22.125138256877275,35.089346595279395,8.847946545208703
10,1.4886847385818835,90.00089142118588,381.77622053202754,16.56682779320598,-8.674490837121924,26.508258744659678,-14.510454241931395,-18.24218697995597,125.5940497437012,0,0,0,0,0,0,-15.98945041545183,-26.375999386057984,51.6076134138608,-9.525933003794046
11,1.5002085023191254,87.83597857457596,391.6464397399236,16.728686016658433,-8.911432736122165,26.565627285514275,-13.772085277420386,-18.82007170976206,125.24948200256074,0,0,0,0,0,0,-17.11487961542004,-29.74206300713918,71.04008441785058,-25.65826340765835
12,1.5146171137668178,85.62597791543534,401.3094636687336,16.909004018162424,-9.140248472174362,26.629660551855334,-13.207489235157126,-19.151060536646582,124.78878746632165,0,0,0,0,0,0,-17.176784333950973,-31.863891904563992,92.71726969094581,-38.341137629785194
13,1.5347014566554613,83.37068682703409,410.71932945151156,17.105897836592714,-9.357932256820732,26.687971421094105,-12.791358721905896,-19.280673406456856,124.20396529343964,0,0,0,0,0,0,-15.550280291925201,-32.68080053986982,115.78771351805047,-47.08187149849052
14,1.5661451941379005,81.06934731979426,419.72266337093026,17.317950022236783,-9.563091771218762,26.729510814877646,-12.488554733337288,-19.26500545675975,123.49122069638828,0,0,0,0,0,0,-11.858850034363842,-32.35403041440848,139.30865231812157,-52.1108842363196
15,1.6163353724100287,78.72212660719465,428.04365961524314,17.545208862421163,-9.755946017631773,26.747269524879428,-12.263237653397704,-19.15807965147209,122.65128470720269,0,0,0,0,0,0,-6.107069703783654,-31.163132091717753,162.2775724651413,-54.169215528898626
16,1.6923437406871384,76.33134078496592,435.3310760089885,17.789163247913127,-9.938036149655343,26.739294640693018,-12.083519283943284,-19.005078338720544,121.68980419557816,0,0,0,0,0,0,1.280859083205415,-29.412798851094013,183.67459702821492,-54.15223405722167
17,1.7987777415198543,73.90201121177272,441.2574870229164,18.05179508788383,-10.111776843029148,26.708156847433326,-11.921309915803866,-18.842348359625284,120.61742750696949,0,0,0,0,0,0,9.536447575174849,-27.369428501009498,202.58849381676205,-52.715442602630446
18,1.936244851108996,71.44153031276153,445.63761467033186,18.334128227445557,-10.280031298673551,26.659549061346375,-11.748903079889534,-18.702684121381274,119.44891650852792,0,0,0,0,0,0,17.72504421631107,-25.22713794816422,218.43759230816298,-49.9685745038454
19,2.1009453190004947,68.95849275238494,448.52150071483777,18.63481914136891,-10.445846440523395,26.600848168224054,-11.534895847030556,-18.622659391309714,118.20081443767216,0,0,0,0,0,0,24.98610933581853,-23.09552652063779,231.21488463787108,-45.37983979511095
20,2.2855579941309654,66.46102185932398,450.2238435264612,18.949271632283818,-10.612333672967623,26.540175843994607,-11.242097351002363,-18.648096056004956,116.88782305960908,0,0,0,0,0,0,30.771747077378905,-21.003108222418557,241.64231138514197,-37.963350585678235
21,2.4812005963939816,63.95510184408264,451.2690883757603,19.269580013676492,-10.782530874178255,26.485924760437186,-10.829226543047277,-18.834315089019086,115.51872583870171,0,0,0,0,0,0,35.00910055365106,-18.908741204433618,251.14329736707265,-26.73611696721225
22,2.6798607096747724,61.44346652164332,452.2568202738136,19.58539708285566,-10.959068867951785,26.446232507423822,-10.2567991764542,-19.23943529096292,114.09303312853403,0,0,0,0,0,0,38.124387071105716,-16.70934525396187,261.6177162835776,-11.331125930015105
23,2.8764285006939625,58.92547746435135,453.6791044426937,19.885599504931577,-11.143616405887432,26.427807508124136,-9.496082738718375,-19.91127701095978,112.59935380241684,0,0,0,0,0,0,40.90723259332015,-14.238457530226174,275.08208991174945,7.432696513817548
24,3.0695247727849497,56.39815324115789,455.7443676084184,20.160365368344575,-11.336278221315695,26.433903337611934,-8.538724803828844,-20.870896469460693,111.01595025062569,0,0,0,0,0,0,44.253089845391706,-11.268013121761337,293.280023620198,27.259992036908795
25,3.2607879749142006,53.8581379071186,458.271120942342,20.40305406860122,-11.535226154418972,26.461884649993873,-7.4040228878498215,-22.097685086293875,109.31329494587867,0,0,0,0,0,0,48.87117538224755,-7.537292412842403,317.36295705896384,44.555937423343366
26,3.4529593682789783,51.30403533616553,460.70117552791436,20.611249444461244,-11.736797577870082,26.501375334211907,-6.141158238113695,-23.52142795578497,107.45797256541759,0,0,0,0,0,0,55.05862863318007,-2.822268720539897,347.70172707338594,55.116547904249636
27,3.647628802586133,48.73832475508718,462.24734982404186,20.78659327422967,-11.93614220541903,26.534112593592727,-4.825046501688363,-25.02526549914025,105.41710398101209,0,0,0,0,0,0,62.612371750159696,2.9678866439450156,383.8384286979067,55.18779807488332
28,3.84362464937699,46.168107986103955,462.145528463336,20.93350194439111,-12.128305452204923,26.536214921797633,-3.54623037265804,-26.460561514558243,103.16259274284384,0,0,0,0,0,0,70.89542785994468,9.701919497721468,424.5517218436778,42.58990748890454
