Time,Hip/Shoulder Separation,Pelvis Forward Tilt,Pelvis Lateral Tilt,Torso Forward Tilt,Torso Lateral Tilt,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity
0,55.95648706,12.85899209,12.04407445,66.88426858,-50.6146664,109.4143725,-93.67991246,144.40090073,-0.026720249853890588,127.05997281685354,0.3140313747876317,-0.40217252803261977,-10.519592271373917,-0.6254948578995655,10.559375,-24.140625,-0.09565429684,-9.428125
1,55.96503392,12.84674765,12.0460535,66.88734857,-50.61824332,109.4327139,-93.73144707,144.43565201,-0.08894168232415903,127.01962283384303,0.26058672728508325,-0.4048271321780496,-10.506447576220411,-0.6155890985024127,10.9046875,-24.421875,-0.08695068356,-9.5421875
2,55.97358078,12.83450321,12.04803256,66.89042856,-50.62182025,109.4510554,-93.78298168,144.47040329,-0.08914077764186204,127.01962283384303,0.3140998137954468,-0.44676987767584103,-10.493009283709354,-0.605821978800181,11.25,-24.703125,-0.07824707067,-9.65625
3,55.98166697,12.82259795,12.04942296,66.89382302,-50.62555488,109.4685353,-93.83713452,144.50601102000002,-0.14481280394155624,127.05944190282025,0.25834690506286107,-0.45048632347944273,-10.47931149610052,-0.596223845891561,11.4046875,-25.040625,-0.1684570316,-9.7234375
4,55.98975316,12.81069269,12.05081336,66.89721748,-50.62928951,109.4860153,-93.89128735,144.54161875,-0.14438972640163097,127.01776460754333,0.3142449874277948,-0.49375637104994907,-10.465389678973626,-0.5868246566745904,11.559375,-25.378125,-0.2586669925,-9.790625
5,55.99783935,12.79878743,12.05220376,66.90061193,-50.63302414,109.5034952,-93.94544018,144.57722648,-0.14533542915392456,126.95936331634388,0.31580249351002376,-0.494021831464492,-10.451280429219656,-0.5776538205316007,11.7140625,-25.715625,-0.3488769535,-9.8578125
6,56.00592554,12.78688217,12.05359416,66.90400639,-50.63675877,109.5209752,-93.99959302,144.61283421000002,-0.14487502127081212,126.87680513761468,0.3141184789670404,-0.49030538566089027,-10.437021232095873,-0.5687400410470805,11.86875,-26.053125,-0.4390869144,-9.925
7,56.01401173,12.77497691,12.05498456,66.90740085,-50.6404934,109.5384551,-94.05374585,144.64844194,-0.26864593951749915,126.87361961264017,0.31254230771321784,-0.44676987767584103,-10.422650209450046,-0.5601111571340178,12.0234375,-26.390625,-0.5292968758,-9.992187501
8,56.02162421,12.76346605,12.05578243,66.91112927,-50.64434025,109.555148,-94.10998801,144.68483452,-0.26841366170574243,126.83220778797147,0.3142263222562012,-0.4502208630648998,-10.408205860948392,-0.5517939839537682,12.015625,-26.475,-0.7322265633,-10.271875
9,56.02923669,12.7519552,12.05658029,66.9148577,-50.6481871,109.5718408,-94.16623017,144.7212271,-0.14669176595310907,126.71009599728168,0.31422217437988453,-0.4082781175671084,-10.393726799847407,-0.5438141540621162,12.0078125,-26.559375,-0.9351562508,-10.5515625
10,56.03684916,12.74044435,12.05737815,66.91858612,-50.65203394,109.5885337,-94.22247234,144.75761967,-0.1476706511722732,126.69257560312606,0.31426572653754675,-0.3644771491675161,-10.379251484715422,-0.5361959594144892,12.0,-26.64375,-1.138085938,-10.83125
