Time,Hip/Shoulder Separation,Pelvis Forward Tilt,Pelvis Lateral Tilt,Torso Forward Tilt,Torso Lateral Tilt,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity
0,1.811849388,6.483007037,6.843235771,14.99813463,-7.832866328,18.06289574,44.62634599,138.54298942,0.18419219734964323,68.29022256201155,8.289959590893647,24.76958036017669,3.701913128783462,1.750201794175148,-0.07695312667,2.30546875,-43.38125,-43.54375
1,1.801948906,6.496460277,6.835631862,15.02730656,-7.869387382,18.08022026,44.68577265,138.57313686999998,0.18660208019028204,68.47418662589195,8.290664718994222,24.600216622494056,3.756509716039576,1.718430573080824,-0.7710937517,2.478125,-43.04375,-43.43125
2,1.792048424,6.509913517,6.828027952,15.05647848,-7.905908436,18.09754478,44.74519931,138.60328432,0.1292626306082229,68.8803410669385,8.121682574243968,24.25193255861366,3.8126612132258884,1.6857726291069832,-1.465234377,2.65078125,-42.70625,-43.31875
3,1.782147943,6.523366758,6.820424043,15.08565041,-7.942429489,18.11486929,44.80462598,138.63343177000002,0.06607475630309209,69.32790731906218,8.008463707781175,23.906303092082908,3.870323119719944,1.6522849675025948,-2.159375002,2.8234375,-42.36875,-43.20625
4,1.772247461,6.536819998,6.812820134,15.11482233,-7.978950543,18.13219381,44.86405264,138.66357922,0.005935528956846755,69.55036315324499,7.954977582059124,23.732957444784233,3.9294487170288503,1.618028375550722,-2.853515627,2.996093751,-42.03124999,-43.09375
5,1.761627086,6.549996565,6.804287548,15.14443137,-8.015331298,18.15183331,44.92338048,138.69328183,0.004255662271151886,69.95731396534148,7.842683679238872,23.3387487325858,3.989989253288877,1.5830671382780397,-3.651562502,3.237500001,-38.63437499,-43.175
6,1.75100671,6.563173131,6.795754962,15.17404041,-8.051712053,18.17147281,44.98270832,138.72298445,-0.053859429425756035,70.32258749575263,7.730962174651716,22.953300210669386,4.05189410384694,1.5474687320921048,-4.449609377,3.478906251,-35.23749999,-43.25625
7,1.740386335,6.576349697,6.787222376,15.20364945,-8.088092809,18.19111231,45.04203616,138.75268706,-0.1160435315256541,70.50548971797485,7.677579744478423,22.82030453278967,4.11511090544239,1.511303498015091,-5.247656252,3.720312501,-31.84062499,-43.3375
8,1.729765959,6.589526263,6.77868979,15.23325849,-8.124473564,18.21075182,45.101364,138.78238967,-0.11408161315664288,71.01331550118927,7.621094745497792,22.470958627251107,4.179585662434553,1.4746442955846888,-6.045703127,3.961718751,-28.44374999,-43.41875
9,1.719145584,6.602702829,6.770157204,15.26286753,-8.160854319,18.23039132,45.16069184,138.81209229,-0.11429315191301392,71.50468271831465,7.453568485219164,22.07993544002718,4.245262824254375,1.4375661379540425,-6.843750001,4.203125,-25.046875,-43.5
