Time,Hip/Shoulder Separation,Pelvis Forward Tilt,Pelvis Lateral Tilt,Torso Forward Tilt,Torso Lateral Tilt,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity
0,-0.253063052,0.4806376861,7.83485939,6.016864951,-5.866972359,-6.046032267,40.97933947,136.42371458,0.488841205572545,90.91461731566429,0.7606975569147129,2.4547124539585456,5.041943942277189,-4.54347767375053,4.839843752,-6.523437493,-39.78125,-27.203125
1,-0.2343009839,0.4819937648,7.86865224,6.086319418,-5.910321749,-5.957132636,41.02555414,136.42797309,0.4881111893985729,91.09778499490317,0.7621658848793746,2.3671105171593614,4.97900596854452,-4.377354223912342,5.113281252,-5.552539056,-40.11875,-26.928125
2,-0.2155389157,0.4833498435,7.902445091,6.155773886,-5.953671139,-5.868233005,41.0717688,136.4322316,0.42975552429493713,91.54535126061842,0.8170021257220522,2.326495073054706,4.9141677403232205,-4.210242714041821,5.386718752,-4.581640618,-40.45625,-26.653125
3,-0.1967768475,0.4847059223,7.936237941,6.225228354,-5.99702053,-5.779333375,41.11798347,136.43649011,0.4273041632347944,91.91168663268773,0.8744867488956846,2.3201240231056746,4.84749830114517,-4.042488387100185,5.660156252,-3.610742181,-40.79375,-26.378125
4,-0.1780147793,0.486062001,7.970030792,6.294682822,-6.04036992,-5.690433744,41.16419814,136.44074862,0.42602663499830107,92.03565664967721,0.874268988379205,2.2359730723751277,4.779072189678922,-3.874438927178037,5.933593752,-2.639843743,-41.13125,-26.103125
5,-0.1592527112,0.4874180797,8.003823642,6.364137289,-6.083719311,-5.601534113,41.2104128,136.44500714,0.42380340400951416,92.36137656812777,0.8197749427115187,2.2784467387020046,4.708969189559388,-3.706442891913334,6.207031251,-1.668945308,-41.46875,-25.828125
6,-0.1404053646,0.4905852967,8.035433728,6.432649827,-6.12755997,-5.514776886,41.25877847,136.45001406,0.4221152417261298,92.76832739381584,0.8226867115188583,2.191375722731906,4.637274060128819,-3.538848144498346,6.304687501,-1.046874996,-41.80625,-25.653125
7,-0.1215580181,0.4937525136,8.067043814,6.501162365,-6.17140063,-5.428019659,41.30714413,136.45502099,0.42088748732585796,92.81027013251784,0.8760608462113489,2.1937648657832143,4.564076249373661,-3.3720002935073716,6.402343751,-0.424804683,-42.14375,-25.478125
8,-0.1027106715,0.4969197306,8.0986539,6.569674903,-6.21524129,-5.341262432,41.3555098,136.46002792000002,0.42290332721712537,92.99449966700647,0.821680865511383,2.0597073571185867,4.489469590333365,-3.2062411488306855,6.500000001,0.1972656295,-42.48125,-25.303125
9,-0.08386332495,0.5000869475,8.130263986,6.63818744,-6.25908195,-5.254505205,41.40387546,136.46503485,0.4812797315664288,93.27986960244648,0.8214423658851512,2.0639547237512743,4.413551982052991,-3.0419072019683884,6.597656251,0.819335942,-42.81875,-25.128125
10,-0.06501597839,0.5032541645,8.161874072,6.706699978,-6.30292261,-5.167747978,41.45224113,136.47004178,0.47900257900101934,93.40437054706084,0.8246361864763846,2.0164373088685017,4.336425055824599,-2.879328138892279,6.695312499,1.441406255,-43.15625,-24.953125
11,-0.04614146168,0.5080800601,8.191084494,6.774390702,-6.347037265,-5.083178903,41.50259896,136.475738,0.47882422276588515,93.6462049745158,0.7695282635406048,1.843091658851512,4.258193827161188,-2.718825393766828,6.584374999,2.157812505,-43.24375,-24.534375
12,-0.02726694497,0.5129059557,8.220294916,6.842081425,-6.39115192,-4.998609828,41.55295679,136.48143421999998,0.538706285287122,93.91193085966701,0.7678649881073734,1.8032725966700647,4.1789663337882095,-2.560710752022518,6.473437499,2.874218755,-43.33125,-24.115625
13,-0.008392428262,0.5177318513,8.249505338,6.909772149,-6.435266575,-4.914040753,41.60331463,136.48713044,0.5374246093102277,94.03590086306491,0.7142025800883453,1.7615953109072375,4.098853259910952,-2.4052850114166446,6.362499999,3.590625005,-43.41875,-23.696875
