Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity
0,0.5370975261,58.70851017,-18.97340534,65.07146042,0.8783157563,-4.394485825,-0.3250154938,-0.5820063295,-7.003676463,0.185712085,465.1894531,425.1191406,890.3085938,-0.0,-0.0,0.0
1,0.536802992,58.68099094,-18.99996018,65.06294206,0.8745219132,-4.400278884,-0.3252698192,-0.5815503226,-7.007952966,0.1851992015,465.8320313,424.8105469,890.6425781,-0.2543253999999773,-0.5128835000000054,-8.518359999996505
2,0.536508458,58.65347171,-19.02651501,65.05442369,0.8707280701,-4.406071943,-0.3255241447,-0.5810943157,-7.012229469,0.1846863179,465.8320313,424.5039063,890.3359375,-0.25432550000004106,-0.5128835999999859,-8.518370000004438
3,0.5360361124,58.62439256,-19.05416816,65.04578331,0.8668849304,-4.41183533,-0.3256704918,-0.5805521631,-7.016509582,0.1841070114,466.4785156,423.7675781,890.2460938,-0.1463470999999994,-0.5793065000000153,-8.640379999988568
4,0.5355637669,58.59531342,-19.0818213,65.03714294,0.8630417907,-4.417598716,-0.3258168389,-0.5800100106,-7.020789695,0.1835277049,467.09375,423.4570313,890.5507813,-0.1463470999999994,-0.5793064999999875,-8.640370000009057
5,0.5350914213,58.56623428,-19.10947445,65.02850256,0.859198651,-4.423362102,-0.3259631861,-0.579467858,-7.025069808,0.1829483984,466.7851563,422.8476563,889.6328125,-0.14634720000000767,-0.5793065000000153,-8.640379999988568
6,0.5346190757,58.53715514,-19.13712759,65.01986218,0.8553555113,-4.429125488,-0.3261095332,-0.5789257055,-7.029349921,0.1823690919,467.4179688,422.8476563,890.265625,-0.1463470999999994,-0.5793064999999875,-8.640380000002779
7,0.5341467302,58.50807599,-19.16478074,65.0112218,0.8515123716,-4.434888875,-0.3262558803,-0.5783835529,-7.033630034,0.1817897854,468.0625,421.8046875,889.8671875,-0.1463470999999994,-0.5793065000000153,-8.640380000002779
8,0.5334956621,58.4773775,-19.19353256,65.00256616,0.8476183472,-4.440606633,-0.3262894726,-0.5777484916,-7.037919904,0.1811479817,468.390625,421.8046875,890.1953125,-0.03359229999999602,-0.6418036999999988,-8.65564000000063
9,0.532844594,58.44667901,-19.22228437,64.99391052,0.8437243228,-4.446324391,-0.3263230648,-0.5771134303,-7.042209773,0.180506178,469.0175781,421.0527344,890.0703125,-0.03359219999998775,-0.6418036999999988,-8.65564000000063
10,0.5321935259,58.41598052,-19.25103619,64.98525487,0.8398302984,-4.452042149,-0.326356657,-0.576478369,-7.046499643,0.1798643743,469.3085938,420.1503906,889.4589844,-0.03359219999998775,-0.6418036999999988,-8.655649999994353
11,0.5315424578,58.38528202,-19.27978801,64.97659923,0.835936274,-4.457759907,-0.3263902493,-0.5758433077,-7.050789512,0.1792225706,469.3203125,419.8457031,889.1660156,-0.03359229999999602,-0.6418036999999988,-8.65564000000063
12,0.5308913897,58.35458353,-19.30853983,64.96794359,0.8320422496,-4.463477666,-0.3264238415,-0.5752082464,-7.055079381,0.1785807669,470.2539063,419.5195313,889.7734375,-0.03359219999998775,-0.6418036999999988,-8.65564000000063
13,0.5300626464,58.3222657,-19.33835925,64.95938333,0.8280991731,-4.469135483,-0.3263417546,-0.5744722207,-7.059384589,0.1778805811,471.2441406,419.2128906,890.4570313,0.08208690000000018,-0.7001858000000027,-8.56026000001009
14,0.5292339031,58.28994786,-19.36817868,64.95082308,0.8241560966,-4.474793301,-0.3262596677,-0.5737361951,-7.063689797,0.1771803954,471.5292969,418.7851563,890.3144531,0.08208690000000018,-0.7001856999999945,-8.560249999987946
15,0.5284051598,58.25763003,-19.39799811,64.94226282,0.8202130201,-4.480451119,-0.3261775807,-0.5730001695,-7.067995004,0.1764802097,471.8769531,417.8691406,889.7460938,0.08208699999995295,-0.7001856999999945,-8.56026000001009
16,0.5275764165,58.22531219,-19.42781753,64.93370257,0.8162699437,-4.486108936,-0.3260954938,-0.5722641438,-7.072300212,0.175780024,471.859375,417.2558594,889.1152344,0.08208690000000018,-0.7001856999999945,-8.560250000002156
17,0.5267476732,58.19299436,-19.45763696,64.92514232,0.8123268672,-4.491766754,-0.3260134069,-0.5715281182,-7.07660542,0.1750798383,472.1796875,417.5585938,889.7382813,0.08208690000000018,-0.7001856999999945,-8.560249999987946
18,0.5257447259,58.15911932,-19.48846049,64.9167864,0.808339747,-4.497353035,-0.3258150199,-0.5706822387,-7.080930453,0.1743255854,472.8300781,416.6464844,889.4765625,0.19838700000002207,-0.754252900000002,-8.355919999999628
19,0.5247417786,58.12524428,-19.51928401,64.90843049,0.8043526269,-4.502939316,-0.3256166329,-0.5698363593,-7.085255486,0.1735713325,473.4726563,415.9082031,889.3808594,0.19838700000002207,-0.754252900000002,-8.355910000005906
20,0.5237388313,58.09136924,-19.55010754,64.90007458,0.8003655068,-4.508525596,-0.3254182459,-0.5689904798,-7.089580519,0.1728170796,473.4570313,416.0371094,889.4941406,0.19838699999996656,-0.754252900000002,-8.355910000005906
21,0.522735884,58.0574942,-19.58093107,64.89171866,0.7963783867,-4.514111877,-0.3252198589,-0.5681446004,-7.093905552,0.1720628267,473.7695313,414.9980469,888.7675781,0.19838700000002207,-0.754252900000002,-8.355919999999628
22,0.5217329367,58.02361916,-19.6117546,64.88336275,0.7923912665,-4.519698158,-0.3250214719,-0.5672987209,-7.098230585,0.1713085738,474.4179688,414.5566406,888.9746094,0.19838699999996656,-0.754252900000002,-8.355909999991695
23,0.520560697,57.9883137,-19.6434857,64.87531366,0.7883678321,-4.52520547,-0.3247083415,-0.566333925,-7.10257987,0.1705038846,474.7382813,414.5566406,889.2949219,0.3131304000000279,-0.8046892000000139,-8.049090000000092
24,0.5193884573,57.95300824,-19.6752168,64.86726456,0.7843443976,-4.530712783,-0.3243952112,-0.5653691291,-7.106929156,0.1696991955,475.0839844,413.9472656,889.03125,0.3131303000000196,-0.8046890999999778,-8.049100000008025
25,0.5182162176,57.91770278,-19.7069479,64.85921547,0.7803209632,-4.536220095,-0.3240820808,-0.5644043331,-7.111278441,0.1688945063,475.7128906,412.7304688,888.4433594,0.3131303999999724,-0.8046892000000139,-8.049090000000092
26,0.5170439779,57.88239733,-19.738679,64.85116637,0.7762975287,-4.541727408,-0.3237689504,-0.5634395372,-7.115627727,0.1680898172,476.0195313,412.7304688,888.75,0.3131304000000279,-0.8046891000000056,-8.049099999993814
27,0.5158717382,57.84709187,-19.7704101,64.84311728,0.7722740942,-4.54723472,-0.3234558201,-0.5624747413,-7.119977012,0.167285128,476.3476563,411.9863281,888.3339844,0.3131302999999641,-0.8046891999999861,-8.049090000000092
28,0.5145359413,57.81054337,-19.8029217,64.83546702,0.768224721,-4.552660418,-0.3230306187,-0.5613827861,-7.124354667,0.1664333592,476.3574219,411.3730469,887.7304688,0.42520140000001927,-0.8517688000000134,-7.65026000000546
29,0.5132001443,57.77399488,-19.8354333,64.82781677,0.7641753478,-4.558086117,-0.3226054174,-0.5602908309,-7.128732321,0.1655815904,477.3085938,411.0644531,888.3730469,0.425201300000011,-0.8517687999999857,-7.650249999997527
30,0.5118643474,57.73744639,-19.86794491,64.82016652,0.7601259746,-4.563511815,-0.322180216,-0.5591988757,-7.133109976,0.1647298216,477.609375,410.7617188,888.3710938,0.42520139999996376,-0.8517688000000134,-7.650249999997527
31,0.5105285505,57.70089789,-19.90045651,64.81251626,0.7560766014,-4.568937513,-0.3217550146,-0.5581069205,-7.13748763,0.1638780528,478.3027344,410.4589844,888.7617188,0.42520140000001927,-0.8517687999999857,-7.65026000000546
32,0.5091927535,57.6643494,-19.93296811,64.80486601,0.7520272282,-4.574363211,-0.3213298133,-0.5570149653,-7.141865284,0.1630262839,477.6328125,409.7207031,887.3535156,0.425201300000011,-0.851768899999994,-7.650249999997527
33,0.5076984964,57.62679943,-19.96610587,64.79769268,0.7479642826,-4.579709176,-0.3207956639,-0.5557893154,-7.146274121,0.1621296877,477.953125,409.4160156,887.3691406,0.5341493999999614,-0.896596200000016,-7.173330000000533
34,0.5062042393,57.58924945,-19.99924364,64.79051935,0.7439013369,-4.585055141,-0.3202615145,-0.5545636655,-7.150682957,0.1612330915,478.9101563,408.8085938,887.71875,0.5341494000000169,-0.8965961999999883,-7.173330000000533
