Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,-0.3567429318,78.13215365,-12.74169918,48.64223425,5.886444421,1.155132449,0.3895351726,-1.574757504,-0.607519288,-0.01592468383,289.2695313,332.8066406,622.0761719,-0.0,-0.0,0.0,0.0
1,-0.3599791011,78.14402738,-12.72926382,48.650982,5.88408394,1.14956474,0.3928671256,-1.575472914,-0.6068753757,-0.01568087223,289.5976563,333.1132813,622.7109375,3.3319529999999986,0.2438116000000011,8.747749999997723,392.43470000008074
2,-0.3632152704,78.15590112,-12.71682845,48.65972975,5.881723458,1.143997031,0.3961990785,-1.576188325,-0.6062314635,-0.01543706063,289.296875,333.09375,622.390625,3.331952900000046,0.24381159999999935,8.747749999997723,-758.5585000000492
3,-0.3666315311,78.16810927,-12.70413339,48.66810442,5.879429456,1.138307545,0.3996400948,-1.576787099,-0.6055382145,-0.01525471676,288.9746094,332.8027344,621.7773438,3.4410162999999883,0.1823438700000006,8.374670000002027,318.601899999976
4,-0.3700477919,78.18031741,-12.69143832,48.6764791,5.877135455,1.132618059,0.403081111,-1.577385874,-0.6048449655,-0.0150723729,289.2988281,333.234375,622.5332031,3.44101619999998,0.18234385999999977,8.374680000002854,-43.98479999997562
5,-0.3734640526,78.19252556,-12.67874326,48.68485377,5.874841454,1.126928572,0.4065221273,-1.577984649,-0.6041517165,-0.01489002904,289.296875,333.8300781,623.1269531,3.4410162999999883,0.18234385999999977,8.374669999994921,-503.5999000000402
6,-0.3768803133,78.20473371,-12.66604819,48.69322844,5.872547452,1.121239086,0.4099631436,-1.578583424,-0.6034584675,-0.01470768518,289.2714844,334.1484375,623.4199219,3.4410163000000438,0.1823438600000015,8.374670000002027,78.57340000009572
7,-0.3802965741,78.21694185,-12.65335313,48.70160311,5.870253451,1.1155496,0.4134041599,-1.579182198,-0.6027652186,-0.01452534131,289.296875,334.1484375,623.4453125,3.4410162999999883,0.18234386999999885,8.374670000002027,52.9973999999811
8,-0.3838731467,78.22943482,-12.64045183,48.70952797,5.868030564,1.109757727,0.4169331476,-1.579664081,-0.6020233373,-0.01440648356,289.6269531,334.4492188,624.0761719,3.528987699999986,0.1188577499999996,7.924860000002809,519.0474999999424
9,-0.3874497194,78.24192779,-12.62755052,48.71745284,5.865807678,1.103965854,0.4204621354,-1.580145964,-0.6012814561,-0.01428762581,289.296875,334.4492188,623.7460938,3.528987799999994,0.11885775000000133,7.924869999996531,-671.6814000000113
10,-0.3910262921,78.25442075,-12.61464922,48.72537771,5.863584791,1.098173981,0.4239911231,-1.580627846,-0.6005395748,-0.01416876806,288.9746094,334.8828125,623.8574219,3.528987699999986,0.1188577499999996,7.924869999996531,95.39570000004005
11,-0.3946028648,78.26691372,-12.60174791,48.73330258,5.861361905,1.092382108,0.4275201109,-1.581109729,-0.5997976936,-0.01404991031,288.9746094,335.921875,624.8964844,3.5289878000000496,0.1188577499999996,7.9248700000036365,-271.73949999996694
12,-0.3981794375,78.27940668,-12.58884661,48.74122744,5.859139018,1.086590235,0.4310490987,-1.581591611,-0.5990558123,-0.01393105255,289.3125,335.6191406,624.9316406,3.528987799999994,0.11885776000000042,7.924860000002809,298.1462999999849
13,-0.4018956309,78.29212394,-12.5758013,48.74863195,5.856988712,1.080719502,0.4346450005,-1.581960415,-0.5982688639,-0.0138770852,288.6621094,335.9101563,624.5722656,3.5959017999999676,0.05396734999999972,7.404509999993536,-1013.1536000000096
14,-0.4056118243,78.30484119,-12.56275598,48.75603646,5.854838407,1.074848768,0.4382409023,-1.58232922,-0.5974819155,-0.01382311785,288.6621094,336.6640625,625.3261719,3.595901800000023,0.05396734999999972,7.404510000000641,-189.0105999999605
15,-0.4093280177,78.31755845,-12.54971067,48.76344097,5.852688101,1.068978035,0.4418368042,-1.582698024,-0.5966949671,-0.01376915049,288.6347656,337.2539063,625.8886719,3.595901899999976,0.05396736000000055,7.404510000000641,-228.3537000000706
16,-0.4130442112,78.3302757,-12.53666536,48.77084548,5.850537796,1.063107301,0.445432706,-1.583066828,-0.5959080187,-0.01371518314,288.6503906,337.2539063,625.9042969,3.595901800000023,0.05396734999999972,7.404510000000641,576.901800000087
17,-0.4167604046,78.34299296,-12.52362005,48.77824999,5.84838749,1.057236568,0.4490286078,-1.583435633,-0.5951210703,-0.01366121578,288.3574219,337.6914063,626.0488281,3.5959017999999676,0.05396736000000055,7.404510000000641,-353.5807000000659
18,-0.4205947259,78.35586524,-12.51050005,48.78507367,5.846308347,1.051311347,0.4526701055,-1.583698505,-0.59429447,-0.01367317819,288.0351563,338.3085938,626.34375,3.641497699999996,-0.011962410000000007,6.823680000003662,-77.65749999998661
19,-0.4244290472,78.36873753,-12.49738005,48.79189736,5.844229204,1.045386126,0.4563116031,-1.583961378,-0.5934678696,-0.0136851406,288.0078125,338.7402344,626.7480469,3.641497600000043,-0.011962410000000007,6.823689999997384,38.57319999997344
20,-0.4282633685,78.38160981,-12.48426005,48.79872104,5.842150061,1.039460906,0.4599531007,-1.58422425,-0.5926412692,-0.01369710302,287.7167969,338.7402344,626.4570313,3.6414975999999877,-0.011962420000000834,6.823679999996557,46.31830000005266
21,-0.4320976898,78.39448209,-12.47114005,48.80554473,5.840070918,1.033535685,0.4635945983,-1.584487123,-0.5918146688,-0.01370906543,287.0839844,339.6542969,626.7382813,3.6414975999999877,-0.011962410000000007,6.82369000000449,-987.4028000000408
22,-0.4359320112,78.40735438,-12.45802005,48.81236841,5.837991776,1.027610464,0.4672360959,-1.584749995,-0.5909880685,-0.01372102784,286.7558594,340.0859375,626.8417969,3.6414975999999877,-0.011962410000000007,6.823679999996557,-618.1430999999975
23,-0.4398632227,78.42030801,-12.44489791,48.8185626,5.835980609,1.021654192,0.4709021225,-1.584916615,-0.5901315122,-0.01380011753,287.3613281,340.09375,627.4550781,3.6660266000000385,-0.07908968999999905,6.194190000002209,668.1995999999799
24,-0.4437944343,78.43326164,-12.43177577,48.82475679,5.833969442,1.015697919,0.4745681491,-1.585083234,-0.5892749559,-0.01387920722,287.703125,340.6933594,628.3964844,3.666026599999983,-0.07908969000000078,6.194190000002209,409.2000000000553
25,-0.4477256459,78.44621527,-12.41865363,48.83095098,5.831958275,1.009741646,0.4782341758,-1.585249853,-0.5884183996,-0.01395829691,286.7324219,340.6933594,627.4257813,3.6660266999999913,-0.07908968999999905,6.194189999995103,-587.0309000000589
26,-0.4516568575,78.4591689,-12.40553149,48.83714518,5.829947109,1.003785374,0.4819002024,-1.585416473,-0.5875618434,-0.01403738659,286.4355469,341.1347656,627.5703125,3.666026599999983,-0.07908967999999995,6.194200000003036,-533.4240999999338
27,-0.4555880691,78.47212253,-12.39240935,48.84333937,5.827935942,0.9978291011,0.485566229,-1.585583092,-0.5867052871,-0.01411647628,286.4492188,342.1757813,628.625,3.6660266000000385,-0.07908969000000078,6.194190000002209,-337.1057000000519
28,-0.4595959413,78.48508402,-12.379356,48.84886891,5.825989097,0.991863498,0.4892369241,-1.585665249,-0.5858314107,-0.01426376808,286.7597656,342.1679688,628.9277344,3.67069510000001,-0.1472917999999993,5.5295399999977235,476.94880000005924
29,-0.4636038136,78.49804551,-12.36630265,48.85439845,5.824042253,0.985897895,0.4929076193,-1.585747405,-0.5849575343,-0.01441105987,286.4394531,342.4804688,628.9199219,3.6706951999999626,-0.14729179000000023,5.5295399999977235,182.6678999999558
30,-0.4676116859,78.51100699,-12.3532493,48.859928,5.822095408,0.9799322919,0.4965783144,-1.585829561,-0.5840836579,-0.01455835166,285.78125,342.484375,628.265625,3.67069510000001,-0.14729179000000023,5.529549999998551,-480.97870000003695
31,-0.4716195582,78.52396848,-12.34019595,48.86545754,5.820148564,0.9739666889,0.5002490096,-1.585911718,-0.5832097815,-0.01470564346,285.78125,343.4101563,629.1914063,3.6706951999999626,-0.14729180000000106,5.529540000004829,-458.00289999999677
32,-0.4756274304,78.53692997,-12.3271426,48.87098708,5.818201719,0.9680010858,0.5039197047,-1.585993874,-0.582335905,-0.01485293525,285.8046875,343.703125,629.5078125,3.6706951000000654,-0.14729178999999848,5.5295399999977235,-95.570500000008
33,-0.4796932906,78.54983076,-12.31422275,48.87583177,5.816316237,0.962045319,0.5075764042,-1.586004236,-0.5814591665,-0.01506983936,285.4824219,344.1328125,629.6152344,3.656699500000027,-0.21690411000000082,4.844689999998764,-9.649899999999434
34,-0.4837591507,78.56273156,-12.3013029,48.88067646,5.814430755,0.9560895522,0.5112331037,-1.586014598,-0.580582428,-0.01528674347,285.4765625,344.1328125,629.609375,3.656699499999916,-0.2169041099999991,4.844689999998764,40.558300000043346
35,-0.4878250108,78.57563235,-12.28838306,48.88552114,5.812545273,0.9501337855,0.5148898032,-1.586024961,-0.5797056895,-0.01550364757,285.1347656,344.7402344,629.875,3.656699500000027,-0.2169041,4.844680000005042,-270.67239999996673
36,-0.491890871,78.58853315,-12.27546321,48.89036583,5.810659791,0.9441780187,0.5185465027,-1.586035323,-0.578828951,-0.01572055168,284.5136719,345.1816406,629.6953125,3.656699500000027,-0.21690411000000082,4.844689999998764,-428.4620000000814
37,-0.4959567311,78.60143395,-12.26254336,48.89521052,5.808774309,0.9382222519,0.5222032022,-1.586045685,-0.5779522125,-0.01593745579,284.5136719,345.484375,629.9980469,3.656699500000027,-0.2169041099999991,4.844689999998764,4.844700000035118
38,-0.5000629394,78.61421206,-12.24981553,48.89936452,5.80694852,0.93229066,0.5258274754,-1.585997242,-0.57709023,-0.01622610808,284.4863281,346.2167969,630.703125,3.6242731999999167,-0.28865229000000003,4.153999999999769,-330.8727999999519
