Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,2.980669215,77.0260034,-16.09722954,39.68345244,5.357661583,0.4111614122,-3.047523291,0.02551576823,0.8605743685,-0.06676938749,164.8085938,464.046875,628.8554688,-0.0,-0.0,0.0,0.0
1,2.989674457,77.02795623,-16.09464873,39.68122286,5.358668552,0.4113186662,-3.049784073,0.03062009825,0.8679237298,-0.06009941595,163.1855469,464.6660156,627.8515625,-2.2607820000000167,6.66997154,-2.2295800000051713,-911.0031000000163
2,2.998679699,77.02990906,-16.09206791,39.67899328,5.359675521,0.4114759202,-3.052044855,0.03572442826,0.875273091,-0.05342944442,161.8554688,465.7109375,627.5664063,-2.2607820000000167,6.669971529999999,-2.229579999998066,-23.029499999893233
3,3.007684941,77.03186189,-16.08948709,39.67676369,5.36068249,0.4116331741,-3.054305637,0.04082875827,0.8826224523,-0.04675947288,161.5507813,467.4882813,629.0390625,-2.2607820000000167,6.66997154,-2.2295899999988933,-2.097200000093835
4,3.016690183,77.03381472,-16.08690627,39.67453411,5.361689459,0.4117904281,-3.056566419,0.04593308829,0.8899718136,-0.04008950135,159.9648438,468.09375,628.0585938,-2.2607820000000167,6.669971529999999,-2.229579999998066,-827.5079999999662
5,3.026246186,77.03584626,-16.08434769,39.67242644,5.362696779,0.411602194,-3.058597928,0.05142196655,0.8975240103,-0.03265284628,158.6738281,469.3125,627.9863281,-2.0315090000000424,7.436655069999999,-2.107670000000894,-1204.2668000000276
6,3.035802189,77.0378778,-16.08178911,39.67031877,5.363704098,0.4114139598,-3.060629437,0.05691084481,0.9050762071,-0.02521619122,157.7050781,470.6699219,628.375,-2.0315089999995983,7.436655060000001,-2.107670000000894,-1043.7171999999464
7,3.045358192,77.03990934,-16.07923053,39.6682111,5.364711418,0.4112257257,-3.062660946,0.06239972308,0.9126284039,-0.01777953615,156.4140625,471.1035156,627.5175781,-2.0315090000000424,7.436655069999999,-2.107670000000894,-680.8448000000453
8,3.054914195,77.04194088,-16.07667194,39.66610343,5.365718737,0.4110374915,-3.064692455,0.06788860134,0.9201806006,-0.01034288109,155.1445313,472.0351563,627.1796875,-2.0315090000000424,7.43665506,-2.107670000000894,-151.33539999999357
9,3.064470198,77.04397242,-16.07411336,39.66399576,5.366726057,0.4108492574,-3.066723964,0.07337747961,0.9277327974,-0.002906226022,154.1738281,473.6835938,627.8574219,-2.0315090000000424,7.436655068,-2.107670000000894,-1079.8369999999977
10,3.074590381,77.04602518,-16.07163296,39.66209926,5.367718314,0.4103267842,-3.068579387,0.0791844087,0.9354280088,0.005256895674,153.2050781,474.2929688,627.4980469,-1.8554230000003002,8.163121696,-1.8965000000008558,-1072.831199999996
11,3.084710563,77.04807794,-16.06915256,39.66020275,5.368710572,0.409804311,-3.07043481,0.0849913378,0.9431232203,0.01342001737,151.2636719,475.6523438,626.9160156,-1.8554229999998562,8.163121696,-1.8965099999945778,-899.0880000000061
