Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque X,Front Torque Y,Back Torque X,Back Torque Y
0,11.70080127,29.41525183,69.737168,129.17209433,-5.459808608,24.840389,-0.7068490993,5.83400386,0.2294921877,-53.34375,-49.96875,-83.75,8.787963867,82.00274658,694.5058594,0.9576721191,-2.0078125,-9.361663818,696.5136719,1.714523315,-0.6438980103,-22.6138916,45.50619507
1,11.69090431,29.39886798,69.77392607,129.16900263,-5.467838287,24.83448758,-0.7248690571,5.856421123,0.1591918946,-53.54375,-50.05,-83.9,8.764892578,82.61424255,694.8339844,0.9579925537,-1.685546875,-9.335754395,696.5195313,1.919845581,-0.491065979,-22.31213379,45.54037476
2,11.68100736,29.38248413,69.81068413,129.16591093,-5.475867966,24.82858615,-0.7428890148,5.878838386,0.08889160167,-53.74375,-50.13125,-84.05,9.221252441,83.27922058,694.5351563,0.9579925537,-1.685546875,-9.792114258,696.2207031,1.919845581,-0.491065979,-22.19299316,45.50314331
3,11.67111041,29.36610028,69.8474422,129.16281923,-5.483897645,24.82268473,-0.7609089725,5.901255649,0.0185913087,-53.94375,-50.2125,-84.2,8.770690918,84.2706604,694.5,0.547454834,-2.03515625,-9.32144165,696.5351563,1.697433472,-0.6424331665,-22.30627441,45.46469116
4,11.66121346,29.34971643,69.88420027,129.15972753,-5.491927324,24.81678331,-0.7789289302,5.923672912,-0.05170898427,-54.14375,-50.29375,-84.35,8.762481689,84.27049255,695.1425781,0.5476226807,-1.392578125,-9.32144165,696.5351563,2.09928894,-0.641456604,-22.30627441,45.46469116
5,11.65131651,29.33333257,69.92095833,129.15663583,-5.499957003,24.81088188,-0.796948888,5.946090175,-0.1220092772,-54.34375,-50.375,-84.5,8.738128662,84.8762207,694.828125,0.5481262207,-1.412109375,-9.295227051,696.2402344,2.116867065,-0.9439468384,-22.15197754,45.42672729
6,11.6420344,29.3167435,69.95801693,129.15389211000002,-5.507870993,24.80513077,-0.8138335748,5.969040484,-0.2300292967,-54.6125,-50.1,-84.4875,9.609161377,86.13757324,695.15625,0.5476074219,-1.083984375,-10.16708374,696.2402344,1.906417847,-0.7891616821,-22.18908691,45.49838257
7,11.63275229,29.30015443,69.99507553,129.15114838,-5.515784982,24.79937965,-0.8307182616,5.991990793,-0.3380493162,-54.88125,-49.825,-84.475,9.609161377,86.13757324,695.15625,0.5476074219,-1.083984375,-10.16708374,696.2402344,1.906417847,-0.7891616821,-22.18908691,45.49838257
8,11.62347018,29.28356535,70.03213412,129.14840465,-5.523698972,24.79362853,-0.8476029484,6.014941101,-0.4460693358,-55.15,-49.55,-84.4625,8.587127686,86.12084961,695.4882813,0.5352172852,-1.056640625,-9.718048096,696.5449219,1.887863159,-0.756690979,-22.01965332,45.28024292
9,11.61418808,29.26697628,70.06919272,129.14566092,-5.531612962,24.78787741,-0.8644876352,6.03789141,-0.5540893553,-55.41875,-49.275,-84.45,9.012023926,87.40481567,695.0820313,0.5350646973,-0.73828125,-10.1539917,695.8203125,2.084640503,-0.9085464478,-22.09802246,45.3197937
