Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque X,Front Torque Y,Back Torque X,Back Torque Y
0,4.906180016,93.50590927,111.4692972,126.55266877,-18.24121811,26.2746804,-1.926740292,11.19857873,21.759375,-30.9125,-32.53125,-70.35,-6.952453613,96.93035889,713.9082031,-1.862548828,-3.88671875,6.361999512,717.7949219,2.633468628,-0.864112854,-54.5447998,33.33126831
1,4.886767081,93.50934725,111.3785038,126.56744724,-18.25335135,26.24462393,-1.932788881,11.22487759,21.553125,-30.978125,-32.1875,-69.7125,-6.826263428,96.88835144,713.8574219,-1.849655151,-4.2421875,6.809631348,718.0996094,2.862472534,-1.051124573,-54.66687012,33.2585144
2,4.867354146,93.51278523,111.2877104,126.58222571,-18.26548459,26.21456746,-1.938837469,11.25117644,21.346875,-31.04375,-31.84375,-69.075,-6.365020752,97.56092834,714.1660156,-1.849655151,-4.2421875,6.348388672,718.4082031,2.862472534,-1.051124573,-54.54772949,33.22055054
3,4.84794121,93.51622321,111.196917,126.59700419,-18.27761783,26.18451099,-1.944886058,11.2774753,21.140625,-31.109375,-31.5,-68.4375,-6.528045654,98.16212463,714.9257813,-1.862045288,-4.21484375,5.938415527,719.140625,2.843429565,-1.01889801,-54.2052002,33.28695679
4,4.829814677,93.52016866,111.100894,126.61211734,-18.28946791,26.15421696,-1.949867466,11.30354156,20.928125,-31.1,-31.24375,-67.8875,-5.962005615,98.15797424,716.1523438,-1.850296021,-3.59375,5.933563232,719.7460938,2.848800659,-1.048194885,-54.2052002,33.28622437
5,4.811688143,93.52411412,111.004871,126.62723048000001,-18.30131798,26.12392293,-1.954848874,11.32960781,20.715625,-31.090625,-30.9875,-67.3375,-5.962005615,98.15797424,716.1523438,-1.850296021,-3.59375,5.933563232,719.7460938,2.848800659,-1.048194885,-54.2052002,33.28622437
6,4.79356161,93.52805958,110.908848,126.64234363,-18.31316806,26.0936289,-1.959830282,11.35567407,20.503125,-31.08125,-30.73125,-66.7875,-6.109924316,98.80455017,716.6210938,-1.862686157,-3.56640625,5.508483887,720.1875,2.830245972,-1.015968323,-54.01501465,33.42330933
7,4.775435076,93.53200504,110.812825,126.65745677000001,-18.32501813,26.06333487,-1.96481169,11.38174033,20.290625,-31.071875,-30.475,-66.2375,-5.988769531,98.78466797,715.9921875,-1.87399292,-4.1953125,5.960662842,720.1875,2.797531128,-0.7498550415,-53.98913574,33.4234314
8,4.757308543,93.53595049,110.716802,126.67256992,-18.33686821,26.03304084,-1.969793098,11.40780658,20.078125,-31.0625,-30.21875,-65.6875,-6.550476074,98.77702332,716.296875,-1.862533569,-4.1953125,5.958984375,720.4921875,2.82585144,-0.7166519165,-53.84362793,33.35043335
9,4.740455751,93.5402846,110.6175253,126.68798059,-18.34847783,26.00258787,-1.973782944,11.43362527,19.9,-30.828125,-29.93125,-65.2875,-7.007873535,99.4050293,716.6269531,-1.862548828,-3.88671875,6.417419434,720.5136719,2.633468628,-0.864112854,-53.81677246,33.38241577
10,4.723602959,93.54461871,110.5182486,126.70339125999999,-18.36008745,25.9721349,-1.977772791,11.45944396,19.721875,-30.59375,-29.64375,-64.8875,-6.431854248,99.39967346,715.859375,-1.850143433,-4.22265625,6.413360596,720.0820313,2.844894409,-0.748878479,-54.02453613,33.27963257
11,4.706750167,93.54895281,110.4189719,126.71880193,-18.37169708,25.94168192,-1.981762638,11.48526265,19.54375,-30.359375,-29.35625,-64.4875,-6.576263428,100.0280609,715.8945313,-1.862686157,-3.875,5.9737854,719.7695313,3.022628784,-0.8685073853,-53.89758301,33.24472046
12,4.689897375,93.55328692,110.3196952,126.7342126,-18.3833067,25.91122895,-1.985752485,11.51108134,19.365625,-30.125,-29.06875,-64.0875,-6.585449219,99.39082336,715.875,-1.863021851,-3.888671875,5.981170654,719.7636719,2.624923706,-1.168800354,-53.89758301,33.20956421
13,4.673044583,93.55762103,110.2204185,126.74962327,-18.39491632,25.88077598,-1.989742331,11.53690003,19.1875,-29.890625,-28.78125,-63.6875,-6.580444336,99.38867188,715.2480469,-1.862884521,-4.208984375,5.987182617,719.4570313,2.428146362,-1.016944885,-53.45812988,33.13717651
14,4.657441821,93.56221982,110.1199519,126.76529152,-18.40633497,25.85025216,-1.992827469,11.56246274,19.059375,-29.671875,-28.6875,-63.05,-7.03326416,100.6503906,714.9726563,-1.862884521,-4.208984375,6.440002441,719.1816406,2.428146362,-1.016944885,-53.57727051,33.27731323
15,4.641839059,93.56681861,110.0194853,126.78095977000001,-18.41775362,25.81972834,-1.995912607,11.58802545,18.93125,-29.453125,-28.59375,-62.4125,-6.60925293,99.98782349,715.3867188,-1.862884521,-4.208984375,6.015991211,719.5957031,2.428146362,-1.016944885,-53.38757324,33.34725952
16,4.626236296,93.5714174,109.9190187,126.79662802,-18.42917227,25.78920453,-1.998997745,11.61358816,18.803125,-29.234375,-28.5,-61.775,-6.612243652,99.99284363,714.3398438,-1.862869263,-4.517578125,6.017944336,718.8574219,2.620529175,-0.8694839478,-53.15637207,33.17208862
17,4.610633534,93.57601619,109.8185521,126.81229626999999,-18.44059091,25.75868071,-2.002082883,11.63915088,18.675,-29.015625,-28.40625,-61.1375,-7.04675293,100.6505585,714.984375,-1.863021851,-4.197265625,6.441436768,719.1816406,2.817306519,-1.021339417,-53.28625488,33.13204956
18,4.595030772,93.58061498,109.7180855,126.82796452,-18.45200956,25.7281569,-2.005168021,11.66471359,18.546875,-28.796875,-28.3125,-60.5,-7.037384033,100.8450165,714.0664063,-1.457077026,-4.212890625,6.473907471,718.2792969,2.861251831,-1.020118713,-53.1295166,33.23995972
19,4.580641366,93.58535483,109.6185287,126.84384821,-18.46329203,25.69765882,-2.007440762,11.69001845,18.51875,-28.70625,-28.34375,-60.05625,-6.451629639,100.8362732,714.0234375,-1.444519043,-4.55859375,6.472198486,718.5820313,2.683029175,-0.9007339478,-52.98400879,33.16696167
20,4.56625196,93.59009467,109.518972,126.8597319,-18.4745745,25.66716075,-2.009713503,11.71532331,18.490625,-28.615625,-28.375,-59.6125,-6.007781982,100.2064056,714.3242188,-1.44468689,-3.9296875,6.018341064,718.2539063,2.687423706,-1.200050354,-52.86340332,33.20773315
21,4.551862554,93.59483452,109.4194152,126.87561559,-18.48585697,25.63666268,-2.011986244,11.74062817,18.4625,-28.525,-28.40625,-59.16875,-6.608001709,100.825058,713.7460938,-1.457077026,-4.212890625,6.044525146,717.9589844,2.861251831,-1.020118713,-52.70910645,33.16976929
22,4.537473148,93.59957436,109.3198584,126.89149928,-18.49713944,25.6061646,-2.014258984,11.76593303,18.434375,-28.434375,-28.4375,-58.725,-6.639648438,101.231369,713.7695313,-1.863388062,-4.189453125,6.044525146,717.9589844,2.410568237,-0.7146987915,-52.70910645,33.16976929
23,4.523083742,93.60431421,109.2203017,126.90738297,-18.50842191,25.57566653,-2.016531725,11.79123789,18.40625,-28.34375,-28.46875,-58.28125,-7.22366333,101.2439117,714.1152344,-1.875930786,-3.84375,6.044525146,717.9589844,2.588302612,-0.8340835571,-52.70910645,33.16976929
24,4.509857628,93.60907616,109.123737,126.92343846,-18.51962587,25.54529726,-2.018086224,11.81628746,18.328125,-28.365625,-28.365625,-57.9125,-6.649353027,101.2312164,714.4140625,-1.863204956,-3.546875,6.046020508,717.9609375,2.812667847,-0.713722229,-52.41809082,33.02438354
25,4.496631514,93.61383811,109.0271722,126.93949396,-18.53082982,25.51492799,-2.019640723,11.84133703,18.25,-28.3875,-28.2625,-57.54375,-6.630554199,101.435318,714.40625,-1.457260132,-3.5625,6.069091797,717.96875,2.856124878,-0.7125015259,-52.40930176,33.0586853
26,4.483405401,93.61860006,108.9306075,126.95554945,-18.54203377,25.48455873,-2.021195221,11.86638659,18.171875,-28.409375,-28.159375,-57.175,-7.064208984,101.4560089,713.3554688,-1.456741333,-3.890625,6.503570557,717.2460938,3.066574097,-0.8672866821,-52.45275879,32.88131714
27,4.470179287,93.62336201,108.8340428,126.97160495,-18.55323772,25.45418946,-2.02274972,11.89143616,18.09375,-28.43125,-28.05625,-56.80625,-7.093811035,101.8691559,712.296875,-1.862869263,-4.517578125,6.499511719,716.8144531,2.620529175,-0.8694839478,-52.66052246,32.77853394
28,4.456953173,93.62812396,108.7374781,126.98766044999999,-18.56444167,25.42382019,-2.024304219,11.91648573,18.015625,-28.453125,-27.953125,-56.4375,-7.092712402,102.5009003,711.6914063,-1.862869263,-4.517578125,6.498413086,716.2089844,2.620529175,-0.8694839478,-52.65856934,32.95956421
29,4.44482658,93.63279711,108.6459008,127.00384389,-18.57562555,25.39368496,-2.025234441,11.94128394,17.903125,-28.421875,-27.728125,-55.95,-7.095855713,102.4971161,711.3886719,-1.862869263,-4.517578125,6.501556396,715.90625,2.620529175,-0.8694839478,-52.51306152,32.88717651
30,4.432699987,93.63747025,108.5543235,127.02002734,-18.58680943,25.36354973,-2.026164664,11.96608215,17.790625,-28.390625,-27.503125,-55.4625,-7.565917969,102.4646149,711.7324219,-1.863540649,-3.869140625,6.959777832,715.6015625,2.607345581,-0.8665542603,-52.04821777,32.81478882
31,4.420573394,93.64214339,108.4627462,127.03621079,-18.59799331,25.3334145,-2.027094886,11.99088036,17.678125,-28.359375,-27.278125,-54.975,-7.563537598,102.4678192,710.9941406,-1.863540649,-3.869140625,6.957397461,714.8632813,2.607345581,-0.8665542603,-52.40148926,32.78500366
32,4.408446801,93.64681653,108.3711689,127.05239423,-18.60917719,25.30327927,-2.028025109,12.01567857,17.565625,-28.328125,-27.053125,-54.4875,-8.151397705,103.066452,711.0019531,-1.852096558,-3.87109375,6.981903076,714.8730469,2.635665894,-0.8331069946,-52.10168457,32.67404175
33,4.396320208,93.65148967,108.2795916,127.06857768,-18.62036106,25.27314404,-2.028955331,12.04047678,17.453125,-28.296875,-26.828125,-54.0,-8.171447754,102.4252014,711.0136719,-1.852233887,-3.55078125,6.990905762,714.5644531,2.832199097,-0.9849624634,-52.2467041,32.71188354
34,4.385214399,93.65597446,108.194815,127.08484572,-18.63158095,25.24334362,-2.029353867,12.06502864,17.340625,-28.128125,-26.715625,-53.71875,-7.637237549,103.0446472,710.7167969,-1.863677979,-3.55078125,7.020050049,714.2675781,2.803878784,-1.018409729,-51.7989502,32.67379761
35,4.37410859,93.66045924,108.1100385,127.10111377,-18.64280084,25.21354321,-2.029752402,12.08958049,17.228125,-27.959375,-26.603125,-53.4375,-7.635772705,103.6746063,709.8066406,-1.86366272,-3.859375,7.017547607,713.6660156,2.996261597,-0.8707046509,-51.79943848,32.70956421
36,4.363002781,93.66494403,108.025262,127.11738181,-18.65402074,25.18374279,-2.030150937,12.11413235,17.115625,-27.790625,-26.490625,-53.15625,-7.013397217,103.2540436,709.4492188,-1.445175171,-3.91015625,7.022125244,713.359375,2.669845581,-0.8978042603,-51.65148926,32.78244019
37,4.351896972,93.66942882,107.9404854,127.13364985999999,-18.66524063,25.15394237,-2.030549473,12.1386842,17.003125,-27.621875,-26.378125,-52.875,-8.020874023,103.287674,708.7539063,-1.457595825,-3.884765625,7.456604004,712.6386719,2.650802612,-0.8653335571,-51.69494629,32.60494995
38,4.340791162,93.6739136,107.8557089,127.14991789999999,-18.67646052,25.12414195,-2.030948008,12.16323606,16.890625,-27.453125,-26.265625,-52.59375,-7.593231201,103.2639313,708.1308594,-1.457595825,-3.884765625,7.028961182,712.015625,2.650802612,-0.8653335571,-51.41955566,32.60775757
39,4.330611478,93.67812555,107.7792858,127.1662271,-18.68776502,25.09476785,-2.030906214,12.18754647,16.86875,-27.40625,-26.484375,-52.2,-7.462585449,103.2766571,708.0078125,-1.445327759,-3.58984375,7.460266113,711.5976563,2.866378784,-1.049659729,-51.60876465,32.50265503
40,4.320431793,93.68233751,107.7028626,127.18253630000001,-18.69906951,25.06539374,-2.030864421,12.21185688,16.846875,-27.359375,-26.703125,-51.80625,-8.020324707,103.9227142,707.4140625,-1.457595825,-3.884765625,7.456054688,711.2988281,2.650802612,-0.8653335571,-51.46374512,32.46542358
41,4.310252108,93.68654946,107.6264395,127.1988455,-18.71037401,25.03601964,-2.030822627,12.23616729,16.825,-27.3125,-26.921875,-51.4125,-8.037811279,103.2885437,706.9921875,-1.457733154,-3.56640625,7.462493896,710.5585938,2.847335815,-1.017189026,-51.52478027,32.25521851
42,4.300072424,93.69076142,107.5500163,127.2151547,-18.72167851,25.00664554,-2.030780833,12.2604777,16.803125,-27.265625,-27.140625,-51.01875,-7.500183105,104.3191223,705.9453125,-1.851287842,-3.578125,7.455993652,709.5234375,2.822433472,-1.050636292,-51.73303223,32.1882019
43,4.289892739,93.69497337,107.4735932,127.2314639,-18.73298301,24.97727143,-2.030739039,12.28478811,16.78125,-27.21875,-27.359375,-50.625,-8.085205078,104.9414215,705.6621094,-1.863540649,-3.869140625,7.479064941,709.53125,2.607345581,-0.8665542603,-51.72424316,32.22262573
44,4.280527273,93.69884697,107.4067757,127.24776971,-18.74440812,24.94840454,-2.03034692,12.3088609,16.665625,-27.384375,-27.340625,-50.1875,-8.556610107,104.2630157,704.4375,-1.863510132,-4.177734375,7.949432373,708.6152344,2.799728394,-0.7188491821,-51.25842285,32.11569214
45,4.271161807,93.70272057,107.3399583,127.26407552,-18.75583323,24.91953765,-2.029954801,12.3329337,16.55,-27.55,-27.321875,-49.75,-8.122802734,105.5430756,703.7167969,-1.863540649,-3.869140625,7.516662598,707.5859375,2.607345581,-0.8665542603,-51.1907959,32.08285522
46,4.261796341,93.70659417,107.2731409,127.28038133,-18.76725834,24.89067075,-2.029562682,12.35700649,16.434375,-27.715625,-27.303125,-49.3125,-8.123840332,105.543045,703.4082031,-1.863510132,-4.177734375,7.516662598,707.5859375,2.799728394,-0.7188491821,-51.1907959,32.08285522
47,4.252430875,93.71046777,107.2063234,127.29668714,-18.77868345,24.86180386,-2.029170564,12.38107928,16.31875,-27.88125,-27.284375,-48.875,-8.122680664,105.5468292,703.3085938,-1.864028931,-3.541015625,7.51574707,706.8496094,2.397384644,-0.711769104,-51.25280762,31.9078064
48,4.243065409,93.71434137,107.139506,127.31299295,-18.79010855,24.83293696,-2.028778445,12.40515207,16.203125,-28.046875,-27.265625,-48.4375,-8.982849121,106.5821075,701.9316406,-2.273757935,-3.896484375,8.399658203,705.828125,2.590744019,-0.8648452759,-51.12268066,31.83847046
49,4.234388049,93.71783138,107.0832521,127.32924875,-18.80167426,24.80464869,-2.02812344,12.4289903,16.0421875,-28.2875,-27.175,-48.28125,-8.424072266,106.5660553,701.9199219,-2.261489868,-3.60546875,8.402832031,705.5253906,2.805831909,-1.048927307,-50.97717285,31.76608276
50,4.225710689,93.72132139,107.0269983,127.34550455,-18.81323996,24.77636043,-2.027468435,12.45282853,15.88125,-28.528125,-27.084375,-48.125,-9.021179199,107.1884308,701.6464844,-2.273880005,-3.88671875,8.42590332,705.5332031,2.979660034,-0.8689956665,-50.96887207,31.80038452
51,4.217033328,93.72481141,106.9707445,127.36176035,-18.82480567,24.74807216,-2.02681343,12.47666676,15.7203125,-28.76875,-26.99375,-47.96875,-9.023406982,107.1879425,700.6074219,-2.273880005,-3.88671875,8.428131104,704.4941406,2.979660034,-0.8689956665,-50.88513184,31.55282593
52,4.208355968,93.72830142,106.9144906,127.37801615000001,-18.83637137,24.71978389,-2.026158426,12.50050499,15.559375,-29.009375,-26.903125,-47.8125,-8.435119629,106.3602142,700.5996094,-1.446151733,-3.89453125,8.428131104,704.4941406,2.643234253,-0.9000015259,-50.88513184,31.55282593
