Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,0.0348959154,89.72421767,-0.8901023197,34.18939903,3.972875582,-8.980159974,-0.3150483352,-4.170626412,1.317811849,0.4752350292,301.0625,314.4492188,615.5117188,-0.0,-0.0,0.0,0.0
1,0.02901269869,89.7145242,-0.9212365902,34.19482826,3.973741999,-8.983711747,-0.3165007349,-4.172375565,1.316406483,0.4683327047,301.0625,314.015625,615.078125,-1.452399700000051,-6.902324500000001,5.4292300000042815,-33.366200000045865
2,0.02312948199,89.70483074,-0.9523708607,34.20025749,3.974608415,-8.98726352,-0.3179531346,-4.174124719,1.315001117,0.4614303802,301.0605469,314.0019531,615.0625,-1.4523996999999955,-6.902324500000001,5.429229999997176,18.367300000022624
3,0.01724626529,89.69513727,-0.9835051312,34.20568671,3.975474832,-8.990815294,-0.3194055342,-4.175873873,1.31359575,0.4545280557,301.3828125,314.1289063,615.5117188,-1.4523995999999872,-6.902324500000001,5.429220000003454,221.57400000003236
4,0.01088922505,89.68533385,-1.014915674,34.2105852,3.976431482,-8.994288286,-0.3209551847,-4.177543614,1.312032791,0.4470195971,301.3828125,313.3925781,614.7753906,-1.5496504999999994,-7.508458599999989,4.898489999995093,-57.96859999998105
5,0.004532184806,89.67553044,-1.046326217,34.21548369,3.977388132,-8.997761279,-0.3225048351,-4.179213355,1.310469832,0.4395111386,301.7050781,313.0898438,614.7949219,-1.549650399999991,-7.508458499999981,4.898490000002198,186.88969999993787
6,-0.001824855437,89.66572702,-1.07773676,34.22038218,3.978344781,-9.001234271,-0.3240544855,-4.180883096,1.308906873,0.43200268,301.7050781,313.0898438,614.7949219,-1.549650399999991,-7.508458600000045,4.898490000002198,0.0
7,-0.00818189568,89.6559236,-1.109147304,34.22528067,3.979301431,-9.004707264,-0.3256041359,-4.182552837,1.307343914,0.4244942214,301.7167969,313.0898438,614.8066406,-1.549650399999991,-7.508458599999989,4.898489999995093,-621.3122999999996
8,-0.01453893592,89.64612019,-1.140557847,34.23017917,3.980258081,-9.008180257,-0.3271537863,-4.184222578,1.305780955,0.4169857629,302.0097656,312.7851563,614.7949219,-1.5496504000000466,-7.508458499999981,4.898500000003025,702.0926999999801
9,-0.02136625059,89.63616194,-1.172381052,34.2344585,3.981303659,-9.011565369,-0.3287808917,-4.185811758,1.304027963,0.4088912474,302.0097656,312.4824219,614.4921875,-1.6271053999999952,-8.09451550000001,4.279330000002801,-71.8071000000009
10,-0.02819356526,89.6262037,-1.204204258,34.23873783,3.982349237,-9.014950481,-0.3304079972,-4.187400938,1.302274972,0.4007967318,302.0097656,312.4824219,614.4921875,-1.6271055000000034,-8.094515600000019,4.279329999995696,47.020999999972446
11,-0.03502087993,89.61624546,-1.236027464,34.24301717,3.983394815,-9.018335593,-0.3320351026,-4.188990118,1.30052198,0.3927022163,301.3789063,312.1777344,613.5566406,-1.6271053999999952,-8.094515499999954,4.279340000003629,-373.2349999999087
12,-0.0418481946,89.60628722,-1.267850669,34.2472965,3.984440393,-9.021720705,-0.3336622081,-4.190579297,1.298768989,0.3846077008,301.6621094,311.7441406,613.40625,-1.6271055000000034,-8.09451550000001,4.279329999995696,568.7242999999853
13,-0.04867550927,89.59632898,-1.299673875,34.25157583,3.985485971,-9.025105818,-0.3352893135,-4.192168477,1.297015997,0.3765131852,301.6894531,311.7441406,613.4335938,-1.6271053999999952,-8.094515600000019,4.279330000002801,-81.27730000001065
14,-0.05597073962,89.5861689,-1.332053763,34.25515949,3.98662235,-9.028396358,-0.3369734732,-4.193672612,1.295042411,0.3678518338,301.40625,312.4824219,613.8886719,-1.6841596999999653,-8.661351399999962,3.583659999996769,-731.3486000000466
15,-0.06326596998,89.57600881,-1.36443365,34.25874314,3.98775873,-9.031686898,-0.3386576328,-4.195176746,1.293068824,0.3591904824,301.7011719,312.1777344,613.8789063,-1.6841596000000125,-8.661351400000017,3.583650000003047,705.8183000000327
16,-0.07056120033,89.56584872,-1.396813537,34.26232679,3.988895109,-9.034977439,-0.3403417925,-4.196680881,1.291095237,0.3505291309,301.3789063,312.7851563,614.1640625,-1.6841597000000208,-8.661351500000025,3.583650000003047,-163.19869999995262
17,-0.07785643068,89.55568864,-1.429193424,34.26591044,3.990031488,-9.038267979,-0.3420259521,-4.198185015,1.289121651,0.3418677795,301.3789063,313.0898438,614.46875,-1.684159599999957,-8.661351399999962,3.5836499999959415,-212.31470000009267
18,-0.08515166103,89.54552855,-1.461573312,34.2694941,3.991167868,-9.041558519,-0.3437101117,-4.19968915,1.287148064,0.3332064281,301.3671875,312.7949219,614.1621094,-1.6841596000000125,-8.661351400000017,3.5836600000038743,139.41190000002734
19,-0.09291373968,89.53512223,-1.494645838,34.27232097,3.992399348,-9.044750138,-0.3454289169,-4.201099974,1.284928536,0.3239980809,301.3515625,313.21875,614.5703125,-1.7188052000000065,-9.208347200000022,2.826869999999815,-188.7683999999581
20,-0.1006758183,89.5247159,-1.527718363,34.27514784,3.993630828,-9.047941757,-0.3471477221,-4.202510799,1.282709007,0.3147897338,301.3789063,312.7871094,614.1660156,-1.7188052000000065,-9.208347099999958,2.826869999999815,24.351400000000467
21,-0.108437897,89.51430957,-1.560790889,34.27797471,3.994862308,-9.051133376,-0.3488665273,-4.203921623,1.280489479,0.3055813867,301.0566406,313.2265625,614.2832031,-1.7188052000000065,-9.208347100000013,2.826869999999815,161.65369999998802
22,-0.1161999756,89.50390324,-1.593863415,34.28080158,3.996093788,-9.054324995,-0.3505853325,-4.205332447,1.27826995,0.2963730395,300.7050781,313.2265625,613.9316406,-1.7188052000000065,-9.208347200000022,2.826869999999815,-788.3801000000403
23,-0.1239620543,89.49349691,-1.626935941,34.28362845,3.997325267,-9.057516614,-0.3523041377,-4.206743272,1.276050422,0.2871646924,300.7050781,313.2265625,613.9316406,-1.7188052000000065,-9.208347100000013,2.826869999999815,0.0
24,-0.1321918445,89.48280605,-1.660817477,34.28565395,3.998657249,-9.060606706,-0.3540316587,-4.208048498,1.273563598,0.2774305103,300.71875,313.5371094,614.2558594,-1.7275209999999541,-9.734182099999988,2.0254999999949064,588.8919000000215
25,-0.1404216348,89.47211519,-1.694699013,34.28767945,3.999989231,-9.063696797,-0.3557591798,-4.209353724,1.271076774,0.2676963282,300.4121094,313.5371094,613.9492188,-1.727521100000018,-9.734182099999988,2.025500000002012,143.09379999997418
26,-0.148651425,89.46142433,-1.728580549,34.28970495,4.001321213,-9.066786888,-0.3574867008,-4.21065895,1.268589951,0.257962146,300.3710938,313.9570313,614.328125,-1.7275210000000096,-9.734182199999996,2.025500000002012,-304.5287999999573
27,-0.1568812153,89.45073347,-1.762462085,34.29173046,4.002653194,-9.069876979,-0.3592142219,-4.211964176,1.266103127,0.2482279639,300.0644531,314.2714844,614.3359375,-1.727521100000018,-9.734182100000016,2.025509999995734,-28.860000000008768
28,-0.1651110055,89.44004261,-1.796343622,34.29375596,4.003985176,-9.07296707,-0.360941743,-4.213269402,1.263616303,0.2384937818,299.7539063,314.2714844,614.0253906,-1.7275210999999624,-9.734182099999988,2.025500000002012,-36.020600000028935
29,-0.1738101882,89.4290383,-1.831120103,34.29495363,4.005422738,-9.075954468,-0.3626480308,-4.214452929,1.260845297,0.2282579198,299.765625,314.2773438,614.0429688,-1.7062878000000392,-10.235862000000012,1.1976700000033702,-514.7061999999778
30,-0.1825093709,89.41803399,-1.865896584,34.2961513,4.006860299,-9.078941866,-0.3643543185,-4.215636456,1.258074291,0.2180220579,300.0742188,313.9648438,614.0390625,-1.7062876999999754,-10.235861899999977,1.1976699999962648,715.8550999999989
31,-0.1912085536,89.40702968,-1.900673066,34.29734897,4.008297861,-9.081929264,-0.3660606063,-4.216819983,1.255303284,0.2077861959,299.4589844,313.9707031,613.4296875,-1.7062877999999837,-10.235862000000012,1.1976700000033702,109.26800000004278
32,-0.1999077362,89.39602538,-1.935449547,34.29854663,4.009735423,-9.084916662,-0.3677668941,-4.218003509,1.252532278,0.1975503339,299.4042969,314.578125,613.9824219,-1.7062878000000392,-10.235861999999985,1.1976599999954374,-211.60280000003695
33,-0.2086069189,89.38502107,-1.970226028,34.2997443,4.011172985,-9.08790406,-0.3694731819,-4.219187036,1.249761271,0.1873144719,299.109375,314.2695313,613.3789063,-1.7062877999999837,-10.235862000000012,1.1976700000033702,-49.64559999996254
34,-0.2177759805,89.37368453,-2.005950427,34.30010503,4.012719758,-9.09078968,-0.371124573,-4.220229252,1.24669552,0.1766060382,298.7988281,314.5820313,613.3808594,-1.6513911000000103,-10.708433699999992,0.3607299999970337,-765.6156000000465
35,-0.226945042,89.362348,-2.041674826,34.30046575,4.014266532,-9.093675299,-0.372775964,-4.221271468,1.243629769,0.1658976045,299.4511719,314.5820313,614.0332031,-1.651391000000002,-10.70843370000002,0.3607200000033117,1388.8481000000183
36,-0.2361141036,89.35101146,-2.077399225,34.30082648,4.015813306,-9.096560918,-0.3744273551,-4.222313683,1.240564018,0.1551891707,299.4492188,314.5800781,614.0292969,-1.6513911000000103,-10.7084338,0.3607299999970337,-31.633299999953124
37,-0.2452831651,89.33967493,-2.113123624,34.3011872,4.017360079,-9.099446538,-0.3760787461,-4.223355899,1.237498266,0.144480737,299.1289063,314.5898438,613.71875,-1.651391000000002,-10.708433699999992,0.3607200000033117,112.19139999991512
38,-0.2544522267,89.32833839,-2.148848022,34.30154792,4.018906853,-9.102332157,-0.3777301372,-4.224398114,1.234432515,0.1337723032,298.4628906,315.0214844,613.484375,-1.6513910999999548,-10.7084338,0.3607199999962063,-719.3360999999641
39,-0.2640894518,89.31666199,-2.185537061,34.30107909,4.020564556,-9.105119206,-0.379288815,-4.225276405,1.231065078,0.1226267233,298.4785156,315.6308594,614.109375,-1.558677800000019,-11.145579899999994,-0.46882999999553476,-66.22070000003077
40,-0.2737266769,89.3049856,-2.222226099,34.30061026,4.022222258,-9.107906256,-0.3808474928,-4.226154695,1.22769764,0.1114811434,297.5429688,315.6210938,613.1640625,-1.558677800000019,-11.145579900000007,-0.4688300000026402,-511.95559999996476
41,-0.283363902,89.2933092,-2.258915138,34.30014143,4.02387996,-9.110693305,-0.3824061706,-4.227032985,1.224330203,0.1003355635,297.8613281,315.6308594,613.4921875,-1.5586777999999635,-11.145579899999994,-0.4688300000026402,39.57619999994222
42,-0.2930011271,89.2816328,-2.295604176,34.29967259,4.025537663,-9.113480355,-0.3839648483,-4.227911275,1.220962765,0.08918998353,297.8515625,315.9394531,613.7910156,-1.5586777000000107,-11.14557997,-0.46883999999636217,584.3394000000899
43,-0.3026383522,89.2699564,-2.332293214,34.29920376,4.027195365,-9.116267405,-0.3855235261,-4.228789566,1.217595328,0.07804440361,297.2363281,315.9394531,613.1757813,-1.558677800000019,-11.145579920000008,-0.4688300000026402,-482.0594999999912
44,-0.3127375707,89.2579447,-2.369924003,34.29792771,4.028963416,-9.118960591,-0.3869473394,-4.229479414,1.213922535,0.06650598837,296.8867188,315.9394531,612.8261719,-1.4238132999999653,-11.538415239999988,-1.2760499999941999,55.73079999999209
