Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,-0.794970389,89.95465059,-0.046697929,84.8245368,4.233272677,-13.79697778,0.982144858,1.388940314,0.479275415,-0.16048753,0.994140625,722.1542969,723.1484375,-0.0,-0.0,0.0,0.0
1,-0.79514663,89.9516822,-0.049757359,84.81777391,4.234359276,-13.79452865,0.98070918,1.389755839,0.481941722,-0.162361586,1.021484375,721.984375,723.0058594,-1.4356779999999958,-1.8740560000000128,-6.762890000004518,229.85240000002705
2,-0.795322871,89.94871382,-0.052816788,84.81101101,4.235445874,-13.79207953,0.979273502,1.390571364,0.484608029,-0.164235642,1.05859375,721.6816406,722.7402344,-1.4356779999999958,-1.874055999999985,-6.76289999999824,91.81869999997616
3,-0.795499111,89.94574543,-0.055876217,84.80424812,4.236532473,-13.7896304,0.977837825,1.391386888,0.487274336,-0.166109698,1.376953125,721.5449219,722.921875,-1.435676999999913,-1.8740560000000128,-6.762890000004518,-138.35649999998623
4,-0.795675352,89.94277705,-0.058935647,84.79748523,4.237619072,-13.78718128,0.976402147,1.392202413,0.489940643,-0.167983754,1.349609375,721.2402344,722.5898438,-1.4356779999999958,-1.8740560000000128,-6.762889999990307,91.74589999997806
5,-0.795757036,89.94006982,-0.06172761,84.79103813,4.23868457,-13.78474178,0.975011324,1.393049816,0.492668823,-0.16972409,1.669921875,721.2402344,722.9101563,-1.390823000000041,-1.7403359999999812,-6.447100000002592,0.0
6,-0.795838721,89.93736259,-0.064519574,84.78459104,4.239750068,-13.78230228,0.973620502,1.393897218,0.495397003,-0.171464427,1.990234375,721.6738281,723.6640625,-1.3908219999999583,-1.7403370000000085,-6.4470900000088704,154.89500000001044
7,-0.795920405,89.93465536,-0.067311537,84.77814395,4.240815566,-13.77986279,0.972229679,1.39474462,0.498125183,-0.173204764,1.662109375,721.3691406,723.03125,-1.390823000000041,-1.7403370000000085,-6.44708999999466,89.71850000000359
8,-0.796002089,89.93194813,-0.0701035,84.77169686,4.241881064,-13.77742329,0.970838857,1.395592023,0.500853363,-0.1749451,1.990234375,721.3691406,723.359375,-1.3908219999999583,-1.7403359999999812,-6.44708999999466,2.1618000000103166
9,-0.796083774,89.92924091,-0.072895463,84.76524976,4.242946562,-13.77498379,0.969448035,1.396439425,0.503581543,-0.176685437,2.017578125,721.3613281,723.3789063,-1.3908220000000693,-1.7403370000000085,-6.447100000002592,-90.2318000000264
10,-0.796046928,89.92679435,-0.075420207,84.75915536,4.243994421,-13.77255294,0.968088469,1.397300149,0.506365926,-0.178276501,1.369140625,721.0605469,722.4296875,-1.3595659999999787,-1.5910640000000031,-6.094400000009159,184.96110000000954
11,-0.796010083,89.92434779,-0.07794495,84.75306095,4.24504228,-13.77012208,0.966728903,1.398160873,0.50915031,-0.179867565,1.384765625,721.0742188,722.4589844,-1.3595659999999787,-1.5910640000000031,-6.09440999998867,-1.5697000000045591
12,-0.795973238,89.92190124,-0.080469693,84.74696654,4.246090139,-13.76769122,0.965369337,1.399021597,0.511934694,-0.181458629,1.689453125,721.0683594,722.7578125,-1.3595659999999787,-1.5910640000000031,-6.094410000002881,-95.13619999995626
13,-0.795936393,89.91945468,-0.082994436,84.74087213,4.247137998,-13.76526036,0.964009771,1.399882321,0.514719078,-0.183049693,1.990234375,721.0742188,723.0644531,-1.3595660000000898,-1.5910640000000031,-6.094410000002881,95.13619999995626
14,-0.795899547,89.91700812,-0.085519179,84.73477773,4.248185857,-13.76282951,0.962650205,1.400743045,0.517503462,-0.184640756,1.990234375,721.0605469,723.0507813,-1.3595659999999787,-1.591062999999976,-6.094399999994948,1.5697000000045591
15,-0.795722853,89.91481936,-0.08777937,84.72906985,4.249218839,-13.76040468,0.96130767,1.401597415,0.520334107,-0.186069933,1.970703125,721.0683594,723.0390625,-1.3425350000000336,-1.4291770000000037,-5.707880000002774,88.10470000003079
16,-0.795546158,89.91263061,-0.09003956,84.72336197,4.25025182,-13.75797984,0.959965134,1.402451785,0.523164752,-0.187499109,1.9453125,721.3769531,723.3222656,-1.3425359999998943,-1.4291760000000042,-5.707880000002774,-183.68609999998853
17,-0.795369463,89.91044185,-0.09229975,84.71765409,4.251284801,-13.75555501,0.958622599,1.403306155,0.525995396,-0.188928285,1.634765625,721.0839844,722.71875,-1.3425350000000336,-1.4291760000000042,-5.707880000002774,-19.27550000004885
18,-0.795192769,89.90825309,-0.094559941,84.71194622,4.252317782,-13.75313018,0.957280064,1.404160525,0.528826041,-0.190357461,1.021484375,721.0625,722.0839844,-1.3425350000000336,-1.4291760000000042,-5.707869999994841,111.98560000002544
19,-0.795016074,89.90606433,-0.096820131,84.70623834,4.253350763,-13.75070535,0.955937529,1.405014894,0.531656686,-0.191786638,1.048828125,721.3671875,722.4160156,-1.3425350000000336,-1.4291770000000037,-5.707880000002774,107.41780000000745
20,-0.794681248,89.90412818,-0.098820785,84.7009463,4.254370868,-13.74828187,0.95459809,1.405843051,0.534520823,-0.193043961,1.048828125,721.4960938,722.5449219,-1.3394389999999978,-1.2573229999999769,-5.2920400000004975,45.15470000001187
21,-0.794346423,89.90219204,-0.100821439,84.69565425,4.255390973,-13.74585838,0.953258652,1.406671208,0.53738496,-0.194301285,1.3671875,722.1035156,723.4707031,-1.339437999999915,-1.257324000000004,-5.292049999994219,19.408299999952305
22,-0.794011597,89.90025589,-0.102822093,84.69036221,4.256411077,-13.7434349,0.951919213,1.407499366,0.540249098,-0.195558608,1.6953125,722.4238281,724.1191406,-1.3394389999999978,-1.2573230000000046,-5.2920400000004975,-296.6036999999915
23,-0.793676772,89.89831975,-0.104822747,84.68507016,4.257431182,-13.74101141,0.950579774,1.408327523,0.543113235,-0.196815932,1.33984375,722.4277344,723.7675781,-1.3394389999999978,-1.257324000000004,-5.29205000000843,92.90659999999207
24,-0.793341946,89.8963836,-0.1068234,84.67977812,4.258451287,-13.73858793,0.949240336,1.40915568,0.545977372,-0.198073255,1.66796875,723.1503906,724.8183594,-1.339438000000026,-1.2573230000000046,-5.2920400000004975,265.22870000002285
25,-0.792834418,89.89469265,-0.108571816,84.67492576,4.259459342,-13.73615943,0.947890557,1.409939287,0.5488608,-0.199152367,1.669921875,723.4707031,725.140625,-1.3497789999999954,-1.0791119999999932,-4.852360000000999,-93.13659999997981
26,-0.792326891,89.8930017,-0.110320231,84.67007341,4.260467397,-13.73373094,0.946540779,1.410722894,0.551744229,-0.200231478,1.341796875,723.4707031,724.8125,-1.3497780000000237,-1.0791109999999937,-4.852349999993066,0.050600000008671486
27,-0.791819363,89.89131075,-0.112068647,84.66522106,4.261475452,-13.73130245,0.945191,1.411506501,0.554627657,-0.20131059,1.369140625,723.7597656,725.1289063,-1.3497789999999954,-1.079112000000021,-4.852350000007277,-88.22200000003022
28,-0.791311835,89.8896198,-0.113817063,84.66036871,4.262483507,-13.72887396,0.943841222,1.412290108,0.557511086,-0.202389701,2.328125,724.4941406,726.8222656,-1.3497780000000237,-1.0791109999999937,-4.852349999993066,260.8802999999966
29,-0.790804307,89.88792885,-0.115565478,84.65551635,4.263491562,-13.72644546,0.942491443,1.413073715,0.560394515,-0.203468813,2.326171875,724.0644531,726.390625,-1.3497789999999954,-1.0791119999999932,-4.852360000000999,-153.8845999999694
