Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque X,Front Torque Y,Back Torque X,Back Torque Y
0,10.82849937,44.96366946,-97.34280705,133.33870475,-8.995288948,28.32719464,-1.467494029,3.876765674,15.28125,-18.825,-39.43125,-90.85,-31.68356323,106.6148376,669.3261719,1.050201416,-3.302734375,31.03518677,672.6289063,3.197189331,-0.9354019165,-106.7537842,25.63973999
1,10.79156878,44.9812536,-97.39440899,133.34027549,-9.006626827,28.32640136,-1.498527857,3.894432069,15.5234375,-19.115625,-39.54375,-91.05,-32.12527466,107.2250061,669.6347656,1.050201416,-3.302734375,31.47689819,672.9375,3.197189331,-0.9354019165,-106.8743896,25.74728394
2,10.75463819,44.99883774,-97.44601092,133.34184624,-9.017964707,28.32560807,-1.529561685,3.912098465,15.765625,-19.40625,-39.65625,-91.25,-32.13400269,107.0310364,670.8789063,0.643737793,-2.9609375,31.44290161,673.8398438,2.943771362,-0.7815933228,-107.3221436,25.78475952
3,10.71864505,45.01640271,-97.49548376,133.34334087,-9.028836268,28.32488982,-1.559684444,3.930063409,15.91875,-19.609375,-39.69375,-91.05,-31.581604,107.0291138,670.3789063,0.6327819824,-3.287109375,31.45471191,673.6660156,3.125411987,-0.9698257446,-106.8209229,25.88803101
4,10.68265192,45.03396768,-97.5449566,133.34483551,-9.039707828,28.32417156,-1.589807203,3.948028353,16.071875,-19.8125,-39.73125,-90.85,-32.0411377,107.0270996,671.0019531,0.6327819824,-3.287109375,31.91424561,674.2890625,3.125411987,-0.9698257446,-107.085083,26.02963257
5,10.64665878,45.05153265,-97.59442944,133.34633014,-9.050579389,28.32345331,-1.619929962,3.965993298,16.225,-20.015625,-39.76875,-90.65,-32.02438354,107.6607056,670.3828125,0.6329345703,-3.607421875,31.90853882,673.9902344,2.928634644,-0.8182144165,-107.2310791,26.13778687
6,10.61066565,45.06909763,-97.64390228,133.34782478,-9.061450949,28.32273505,-1.65005272,3.983958242,16.378125,-20.21875,-39.80625,-90.45,-32.92385864,107.6481171,671.0449219,0.6322784424,-2.958984375,32.7961731,674.0039063,2.91545105,-0.8150405884,-107.1866455,26.1355896
7,10.57467251,45.0866626,-97.69337511,133.34931941,-9.07232251,28.3220168,-1.680175479,4.001923186,16.53125,-20.421875,-39.84375,-90.25,-32.91567993,108.2851868,670.7226563,0.6327819824,-3.287109375,32.78878784,674.0097656,3.125411987,-0.9698257446,-107.1876221,26.17062378
8,10.53976704,45.10421139,-97.74082014,133.35080199,-9.082767153,28.32132986,-1.70937506,4.020221284,16.603125,-20.628125,-39.63125,-89.975,-33.46609497,108.0736694,671.6503906,0.2105102539,-2.65625,32.79299927,674.3066406,3.10295105,-0.930519104,-107.3321533,26.20797729
9,10.50486158,45.12176017,-97.78826516,133.35228457,-9.093211795,28.32064291,-1.738574642,4.038519382,16.675,-20.834375,-39.41875,-89.7,-32.89389038,108.0617981,671.9511719,0.2223815918,-2.35546875,32.79299927,674.3066406,2.912033081,-0.8079605103,-107.3321533,26.20797729
10,10.46995611,45.13930896,-97.83571018,133.35376715,-9.103656438,28.31995597,-1.767774223,4.05681748,16.746875,-21.040625,-39.20625,-89.425,-32.91616821,108.6712952,671.6328125,0.2229003906,-2.68359375,32.81607056,674.3164063,3.121994019,-0.9627456665,-107.3243408,26.24227905
11,10.43505064,45.15685775,-97.8831552,133.35524973,-9.114101081,28.31926902,-1.796973804,4.075115577,16.81875,-21.246875,-38.99375,-89.15,-33.33694458,109.3032532,670.9941406,0.2464294434,-3.341796875,33.24264526,674.3359375,3.156173706,-0.9671401978,-107.5977783,26.42050171
12,10.40014517,45.17440654,-97.93060022,133.35673230999998,-9.124545724,28.31858208,-1.826173385,4.093413675,16.890625,-21.453125,-38.78125,-88.875,-33.35116577,109.3250427,670.7148438,0.2225952148,-3.314453125,33.2472229,674.0292969,3.108810425,-0.9681167603,-107.4498291,26.49337769
13,10.36646227,45.19194202,-97.9761209,133.35826846999998,-9.134593556,28.31788872,-1.854456462,4.112077889,16.784375,-21.790625,-38.65625,-88.65,-33.36218262,109.3251953,671.0332031,0.222442627,-2.99609375,33.2472229,674.0292969,3.305343628,-1.119972229,-107.4498291,26.49337769
14,10.33277937,45.20947751,-98.02164157,133.35980462,-9.144641388,28.31719536,-1.882739539,4.130742103,16.678125,-22.128125,-38.53125,-88.425,-33.82940674,108.8816223,670.4355469,0.6327819824,-3.287109375,33.70251465,673.7226563,3.125411987,-0.9698257446,-107.5675049,26.7116394
15,10.29909647,45.227013,-98.06716224,133.36134078,-9.15468922,28.316502,-1.911022615,4.149406316,16.571875,-22.465625,-38.40625,-88.2,-33.82556152,108.8813171,671.0664063,0.6330871582,-2.65625,33.70251465,673.7226563,3.138595581,-0.9644546509,-107.5675049,26.7116394
16,10.26541357,45.24454848,-98.11268291,133.36287693,-9.164737052,28.31580863,-1.939305692,4.16807053,16.465625,-22.803125,-38.28125,-87.975,-33.37335205,108.9125061,671.0664063,0.6330871582,-2.65625,33.25030518,673.7226563,3.138595581,-0.9644546509,-107.5938721,26.71151733
17,10.23173067,45.26208397,-98.15820359,133.36441309,-9.174784883,28.31511527,-1.967588769,4.186734744,16.359375,-23.140625,-38.15625,-87.75,-33.91659546,109.3115845,670.7167969,0.2340087891,-3.005859375,33.25030518,673.7226563,2.944747925,-1.082374573,-107.5938721,26.71151733
18,10.19938421,45.27960781,-98.2019083,133.36606685,-9.184457125,28.31438805,-1.994982514,4.20579709,16.259375,-23.33125,-38.20625,-87.3375,-33.80361938,109.2914734,670.7304688,0.2229309082,-2.9921875,33.70251465,673.7226563,3.314376831,-0.815284729,-107.5675049,26.7116394
19,10.16703775,45.29713166,-98.24561301,133.36772061,-9.194129366,28.31366084,-2.022376259,4.224859436,16.159375,-23.521875,-38.25625,-86.925,-34.36700439,109.2800293,670.7285156,0.234375,-2.994140625,33.70251465,673.7226563,3.342697144,-0.782081604,-107.5675049,26.7116394
20,10.13469129,45.31465551,-98.28931772,133.36937437,-9.203801607,28.31293362,-2.049770004,4.243921782,16.059375,-23.7125,-38.30625,-86.5125,-34.40826416,110.1182861,671.0859375,0.6437072754,-2.650390625,33.71820068,673.7363281,2.75138855,-0.9290542603,-107.5596924,26.78109741
21,10.10234483,45.33217935,-98.33302243,133.37102813,-9.213473848,28.3122064,-2.077163749,4.262984128,15.959375,-23.903125,-38.35625,-86.1,-34.38250732,110.5281525,671.3808594,0.2338409424,-2.35546875,33.71820068,673.7363281,2.940353394,-0.7747573853,-107.5596924,26.78109741
22,10.06999838,45.3497032,-98.37672714,133.37268189,-9.22314609,28.31147918,-2.104557494,4.282046474,15.859375,-24.09375,-38.40625,-85.6875,-34.38897705,110.521759,670.1328125,0.234375,-2.994140625,33.7244873,673.1269531,3.342697144,-0.782081604,-107.5577393,26.92697144
23,10.03907539,45.36721699,-98.4187327,133.37451316,-9.232456241,28.31070373,-2.131108337,4.30153996,15.8140625,-24.040625,-38.20625,-85.175,-34.38491821,110.5288086,669.6992188,0.234375,-2.994140625,33.72042847,672.6933594,3.342697144,-0.782081604,-107.7655029,26.82418823
24,10.0081524,45.38473078,-98.46073827,133.37634443000002,-9.241766392,28.30992828,-2.157659181,4.321033445,15.76875,-23.9875,-38.00625,-84.6625,-34.3946228,110.5276337,669.4003906,0.2335357666,-2.98828125,33.72647095,672.3886719,2.9271698,-0.780128479,-107.3265381,26.75167847
25,9.977229417,45.40224457,-98.50274383,133.37817569999999,-9.251076543,28.30915284,-2.184210024,4.34052693,15.7234375,-23.934375,-37.80625,-84.15,-33.81817627,110.7323303,669.5253906,0.6280212402,-3.001953125,33.75524902,672.5273438,2.942306519,-0.8123550415,-107.2559814,26.96176147
26,9.94630643,45.41975835,-98.54474939,133.38000696,-9.260386695,28.30837739,-2.210760867,4.360020415,15.678125,-23.88125,-37.60625,-83.6375,-33.86218262,111.1394958,668.4980469,0.222076416,-2.986328125,33.75744629,671.484375,2.898849487,-0.813331604,-107.4620361,27.00485229
