Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,-3.699579033,95.6826145,7.567122142,57.7054865,3.880728356,-10.76559162,2.795716209,-2.272435373,-0.01955729286,-0.4837397849,384.0039063,228.5644531,612.5683594,-0.0,-0.0,0.0,0.0
1,-3.697838672,95.66864737,7.550742976,57.68146228,3.881213902,-10.765579,2.792117037,-2.269847104,-0.0289978171,-0.4864754338,383.6972656,229.6074219,613.3046875,-3.5991719999999283,-2.7356488999999984,-24.02422000000115,-284.9071999999069
2,-3.696098311,95.65468024,7.53436381,57.65743807,3.881699448,-10.76556639,2.788517865,-2.267258835,-0.03843834134,-0.4892110826,383.0566406,229.9238281,612.9804688,-3.5991719999999283,-2.73564879999999,-24.024210000000323,53.10159999999087
3,-3.69435795,95.64071312,7.517984645,57.63341386,3.882184993,-10.76555377,2.784918694,-2.264670566,-0.04787886559,-0.4919467314,382.7519531,230.6621094,613.4140625,-3.5991710000002897,-2.73564879999999,-24.024210000000323,-803.1833000000006
4,-3.692002174,95.62628916,7.501167757,57.60949114,3.882508792,-10.76582324,2.781358492,-2.262513377,-0.05740443325,-0.4939259608,382.4316406,231.8789063,614.3105469,-3.560202000000068,-1.9792294000000044,-23.922719999994513,-442.54050000006373
5,-3.689646399,95.61186521,7.48435087,57.58556842,3.88283259,-10.76609271,2.777798289,-2.260356188,-0.06693000092,-0.4959051902,382.1113281,232.5976563,614.7089844,-3.5602029999997065,-1.9792294000000044,-23.92272000000162,-286.6840000000366
6,-3.687290624,95.59744125,7.467533983,57.56164571,3.883156389,-10.76636218,2.774238087,-2.258198998,-0.07645556859,-0.4978844196,382.0839844,232.9277344,615.0117188,-3.560202000000068,-1.9792294000000044,-23.92271000000079,-78.82379999989553
7,-3.684934848,95.5830173,7.450717095,57.53772299,3.883480187,-10.76663165,2.770677885,-2.256041809,-0.08598113626,-0.4998636489,381.4355469,233.9707031,615.40625,-3.560202000000068,-1.979229299999996,-23.92272000000162,-994.1933000000063
8,-3.682579073,95.56859334,7.433900208,57.51380028,3.883803986,-10.76690112,2.767117683,-2.25388462,-0.09550670393,-0.5018428783,381.4355469,234.2734375,615.7089844,-3.560202000000068,-1.9792293999999488,-23.92271000000079,10.74129999994966
9,-3.679678684,95.55395691,7.416943949,57.49015311,3.883950722,-10.76747715,2.763644461,-2.252216124,-0.1050829147,-0.5030771408,380.8066406,234.7070313,615.5136719,-3.473221999999776,-1.2342625000000274,-23.64716999999672,194.93420000003425
