Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity
0,1.31194082,56.23392118,-23.62825409,69.40237105,1.777302616,-3.579766761,-1.398143615,-0.7525024581,-4.048677296,-0.09227850467,400.9570313,506.8125,907.7695313,-0.0,-0.0,0.0
1,1.317970578,56.30771647,-23.57388713,69.45997296,1.769765009,-3.594839757,-1.400493584,-0.7561943821,-4.059807354,-0.08858055326,400.6210938,506.0742188,906.6953125,-2.349968999999952,3.6979514099999973,57.601910000002476
2,1.324000335,56.38151176,-23.51952017,69.51757486,1.762227402,-3.609912753,-1.402843554,-0.759886306,-4.070937411,-0.08488260185,400.9707031,505.7539063,906.7246094,-2.3499700000000345,3.6979514099999973,57.601899999994544
3,1.330030093,56.45530706,-23.46515321,69.57517677,1.754689795,-3.624985749,-1.405193523,-0.76357823,-4.082067469,-0.08118465045,400.6210938,505.0175781,905.6386719,-2.349969000000174,3.6979513999999964,57.601910000002476
4,1.335672835,56.52874944,-23.41111539,69.63223534,1.74722823,-3.639917311,-1.40709954,-0.7672974903,-4.093100114,-0.07742799161,400.9433594,504.7128906,905.65625,-1.9060169999998156,3.75665884000001,57.05856999999526
5,1.341315578,56.60219183,-23.35707758,69.68929391,1.739766665,-3.654848873,-1.409005558,-0.7710167507,-4.104132759,-0.07367133278,401.25,505.0175781,906.2675781,-1.9060180000001203,3.7566588299999952,57.05857000000947
6,1.34695832,56.67563421,-23.30303976,69.74635249,1.7323051,-3.669780435,-1.410911576,-0.774736011,-4.115165404,-0.06991467395,401.25,504.4082031,905.6582031,-1.9060179999998983,3.7566588299999952,57.05858000000319
7,1.352601062,56.7490766,-23.24900195,69.80341106,1.724843534,-3.684711996,-1.412817593,-0.7784552714,-4.126198048,-0.06615801512,401.9101563,504.4023438,906.3125,-1.9060170000000376,3.756658830000009,57.05856999999526
8,1.358243804,56.82251899,-23.19496413,69.86046963,1.717381969,-3.699643558,-1.414723611,-0.7821745317,-4.137230693,-0.06240135629,401.9277344,503.9707031,905.8984375,-1.9060180000001203,3.7566588299999952,57.05856999999526
9,1.363477728,56.89544792,-23.14140979,69.91666473,1.709973293,-3.714449676,-1.416175,-0.7859000131,-4.148155054,-0.05859659334,401.875,503.3613281,905.2363281,-1.4513889999998586,3.8047629499999984,56.1950999999965
10,1.368711653,56.96837686,-23.08785545,69.97285983,1.702564617,-3.729255793,-1.41762639,-0.7896254945,-4.159079416,-0.05479183039,402.1972656,502.9296875,905.1269531,-1.4513899999999413,3.8047629500000055,56.19510000001071
