Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,-0.3412446048,59.99530572,-20.98116137,66.3399894,0.1396135872,-4.498885083,0.7444959661,0.3468373314,-5.014785932,0.4063880245,468.7246094,425.8574219,894.5820313,-0.0,-0.0,0.0,0.0
1,-0.3385583141,59.9692224,-21.0031002,66.32530228,0.1339007876,-4.507807074,0.7428761277,0.3477624189,-5.020133922,0.4074405042,469.359375,425.5546875,894.9140625,-1.6198384000000177,1.0524796999999975,-14.687119999990728,486.99599999997645
2,-0.3358720235,59.94313908,-21.02503903,66.31061517,0.1281879879,-4.516729066,0.7412562892,0.3486875065,-5.025481912,0.408492984,470.0078125,424.1953125,894.203125,-1.619838500000026,1.0524798000000057,-14.687109999997006,574.6484999999666
3,-0.3331857328,59.91705576,-21.04697786,66.29592806,0.1224751883,-4.525651057,0.7396364507,0.349612594,-5.030829902,0.4095454638,470.6484375,424.5058594,895.1542969,-1.619838500000026,1.0524798000000057,-14.687110000011216,28.53000000004613
4,-0.3304994422,59.89097244,-21.06891668,66.28124095,0.1167623886,-4.534573048,0.7380166122,0.3505376815,-5.036177892,0.4105979435,470.6757813,423.9003906,894.5761719,-1.619838499999915,1.0524796999999975,-14.687109999997006,92.62119999993956
5,-0.3278131516,59.86488912,-21.09085551,66.26655384,0.111049589,-4.543495039,0.7363967737,0.3514627691,-5.041525882,0.4116504233,470.9609375,423.5859375,894.546875,-1.619838500000026,1.0524798000000057,-14.687109999997006,470.27190000005703
6,-0.3251967851,59.83678456,-21.11450656,66.25123459,0.1053688618,-4.552376352,0.7347533296,0.3524903494,-5.046835408,0.4126096343,471.2832031,423.8886719,895.171875,-1.6434441000000577,0.9592110000000154,-15.319250000004558,-21.640199999978904
7,-0.3225804185,59.80868001,-21.1381576,66.23591534,0.09968813461,-4.561257665,0.7331098856,0.3535179297,-5.052144933,0.4135688452,471.6035156,423.1523438,894.7558594,-1.6434439999999384,0.9592108999999516,-15.319249999990348,129.1116999999531
8,-0.319964052,59.78057545,-21.16180864,66.22059609,0.09400740743,-4.570138978,0.7314664415,0.35454551,-5.057454458,0.4145280562,472.5683594,422.5449219,895.1132813,-1.6434441000000577,0.9592110000000154,-15.319250000004558,73.93000000001848
9,-0.3173476855,59.7524709,-21.18545969,66.20527684,0.08832668025,-4.57902029,0.7298229974,0.3555730903,-5.062763984,0.4154872671,472.875,422.2402344,895.1152344,-1.6434440999999467,0.9592109000000071,-15.319250000004558,56.700900000009824
10,-0.314731319,59.72436634,-21.20911073,66.18995759,0.08264595307,-4.587901603,0.7281795533,0.3566006705,-5.068073509,0.4164464781,473.5214844,421.5019531,895.0234375,-1.6434441000000577,0.9592110000000154,-15.319249999990348,567.736200000013
11,-0.312167696,59.69440737,-21.23432433,66.17420063,0.07702238594,-4.596735617,0.726490942,0.3577283376,-5.073331489,0.4173078841,473.8554688,421.1894531,895.0449219,-1.6886112999999758,0.861406000000009,-15.756960000004483,-80.01899999999296
12,-0.309604073,59.6644484,-21.25953794,66.15844367,0.07139881881,-4.60556963,0.7248023307,0.3588560046,-5.078589468,0.4181692901,473.8554688,420.2773438,894.1328125,-1.6886112999999758,0.8614059999999535,-15.756960000004483,307.72619999993367
13,-0.3070404501,59.63448943,-21.28475154,66.14268671,0.06577525168,-4.614403643,0.7231137194,0.3599836717,-5.083847448,0.4190306962,474.125,419.8515625,893.9765625,-1.6886112999999758,0.8614061000000173,-15.756959999990272,216.4777000000413
14,-0.3044768271,59.60453046,-21.30996514,66.12692975,0.06015168455,-4.623237657,0.7214251081,0.3611113387,-5.089105428,0.4198921022,475.1464844,418.8027344,893.9492188,-1.6886112999999758,0.861406000000009,-15.756960000004483,487.3645000000124
15,-0.3019132042,59.57457149,-21.33517874,66.11117279,0.05452811742,-4.63207167,0.7197364967,0.3622390057,-5.094363407,0.4207535082,475.4335938,417.7617188,893.1953125,-1.6886114000000951,0.861406000000009,-15.756960000004483,529.1979999999512
16,-0.2993859483,59.5429299,-21.36180124,66.09516942,0.04898703175,-4.640857322,0.7179837918,0.3634671799,-5.0995612,0.42151442,475.7558594,417.7636719,893.5195313,-1.7527048999999018,0.7609117999999859,-16.003369999992856,133.02220000002762
17,-0.2968586924,59.51128832,-21.38842373,66.07916605,0.04344594609,-4.649642974,0.7162310868,0.3646953541,-5.104758993,0.4222753318,476.7265625,417.4511719,894.1777344,-1.752705000000021,0.7609117999999859,-16.003370000007067,411.61429999999655
18,-0.2943314365,59.47964673,-21.41504622,66.06316267,0.03790486042,-4.658428626,0.7144783818,0.3659235283,-5.109956786,0.4230362436,477.0488281,417.1445313,894.1933594,-1.752705000000021,0.7609117999999859,-16.00338000000079,128.67949999997563
19,-0.2918041806,59.44800515,-21.44166871,66.0471593,0.03236377476,-4.667214279,0.7127256768,0.3671517024,-5.115154578,0.4237971553,478.046875,416.0898438,894.1367188,-1.752705000000021,0.7609117000000332,-16.003369999992856,613.1479000000581
20,-0.2892769247,59.41636357,-21.4682912,66.03115593,0.02682268909,-4.675999931,0.7109729719,0.3683798766,-5.120352371,0.4245580671,478.6777344,414.7441406,893.421875,-1.7527049000000128,0.7609117999999859,-16.003370000007067,802.1422999999004
21,-0.2867698268,59.38320927,-21.49617276,66.01508374,0.02138787975,-4.684742436,0.7091396793,0.3697118525,-5.125485227,0.4252180624,478.9746094,414.7441406,893.71875,-1.8332925999999805,0.6599952999999936,-16.072190000002706,-67.16519999997672
22,-0.2842627288,59.35005497,-21.52405431,65.99901155,0.0159530704,-4.693484942,0.7073063866,0.3710438284,-5.130618082,0.4258780576,479.6015625,414.1425781,893.7441406,-1.8332926999999888,0.6599952000000409,-16.072189999988495,74.68280000000505
23,-0.2817556308,59.31690067,-21.55193586,65.98293937,0.01051826105,-4.702227447,0.705473094,0.3723758043,-5.135750938,0.4265380529,479.9550781,413.6894531,893.6445313,-1.8332925999999805,0.6599952999999936,-16.072180000008984,403.8881000000174
24,-0.2792485329,59.28374638,-21.57981742,65.96686718,0.005083451704,-4.710969953,0.7036398014,0.3737077802,-5.140883793,0.4271980482,479.9550781,413.3984375,893.3535156,-1.8332925999999805,0.6599952999999936,-16.072190000002706,-331.3964000000169
25,-0.2767414349,59.25059208,-21.60769897,65.95079499,-0.0003513576443,-4.719712458,0.7018065088,0.3750397561,-5.146016649,0.4278580434,480.9375,412.0527344,892.9902344,-1.8332926000000915,0.6599951999999853,-16.072189999988495,1075.1214000000573
26,-0.2742414629,59.21609109,-21.63669682,65.9348085,-0.005657904362,-4.728422147,0.6998805365,0.3764816517,-5.151084018,0.4284179291,481.2050781,411.4199219,892.625,-1.9259722999999118,0.5598856999999846,-15.986490000003073,28.88339999992695
27,-0.2717414909,59.1815901,-21.66569467,65.918822,-0.01096445108,-4.737131836,0.6979545642,0.3779235472,-5.156151387,0.4289778148,481.2050781,410.6933594,891.8984375,-1.9259723000000228,0.5598857000000401,-15.986499999996795,53.59150000003865
28,-0.2692415189,59.14708911,-21.69469251,65.9028355,-0.0162709978,-4.745841524,0.6960285918,0.3793654428,-5.161218756,0.4295377005,481.5117188,409.6503906,891.1621094,-1.9259724000000311,0.5598856999999846,-15.986500000011006,-89.33070000000498
29,-0.266741547,59.11258812,-21.72369036,65.886849,-0.02157754452,-4.754551213,0.6941026195,0.3808073384,-5.166286125,0.4300975862,481.8652344,409.3339844,891.1992188,-1.9259723000000228,0.5598856999999846,-15.986499999996795,577.1183000000519
30,-0.264241575,59.07808713,-21.75268821,65.87086251,-0.02688409123,-4.763260902,0.6921766472,0.382249234,-5.171353494,0.4306574719,482.5078125,409.3203125,891.828125,-1.9259722999999118,0.5598856999999846,-15.986490000003073,-195.19820000004984
31,-0.261740163,59.04239598,-21.78267077,65.85508728,-0.03204226579,-4.771950798,0.690151972,0.3838093031,-5.176359366,0.4311196706,483.1289063,408.8886719,892.0175781,-2.024675200000048,0.46219870000002716,-15.775229999988483,727.8940999999577
32,-0.259238751,59.00670483,-21.81265334,65.83931205,-0.03720044034,-4.780640695,0.6881272968,0.3853693722,-5.181365239,0.4315818692,484.4199219,408.7109375,893.1308594,-2.024675200000048,0.4621986000000189,-15.775230000002693,719.0871999999899
33,-0.256737339,58.97101369,-21.8426359,65.82353682,-0.04235861489,-4.789330592,0.6861026216,0.3869294414,-5.186371111,0.4320440678,484.4335938,407.3652344,891.7988281,-2.024675199999937,0.4621985999999634,-15.775230000002693,206.69010000005983
34,-0.2542359271,58.93532254,-21.87261847,65.8077616,-0.04751678945,-4.798020488,0.6840779464,0.3884895105,-5.191376983,0.4325062664,485.0507813,406.9238281,891.9746094,-2.024675200000048,0.4621986000000189,-15.77521999999476,-111.99109999995471
35,-0.2517345151,58.89963139,-21.90260103,65.79198637,-0.052674964,-4.806710385,0.6820532712,0.3900495797,-5.196382855,0.4329684651,485.375,406.6210938,891.9960938,-2.024675199999937,0.46219869999997165,-15.775230000002693,87.02939999989212
36,-0.249227738,58.86289354,-21.93345058,65.77651797,-0.05766700637,-4.815394218,0.679929872,0.3917370627,-5.201334072,0.4333367639,486.03125,406.6210938,892.6523438,-2.1233992000000423,0.3682987999999998,-15.468400000003157,349.79490000000624
37,-0.2467209609,58.82615569,-21.96430012,65.76104958,-0.06265904873,-4.82407805,0.6778064727,0.3934245457,-5.206285288,0.4337050627,486.3515625,405.578125,891.9296875,-2.1233992999999396,0.3682987999999998,-15.468389999995225,293.1222000000844
38,-0.2442141837,58.78941784,-21.99514966,65.74558119,-0.0676510911,-4.832761883,0.6756830734,0.3951120287,-5.211236504,0.4340733615,486.953125,404.96875,891.921875,-2.1233993000000506,0.3682987999999998,-15.468390000009435,147.2178999999869
39,-0.2417074066,58.75267998,-22.0259992,65.73011279,-0.07264313347,-4.841445715,0.6735596741,0.3967995117,-5.216187721,0.4344416604,487.6289063,404.96875,892.5976563,-2.1233993000000506,0.3682989000000081,-15.468399999988947,444.34400000000096
40,-0.2392006295,58.71594213,-22.05684874,65.7146444,-0.07763517583,-4.850129548,0.6714362748,0.3984869947,-5.221138937,0.4348099592,487.9492188,404.2324219,892.1816406,-2.1233992999999396,0.3682987999999998,-15.468390000009435,-29.650000000060572
