Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque X,Front Torque Y,Back Torque X,Back Torque Y
0,11.77982223,0.2097326803,62.36558874,126.36690676,-10.154393,19.41069565,-2.52630846,8.472319591,-25.74375,-92.2375,-52.7375,-105.0375,15.33209229,105.2245331,655.4980469,0.1591644287,-2.0546875,-15.88165283,657.5527344,1.675460815,-0.6443862915,-16.11193848,48.08004761
1,11.73606786,0.2151991637,62.4901997,126.40509833,-10.18270685,19.42694078,-2.55001062,8.493550565,-25.3625,-92.5375,-52.44375,-105.1375,14.77789307,105.4409943,655.5175781,0.5527191162,-2.04296875,-15.85861206,657.5605469,1.699874878,-0.6111831665,-16.10314941,48.11434937
2,11.69231349,0.2206656471,62.61481065,126.44328989,-10.21102069,19.4431859,-2.573712781,8.514781539,-24.98125,-92.8375,-52.15,-105.2375,14.73605347,105.8469391,655.5292969,0.146774292,-2.03125,-15.85861206,657.5605469,1.656417847,-0.612159729,-16.10314941,48.11434937
3,11.64855912,0.2261321306,62.73942161,126.48148146,-10.23933453,19.45943103,-2.597414942,8.536012513,-24.6,-93.1375,-51.85625,-105.3375,14.70611572,106.4502716,655.6503906,0.1464385986,-2.3515625,-15.83148193,658.0019531,1.451095581,-0.7649917603,-15.8873291,48.2515564
4,11.60480475,0.231598614,62.86403256,126.51967302,-10.26764838,19.47567616,-2.621117102,8.557243486,-24.21875,-93.4375,-51.5625,-105.4375,14.2494812,106.0618134,655.9941406,0.5566558838,-2.32421875,-15.39779663,658.3183594,1.468185425,-0.766456604,-15.7232666,48.17636108
5,11.56106756,0.238537412,62.98695284,126.55651995,-10.29513133,19.49152565,-2.643422563,8.578842053,-24.0125,-93.6125,-51.5125,-105.3625,15.84417725,106.4531403,655.9257813,0.1473846436,-2.37890625,-15.83319092,658.3046875,1.441818237,-0.8304214478,-15.74182129,48.17855835
6,11.51733036,0.2454762101,63.10987311,126.59336687999999,-10.32261429,19.50737514,-2.665728024,8.600440619,-23.80625,-93.7875,-51.4625,-105.2875,15.82763672,107.7012482,656.2675781,0.1468658447,-2.05078125,-15.81747437,658.3183594,1.231369019,-0.6756362915,-15.73449707,48.24801636
7,11.47359316,0.2524150082,63.23279339,126.63021381,-10.35009725,19.52322463,-2.688033485,8.622039186,-23.6,-93.9625,-51.4125,-105.2125,15.36599731,107.6702271,657.2988281,0.1472473145,-2.05859375,-15.36605835,659.3574219,1.63835144,-0.9822769165,-15.50085449,48.35018921
8,11.42985597,0.2593538062,63.35571366,126.66706074,-10.37758021,19.53907412,-2.710338945,8.643637752,-23.39375,-94.1375,-51.3625,-105.1375,14.37826538,107.67659,656.9941406,0.1588287354,-2.37890625,-14.93066406,659.3730469,1.47013855,-0.7972183228,-15.4822998,48.34799194
9,11.38611877,0.2662926043,63.47863394,126.70390767,-10.40506317,19.55492361,-2.732644406,8.665236318,-23.1875,-94.3125,-51.3125,-105.0625,15.37023926,108.9707336,657.6308594,0.1472473145,-2.05859375,-15.37030029,659.6894531,1.63835144,-0.9822769165,-15.6463623,48.48971558
