Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,-4.689811618,87.01697493,-3.742188997,35.0840024,6.075258646,-6.264459615,4.79884508,-0.3656777244,-0.7369636537,0.1442258058,414.6640625,200.3476563,615.0117188,-0.0,-0.0,0.0,0.0
1,-4.688047702,87.02482223,-3.730898018,35.08789584,6.076107919,-6.263941825,4.788952005,-0.3737908712,-0.7511529648,0.1367945652,412.7597656,203.4765625,616.2363281,-9.893075000000806,-7.4312406,3.8934399999988045,-848.7718000000086
2,-4.686283786,87.03266953,-3.719607039,35.09178929,6.076957191,-6.263424035,4.779058929,-0.381904018,-0.765342276,0.1293633246,411.5117188,204.3984375,615.9101563,-9.893076,-7.4312406,3.893449999999632,-686.6109999999708
3,-4.684519871,87.04051684,-3.708316061,35.09568274,6.077806464,-6.262906245,4.769165853,-0.3900171647,-0.7795315871,0.121932084,409.2402344,206.5,615.7402344,-9.893076,-7.4312406,3.893449999999632,-1540.1524000000109
4,-4.683369854,87.04853261,-3.696795436,35.09910695,6.079395855,-6.262592816,4.759031252,-0.39849443,-0.7938920315,0.1136641411,406.4121094,208.5898438,615.0019531,-10.134600999999854,-8.26794289999999,3.4242099999985953,-1140.2408999999807
5,-4.682219836,87.05654839,-3.685274812,35.10253116,6.080985246,-6.262279386,4.74889665,-0.4069716954,-0.8082524759,0.1053961982,405.7636719,209.5039063,615.2675781,-10.134601999999937,-8.267942900000005,3.4242099999985953,-1076.7977000000428
6,-4.681069819,87.06456417,-3.673754188,35.10595537,6.082574637,-6.261965957,4.738762048,-0.4154489607,-0.8226129203,0.09712825533,403.8398438,210.8671875,614.7070313,-10.134601999999937,-8.267942870000002,3.4242099999985953,-1197.1743999999944
7,-4.679919802,87.07257994,-3.662233564,35.10937958,6.084164028,-6.261652527,4.728627446,-0.423926226,-0.8369733646,0.08886031245,401.2773438,213.5625,614.8398438,-10.134601999999937,-8.267942879999989,3.4242100000057007,-1734.2399000000341
8,-4.678769785,87.08059572,-3.65071294,35.11280379,6.085753419,-6.261339098,4.718492844,-0.4324034913,-0.851333809,0.08059236956,400.3203125,214.6171875,614.9375,-10.134601999999937,-8.267942890000004,3.4242099999985953,-676.156399999968
9,-4.678210699,87.08878798,-3.638964967,35.11566797,6.088076516,-6.261229908,4.708135363,-0.4411615498,-0.8657292722,0.07152205647,397.4296875,216.28125,613.7109375,-10.35748099999978,-9.070313090000004,2.864179999995997,-1937.0466999999962
