Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque X,Front Torque Y,Back Torque X,Back Torque Y
0,7.757846197,35.11977712,84.82839749,134.10716581,-9.313190755,23.88386871,-3.89326482,8.464650112,2.847265625,-15.340625,-28.009375,-64.675,1.713897705,111.0471344,699.0019531,0.2489471436,-3.94140625,-2.8387146,702.9433594,2.908126831,-0.9341812134,-52.64294434,16.73434448
1,7.735605325,35.10639893,84.85955384,134.10973024999998,-9.322277788,23.89379357,-3.906680839,8.489704628,2.809765625,-14.9,-28.065625,-64.6625,1.587738037,111.0172577,698.96875,0.2608795166,-3.9609375,-3.274078369,702.9296875,2.954025269,-1.203224182,-52.66149902,16.73666382
2,7.713364452,35.09302074,84.89071019,134.1122947,-9.331364821,23.90371842,-3.920096857,8.514759144,2.772265625,-14.459375,-28.121875,-64.65,1.54095459,111.2180634,698.2851563,0.6714019775,-3.611328125,-3.247375488,701.8964844,3.176193237,-1.051856995,-52.56726074,16.66854858
3,7.69112358,35.07964255,84.92186655,134.11485914,-9.340451854,23.91364328,-3.933512876,8.53981366,2.734765625,-14.01875,-28.178125,-64.6375,2.119384766,111.636734,697.6523438,0.2489471436,-3.94140625,-3.24420166,701.59375,2.908126831,-0.9341812134,-52.42077637,16.59616089
4,7.668882707,35.06626436,84.9530229,134.11742358,-9.349538887,23.92356813,-3.946928895,8.564868176,2.697265625,-13.578125,-28.234375,-64.625,2.11907959,111.6326294,697.671875,0.2492675781,-3.619140625,-3.241088867,701.2910156,3.113693237,-0.7813491821,-52.27526855,16.52389526
5,7.647089161,35.05259684,84.98357595,134.11927323999998,-9.358450936,23.93403268,-3.959812307,8.589798811,2.771875,-12.9921875,-28.04375,-64.28125,2.115203857,112.2777252,697.2421875,0.2487945557,-3.62109375,-3.25100708,700.8632813,3.104660034,-1.086036682,-52.19177246,16.31088257
6,7.625295615,35.03892932,85.014129,134.12112289,-9.367362985,23.94449722,-3.972695719,8.614729447,2.846484375,-12.40625,-27.853125,-63.9375,1.52243042,112.2387695,697.5546875,0.2602233887,-3.3125,-3.220611572,700.8671875,2.940597534,-1.200294495,-52.1829834,16.31015015
7,7.603502069,35.02526179,85.04468205,134.12297254,-9.376275034,23.95496177,-3.985579131,8.639660083,2.92109375,-11.8203125,-27.6625,-63.59375,2.542785645,111.6222534,697.5332031,0.2487792969,-3.3125,-3.677612305,700.8457031,2.912277222,-1.23349762,-51.91882324,16.13278198
8,7.581708523,35.01159427,85.0752351,134.12482219999998,-9.385187082,23.96542631,-3.998462543,8.664590719,2.995703125,-11.234375,-27.471875,-63.25,2.092559814,112.8911133,696.8222656,0.2487792969,-3.3125,-3.227386475,700.1347656,2.912277222,-1.23349762,-51.95422363,16.02487183
9,7.559914977,34.99792675,85.10578815,134.12667185,-9.394099131,23.97589086,-4.011345955,8.689521355,3.070312501,-10.6484375,-27.28125,-62.90625,2.530853271,112.8728485,697.1328125,0.2490997314,-2.990234375,-3.662811279,700.1230469,3.117843628,-1.080665588,-51.97277832,16.02706909
