Time,Hip/Shoulder Separation,Pelvis Forward Tilt,Pelvis Lateral Tilt,Torso Forward Tilt,Torso Lateral Tilt,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity
0,1.357727541,-2.210395977,10.02153143,15.23874651,-1.40497031,87.57608386,85.18705898,132.59635945,-0.6953611124702685,130.76128738022425,-0.5778845094121644,0.16405453618756372,-17.309623081227816,-0.2613970032568058,4.808593749,0.05526733495,-9.453125,-8.617187501
1,1.363536721,-2.212684258,10.03142874,15.24085725,-1.404894609,87.57945961,85.34248777,132.60497823,-0.6928516819571865,130.8040265035678,-0.5778845094121644,0.16405453618756372,-17.258985824022634,-0.2986485887162877,5.237499999,-0.2813720697,-9.678125,-8.4421875
2,1.369345901,-2.21497254,10.04132605,15.24296798,-1.404818909,87.58283536,85.49791655,132.61359701,-0.5727142530750935,130.94764058443766,-0.5811011430513081,0.254841997961264,-17.208311391294707,-0.3357877399008032,5.666406249,-0.618011474,-9.903125,-8.2671875
3,1.375155081,-2.217260821,10.05122337,15.24507872,-1.404743208,87.58621111,85.65334534,132.62221578999998,-0.5739876335711859,131.07161060142712,-0.5811052909276249,0.2970502038735984,-17.157731713821093,-0.37272629815994485,6.095312499,-0.9546508783,-10.128125,-8.0921875
4,1.38096426,-2.219549103,10.06112068,15.24718946,-1.404667507,87.58958686,85.80877412,132.63083457,-0.5739876335711859,131.07161060142712,-0.578971238056405,0.302624872579001,-17.107379317366412,-0.40937756476483217,6.524218749,-1.291290283,-10.353125,-7.9171875
5,1.38677344,-2.221837385,10.07101799,15.2493002,-1.404591807,87.5929626,85.96420291,132.63945335,-0.5703085181107712,131.13160466190962,-0.5789069467889908,0.302890332993544,-17.05738664106024,-0.445656780639678,6.953124999,-1.627929687,-10.578125,-7.7421875
6,1.39397361,-2.224047882,10.08095217,15.25181472,-1.404979641,87.59276485,86.13710653,132.64993476,-0.5137239715936119,131.15815070336393,-0.5789069467889908,0.302890332993544,-17.007885353723836,-0.48148158230104166,7.279687499,-2.144531249,-10.834375,-7.392187501
7,1.401173779,-2.22625838,10.09088635,15.25432924,-1.405367475,87.59256709,86.31001015,132.66041616,-0.51457842229018,131.24070888209312,-0.5821277283044513,0.2633367312266395,-16.959005672624762,-0.5167724301058744,7.606249999,-2.661132811,-11.090625,-7.042187501
8,1.408373948,-2.228468878,10.10082052,15.25684376,-1.405755309,87.59236933,86.48291377,132.67089757,-0.5120689917770982,131.28371347604485,-0.5821484674142031,0.30660677879714576,-16.910875688843376,-0.5514530053719792,7.932812499,-3.177734374,-11.346875,-6.692187501
9,1.415574118,-2.230679376,10.1107547,15.25935827,-1.406143143,87.59217157,86.65581739,132.68137898,-0.4510421311586816,131.3245943730887,-0.5804644528712198,0.302890332993544,-16.86362070315967,-0.5854505731729511,8.259374999,-3.694335936,-11.603125,-6.342187501
