Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Total Force X,Total Force Y,Total Force Z,Front Force X,Front Force Y,Front Force Z,Back Force X,Back Force Y,Back Force Z,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity
14,-0.8821373096,30.38667285,44.9173968,33.36041087,-4.007536039,-5.821078392,1.135798025,2.41636887,-7.295188838,0.3143127318,-12.37139893,9.991729736,732.8535156,-7.100311279,58.08425903,255.1640625,-68.07598877,5.271087646,477.6894531,1.1136699999998445,5.0595198000000225,-3.2829899999953227
15,-0.8776289022,30.38186723,44.9262667,33.35712787,-4.011011969,-5.825127923,1.136911694,2.414719519,-7.287736719,0.3193722516,-12.33349609,9.360748291,732.4023438,-7.087860107,58.10842896,255.4589844,-67.46917725,5.245635986,476.9433594,1.1136689999999838,5.0595197999999675,-3.2830000000032555
16,-0.8731204947,30.3770616,44.9351366,33.35384487,-4.014487899,-5.829177454,1.138025364,2.413070168,-7.2802846,0.3244317714,-12.3659668,9.359985352,733.6914063,-7.121734619,58.10745239,256.7460938,-67.46743774,5.244232178,476.9453125,1.1136700000000666,5.0595198000000225,-3.28299999999615
17,-0.8686120872,30.37225597,44.9440065,33.35056188,-4.017963829,-5.833226984,1.139139033,2.411420817,-7.272832481,0.3294912912,-12.3241272,8.954040527,733.6777344,-7.07989502,58.51339722,256.7324219,-67.46743774,5.244232178,476.9453125,1.1136689999999838,5.0595197999999675,-3.282990000002428
18,-0.8641036797,30.36745034,44.9528764,33.34727888,-4.021439759,-5.837276515,1.140252702,2.409771466,-7.265380362,0.3345508109,-12.77346802,9.600585938,733.4335938,-7.09173584,58.51272583,257.3789063,-68.11331177,5.681732178,476.0546875,1.1136689999999838,5.059519700000014,-3.2830000000032555
19,-0.8599302429,30.36223402,44.96267612,33.34332881,-4.025016184,-5.841587388,1.14113546,2.408610554,-7.258241639,0.3390643002,-12.35064697,8.956085205,733.6035156,-7.102752686,58.51257324,257.6992188,-67.46865845,5.247894287,475.9042969,0.88275800000015,4.513489300000006,-3.9500699999948097
20,-0.8557568061,30.3570177,44.97247583,33.33937874,-4.028592609,-5.84589826,1.142018218,2.407449642,-7.251102915,0.3435777896,-12.35559082,8.963470459,734.140625,-7.111755371,58.51223755,258.6699219,-67.47570801,5.243835449,475.4707031,0.882757999999928,4.513489400000014,-3.950070000001915
21,-0.8515833693,30.35180138,44.98227554,33.33542866,-4.032169035,-5.850209132,1.142900976,2.40628873,-7.243964191,0.3480912789,-12.96594238,8.558166504,733.90625,-7.718719482,58.90991211,259.0429688,-67.46807861,5.2472229,474.8632813,0.882757999999928,4.513489300000006,-3.9500800000027425
22,-0.8474099325,30.34658506,44.99207525,33.33147859,-4.03574546,-5.854520005,1.143783734,2.405127818,-7.236825468,0.3526047682,-12.39004517,8.587615967,734.2597656,-7.154754639,58.92199707,259.9882813,-67.50961304,5.235290527,474.2714844,0.88275800000015,4.513489299999951,-3.9500699999948097
23,-0.8432364957,30.34136875,45.00187497,33.32752852,-4.039321885,-5.858830877,1.144666492,2.403966906,-7.229686744,0.3571182575,-13.41665649,8.545135498,734.5800781,-7.729156494,58.93328857,260.3066406,-67.47842407,5.6875,474.2734375,0.882757999999928,4.513489300000006,-3.950070000001915
24,-0.839441425,30.33580242,45.01264992,33.32278031,-4.043009923,-5.863456077,1.145358845,2.403263081,-7.222908997,0.361080442,-12.98538208,8.5340271,734.7734375,-7.737365723,58.9335022,260.9492188,-67.4675293,5.248016357,473.8242188,0.6923530000000344,3.962184500000021,-4.748210000002473
25,-0.8356463543,30.3302361,45.02342487,33.31803211,-4.046697961,-5.868081277,1.146051198,2.402559256,-7.21613125,0.3650426265,-12.53796387,8.968658447,735.1054688,-7.73727417,58.52246094,261.8886719,-67.49111938,4.800689697,473.2167969,0.6923530000000344,3.962184500000021,-4.7482000000016455
26,-0.8318512836,30.32466977,45.03419981,33.31328391,-4.050385999,-5.872706477,1.146743551,2.401855431,-7.209353503,0.3690048111,-12.50964355,8.559539795,735.4355469,-7.707244873,58.92776489,262.5214844,-67.48730469,4.802398682,472.9140625,0.6923529999998124,3.962184599999974,-4.74819999999454
27,-0.8280562129,30.31910345,45.04497476,33.30853571,-4.054074037,-5.877331676,1.147435904,2.401151605,-7.202575756,0.3729669956,-12.93875122,8.329772949,735.3203125,-7.703552246,58.51754761,263.4570313,-66.84732056,5.235198975,471.8632813,0.6923530000000344,3.962184500000021,-4.7482000000016455
28,-0.8242611422,30.31353712,45.05574971,33.30378751,-4.057762075,-5.881956876,1.148128257,2.40044778,-7.195798009,0.3769291801,-13.50097656,7.502288818,736.5429688,-8.264984131,59.34448242,265.71875,-66.84677124,5.235992432,470.8242188,0.6923530000000344,3.9621844999999656,-4.7482000000016455
29,-0.8208988586,30.30767753,45.06754052,33.29811195,-4.061569164,-5.886949063,1.14867847,2.400158128,-7.18941987,0.3803310887,-13.5065918,7.500213623,735.9257813,-8.266021729,59.34451294,265.4082031,-66.84472656,5.240570068,470.5175781,0.5502129999999106,3.401908600000003,-5.675560000000246
30,-0.817536575,30.30181793,45.07933133,33.2924364,-4.065376253,-5.891941249,1.149228683,2.399868477,-7.183041731,0.3837329973,-13.34539795,7.102661133,737.1738281,-7.674041748,59.76205444,266.3359375,-66.86471558,5.671356201,470.8378906,0.5502130000001326,3.401908600000003,-5.675549999999419
31,-0.8141742914,30.29595834,45.09112213,33.28676084,-4.069183342,-5.896933436,1.149778896,2.399578825,-7.176663592,0.3871349059,-13.34173584,6.65246582,736.65625,-7.652252197,60.1675415,267.609375,-66.82000732,5.689483643,469.046875,0.5502129999999106,3.401908600000003,-5.675560000000246
32,-0.8108120079,30.29009874,45.10291294,33.28108528,-4.07299043,-5.901925622,1.150329109,2.399289174,-7.170285453,0.3905368145,-13.38046265,6.234863281,736.3964844,-7.686187744,60.57757568,267.9570313,-66.81243896,5.694274902,468.4394531,0.5502130000001326,3.401908600000003,-5.675560000000246
33,-0.8074497243,30.28423914,45.11470374,33.27540972,-4.076797519,-5.906917809,1.150879322,2.398999522,-7.163907314,0.3939387231,-13.33666992,5.881469727,737.2734375,-7.661529541,60.98336792,269.5546875,-66.86483765,5.675140381,467.71875,0.5502129999999106,3.401908600000003,-5.675560000000246
34,-0.8045841158,30.27813797,45.12753954,33.2686899,-4.080727275,-5.912325686,1.151341325,2.399071672,-7.157959277,0.396767443,-13.28909302,5.88381958,736.53125,-7.608612061,60.97845459,270.1601563,-66.86227417,5.680480957,466.3710938,0.4620029999999886,2.8287198999999985,-6.719820000000709
35,-0.8017185074,30.27203679,45.14037534,33.26197007,-4.08465703,-5.917733563,1.151803328,2.399143823,-7.152011239,0.3995961628,-13.88442993,5.462493896,737.5292969,-8.203948975,61.39978027,271.1582031,-66.86227417,5.680480957,466.3710938,0.4620029999999886,2.8287197999999902,-6.7198300000015365
36,-0.798852899,30.26593561,45.15321114,33.25525025,-4.088586786,-5.92314144,1.152265331,2.399215973,-7.146063201,0.4024248827,-13.34451294,4.814056396,737.09375,-7.652984619,61.41186523,271.7695313,-66.22592163,5.69152832,465.3242188,0.4620029999999886,2.8287198999999985,-6.719819999993604
37,-0.7959872905,30.25983443,45.16604694,33.24853042,-4.092516541,-5.928549317,1.152727334,2.399288123,-7.140115164,0.4052536025,-13.44961548,4.402282715,736.7128906,-8.194152832,61.80511475,272.4433594,-66.20739746,5.255462646,464.2695313,0.4620029999999886,2.8287197999999902,-6.7198300000015365
38,-0.7931216821,30.25373326,45.17888274,33.2418106,-4.096446297,-5.933957194,1.153189337,2.399360273,-7.134167126,0.4080823224,-13.43875122,3.788757324,737.3730469,-8.203216553,61.80480957,273.4140625,-65.59356689,5.235534668,463.9589844,0.4620029999999886,2.8287198999999985,-6.719820000000709
39,-0.790821804,30.24743363,45.19277543,33.23395223,-4.100498474,-5.939821625,1.153619497,2.399733913,-7.128671857,0.4103223109,-14.38851929,3.80267334,737.8769531,-8.719940186,61.81207275,274.640625,-65.61474609,5.668579102,463.2363281,0.43016000000006827,2.239988500000012,-7.858370000001003
40,-0.788521926,30.24113399,45.20666812,33.22609385,-4.104550652,-5.945686057,1.154049658,2.400107553,-7.123176587,0.4125622994,-14.43768311,3.390930176,738.1777344,-8.76373291,62.22122192,276.2871094,-65.6121521,5.673950195,461.890625,0.43016099999992896,2.239988500000012,-7.85838000000183
41,-0.7862220479,30.23483436,45.22056082,33.21823548,-4.108602829,-5.951550488,1.154479818,2.400481193,-7.117681317,0.4148022879,-13.97311401,2.963378906,738.1621094,-8.732910156,62.62701416,276.5898438,-65.59039307,5.240203857,461.5722656,0.43016000000006827,2.239988500000012,-7.858370000001003
42,-0.7839221698,30.22853473,45.23445351,33.2103771,-4.112655006,-5.95741492,1.154909978,2.400854834,-7.112186048,0.4170422764,-13.84567261,2.972381592,737.7363281,-8.170928955,62.63925171,276.8847656,-65.6116333,5.674743652,460.8515625,0.43016000000006827,2.239988500000012,-7.858379999994725
43,-0.7816222918,30.2222351,45.2483462,33.20251873,-4.116707184,-5.963279351,1.155340139,2.401228474,-7.106690778,0.4192822649,-14.8487854,2.547576904,738.3085938,-8.721099854,63.0322876,278.4960938,-65.5798645,6.127685547,459.8125,0.43016099999992896,2.2399884999999564,-7.858370000001003
44,-0.7799541323,30.21576888,45.26328532,33.19346015,-4.120878612,-5.969630159,1.155791128,2.401837199,-7.101660729,0.4209175405,-14.86499023,1.521789551,738.3808594,-8.754089355,63.44219971,279.1855469,-64.96398926,6.110900879,459.1953125,0.45098899999995723,1.6352756000000412,-9.05858000000137
45,-0.7782859728,30.20930265,45.27822444,33.18440158,-4.12505004,-5.975980967,1.156242117,2.402445924,-7.09663068,0.4225528161,-14.26077271,1.111877441,737.1816406,-8.150268555,63.8604126,279.4628906,-64.97229004,6.11050415,457.71875,0.45098899999995723,1.6352755999999857,-9.058570000000543
46,-0.7766178133,30.20283643,45.29316355,33.175343,-4.129221468,-5.982331774,1.156693106,2.403054649,-7.091600632,0.4241880917,-13.79745483,1.55279541,736.4355469,-8.138336182,63.45010376,279.7558594,-65.00289917,5.659118652,456.6796875,0.4509890000001793,1.6352755999999857,-9.05858000000137
47,-0.7749496538,30.1963702,45.30810267,33.16628443,-4.133392896,-5.988682582,1.157144096,2.403663374,-7.086570583,0.4258233673,-13.81549072,0.9117431641,737.0976563,-8.147369385,63.44976807,280.7265625,-64.36151123,5.668121338,456.3710938,0.4509899999998179,1.6352755999999857,-9.058570000000543
48,-0.7732814943,30.18990398,45.32304179,33.15722586,-4.137564324,-5.99503339,1.157595085,2.404272099,-7.081540534,0.4274586428,-14.77975464,-0.149597168,736.3691406,-8.677093506,63.86730957,281.3515625,-63.7177124,6.102661133,455.0175781,0.4509890000001793,1.635275500000033,-9.058570000000543
49,-0.772301899,30.18329137,45.33899052,33.14694522,-4.14184913,-6.001887928,1.15811018,2.405046765,-7.076979781,0.4284733786,-13.75991821,-0.5621032715,736.5898438,-8.091918945,64.26132202,282.6269531,-63.69921875,5.667999268,453.9628906,0.5150949999999099,1.0147357999999995,-10.280639999997732
