Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity
0,-3.582659012,85.2257528,-6.07694384,34.66637853,4.924849154,-10.48009331,2.735020132,-1.346154252,-3.387416943,-0.6817326606,242.6054688,375.7519531,618.3574219,-0.0,-0.0,0.0
1,-3.578792111,85.22109669,-6.083862305,34.65716488,4.92297829,-10.47478179,2.737429811,-1.344373925,-3.388549756,-0.6758115039,241.9707031,376.6621094,618.6328125,2.409679000000331,5.921156700000041,-9.213649999999518
2,-3.574925209,85.21644058,-6.09078077,34.64795124,4.921107426,-10.46947027,2.73983949,-1.342593599,-3.389682568,-0.6698903472,240.0664063,377.703125,617.7695313,2.409678999999887,5.921156700000041,-9.213640000005796
3,-3.571058307,85.21178447,-6.097699235,34.6387376,4.919236561,-10.46415875,2.742249169,-1.340813272,-3.390815381,-0.6639691905,237.8203125,378.3105469,616.1308594,2.409678999999887,5.92115669999993,-9.21363999999869
4,-3.567191406,85.20712836,-6.1046177,34.62952395,4.917365697,-10.45884723,2.744658848,-1.339032945,-3.391948194,-0.6580480338,237.5039063,379.0449219,616.5488281,2.409678999999887,5.921156700000041,-9.213649999999518
5,-3.563324504,85.20247225,-6.111536165,34.62031031,4.915494833,-10.45353571,2.747068527,-1.337252618,-3.393081006,-0.6521268771,235.5585938,379.65625,615.2148438,2.409679000000331,5.921156700000041,-9.21363999999869
6,-3.560034869,85.19767986,-6.118701638,34.61127784,4.913318086,-10.44796833,2.749972569,-1.335608629,-3.394138289,-0.646274712,233.0195313,380.8886719,613.9082031,2.90404199999994,5.852165099999973,-9.03247000000107
7,-3.556745233,85.19288747,-6.12586711,34.60224538,4.911141339,-10.44240095,2.752876611,-1.333964639,-3.395195571,-0.640422547,232.3789063,382.2382813,614.6171875,2.90404199999994,5.852164999999965,-9.032460000000242
8,-3.553455598,85.18809508,-6.133032583,34.59321291,4.908964591,-10.43683357,2.755780653,-1.332320649,-3.396252854,-0.6345703819,230.1191406,382.5410156,612.6601563,2.90404199999994,5.852165099999973,-9.03247000000107
9,-3.550165963,85.18330269,-6.140198056,34.58418045,4.906787844,-10.43126619,2.758684695,-1.33067666,-3.397310136,-0.6287182169,228.2226563,383.8925781,612.1152344,2.90404199999994,5.852165000000076,-9.032460000000242
10,-3.546876328,85.17851029,-6.147363529,34.57514798,4.904611097,-10.42569881,2.761588737,-1.32903267,-3.398367418,-0.6228660518,227.5722656,384.8066406,612.3789063,2.90404199999994,5.852165099999973,-9.03247000000107
