Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque,Back Torque
324,12.16207404,37.40329653,52.02190235,144.25851107,-4.004259863,26.63242494,6.979202561,8.40596552,-14.8515625,-65.9375,-40.09375,36.46875,5.24319458,111.9229126,670.1210938,0.8180847168,-1.3125,-7.006561279,671.4335938,-0.34229775123053513,-5.488467408225339
325,12.26285306,37.45771279,52.08162463,144.26475484,-3.95405599,26.65878494,6.997671935,8.412885752,-14.6703125,-65.775,-40.3,36.80625,5.312713623,113.5641785,670.4375,0.4008483887,-1.6171875,-6.543518066,672.0546875,-0.34878930860526086,-5.489546467646469
326,12.36363208,37.51212906,52.14134691,144.27099859999998,-3.903852116,26.68514494,7.01614131,8.419805985,-14.4890625,-65.6125,-40.50625,37.14375,6.236602783,113.3684692,670.2070313,-0.009338378906,-1.953125,-7.445495605,672.1601563,-0.35487456980807663,-5.489312537081579
327,12.4644111,37.56654532,52.2010692,144.27724237,-3.853648242,26.71150494,7.034610685,8.426726217,-14.3078125,-65.45,-40.7125,37.48125,5.658172607,113.3831177,671.1679688,-0.02191162109,-1.298828125,-7.450073242,672.4667969,-0.36054811467365294,-5.487824252135909
328,12.56519013,37.62096159,52.26079148,144.28348614,-3.803444369,26.73786494,7.05308006,8.43364645,-14.1265625,-65.2875,-40.91875,37.81875,6.098358154,114.0242004,670.8554688,-0.0217590332,-1.619140625,-7.879211426,672.4746094,-0.36580572136406114,-5.485141323851823
329,12.66596915,37.67537785,52.32051376,144.2897299,-3.753240495,26.76422494,7.071549435,8.440566682,-13.9453125,-65.125,-41.125,38.15625,6.677642822,114.649353,670.5253906,-0.009338378906,-1.953125,-7.886535645,672.4785156,-0.37064446670802775,-5.48132419571021
330,12.76990482,37.72936412,52.38203295,144.29628191,-3.701432758,26.79001765,7.089566145,8.447832052,-13.74375,-65.15,-41.11875,38.69375,7.231933594,114.020462,671.5839844,-0.02131652832,-1.625,-7.878295898,673.2089844,-0.3750628171945723,-5.476433696116846
331,12.87384049,37.78335039,52.44355214,144.30283391,-3.649625021,26.81581035,7.107582855,8.455097421,-13.5421875,-65.175,-41.1125,39.23125,6.664703369,115.0596008,671.140625,-0.4433898926,-1.64453125,-7.85925293,672.7851563,-0.37906070714049966,-5.470530688887505
332,12.97777616,37.83733666,52.50507134,144.30938591,-3.597817283,26.84160306,7.125599565,8.462362791,-13.340625,-65.2,-41.10625,39.76875,7.546112061,114.9962921,671.8320313,-0.4192047119,-1.66015625,-8.729248047,673.4921875,-0.3826396011135936,-5.463675724390252
333,13.08171183,37.89132294,52.56659053,144.31593792,-3.546009546,26.86739576,7.143616274,8.469628161,-13.1390625,-65.225,-41.1,40.30625,7.573669434,115.0241547,671.5058594,-0.4195404053,-1.982421875,-8.759643555,673.4882813,-0.3858025384111535,-5.455928693947847
334,13.1856475,37.94530921,52.62810972,144.32248992,-3.494201808,26.89318846,7.161632984,8.47689353,-12.9375,-65.25,-41.09375,40.84375,7.537017822,115.0007629,673.0917969,-0.4198913574,-0.703125,-8.730957031,673.7949219,-0.38855415828388457,-5.447348489841511
335,13.29257566,37.99902591,52.69121352,144.329362,-3.440668468,26.91833947,7.179116322,8.484482284,-12.8015625,-65.3,-41.225,41.25625,7.956878662,116.0749512,672.7832031,-0.8253173828,-1.015625,-9.191894531,673.7988281,-0.39090070554213385,-5.43799267291521
336,13.39950382,38.05274261,52.75431731,144.33623408,-3.387135127,26.94349048,7.196599659,8.492071037,-12.665625,-65.35,-41.35625,41.66875,7.97366333,116.0856018,672.3339844,-0.8251647949,-1.3359375,-9.197631836,673.6699219,-0.39285001695625,-5.427917149542459
337,13.50643197,38.10645932,52.81742111,144.34310617,-3.333601787,26.96864149,7.214082997,8.499659791,-12.5296875,-65.4,-41.4875,42.08125,8.548126221,116.0673828,672.0195313,-0.8124389648,-1.349609375,-9.19732666,673.3691406,-0.3944114893346786,-5.417175859646283
338,13.61336013,38.16017602,52.8805249,144.34997825,-3.280068446,26.99379249,7.231566334,8.507248544,-12.39375,-65.45,-41.61875,42.49375,9.00579834,115.6674805,672.6484375,-0.430480957,-0.70703125,-9.632751465,673.3554688,-0.3955960303517629,-5.4058204774754
339,13.72028828,38.21389273,52.9436287,144.35685033,-3.226535106,27.0189435,7.249049672,8.514837298,-12.2578125,-65.5,-41.75,42.90625,8.979888916,116.2778015,672.3339844,-0.4308166504,-1.029296875,-9.609680176,673.3632813,-0.3964159931803558,-5.393900126872055
340,13.83005751,38.26747964,53.00810966,144.36404476,-3.171165815,27.04338016,7.265927584,8.522727261,-12.0046875,-65.7125,-42.00625,43.20625,8.407531738,116.4873962,671.4472656,-0.008666992188,-1.310546875,-9.610748291,672.7578125,-0.396885095907461,-5.381461112830042
341,13.93982674,38.32106656,53.07259063,144.37123918999998,-3.115796525,27.06781682,7.282805496,8.530617224,-11.7515625,-65.925,-42.2625,43.50625,8.860534668,115.8950806,670.578125,-0.008666992188,-1.310546875,-10.06375122,671.8886719,-0.39701832679292515,-5.3685466712385965
342,14.04959596,38.37465347,53.1370716,144.37843363000002,-3.060427235,27.09225348,7.299683408,8.538507187,-11.4984375,-66.1375,-42.51875,43.80625,9.293701172,115.8733826,670.5703125,-0.008697509766,-1.0,-10.49594116,671.5703125,-0.3968318367739544,-5.355196738798548
343,14.15936519,38.42824039,53.20155257,144.38562806,-3.005057944,27.11669013,7.31656132,8.54639715,-11.2453125,-66.35,-42.775,44.10625,9.333557129,115.4672546,669.9042969,0.3974304199,-1.666015625,-10.49594116,671.5703125,-0.39634282105782354,-5.3414477451298605
344,14.26913441,38.4818273,53.26603354,144.39282249000001,-2.949688654,27.14112679,7.333439232,8.554287113,-10.9921875,-66.5625,-43.03125,44.40625,9.879058838,116.0572662,668.96875,0.4098358154,-2.001953125,-10.46954346,670.9707031,-0.3955693919333517,-5.327332429021899
345,14.38161458,38.53538884,53.33169633,144.40033368000002,-2.892388884,27.16477702,7.349650614,8.562455977,-10.8453125,-67.0,-42.83125,44.95625,10.31768799,116.046875,668.8496094,0.4093322754,-1.673828125,-10.90896606,670.5234375,-0.3945304449954719,-5.3128796805800125
346,14.49409475,38.58895039,53.39735912,144.40784487,-2.835089114,27.18842725,7.365861996,8.57062484,-10.6984375,-67.4375,-42.63125,45.50625,9.747283936,116.6892395,668.2753906,0.3969421387,-1.646484375,-10.91149902,669.921875,-0.39324552088583714,-5.298114410682909
347,14.60657492,38.64251193,53.46302191,144.41535605,-2.777789344,27.21207748,7.382073378,8.578793704,-10.5515625,-67.875,-42.43125,46.05625,9.777709961,117.0962067,666.5625,-0.01261901855,-2.013671875,-10.90615845,668.5761719,-0.3917346644556391,-5.283057448703526
348,14.7190551,38.69607347,53.5286847,144.42286724000002,-2.720489574,27.23572772,7.39828476,8.586962568,-10.4046875,-68.3125,-42.23125,46.60625,9.655487061,117.1160889,666.8828125,-0.001312255859,-1.693359375,-11.3583374,668.5761719,-0.3900182830030396,-5.267725468944825
349,14.83153527,38.74963502,53.59434749,144.43037843,-2.663189804,27.25937795,7.414496143,8.595131431,-10.2578125,-68.75,-42.03125,47.15625,11.21243286,116.7011108,666.0019531,0.4098205566,-1.693359375,-11.80187988,667.6953125,-0.388117005047528,-5.2521309458428025
350,14.94662515,38.8032277,53.66102061,144.43819592,-2.603886727,27.28217281,7.42998991,8.603557456,-10.015625,-68.975,-41.85,47.41875,10.71569824,117.0720367,665.40625,0.003890991211,-1.986328125,-11.34799194,667.3925781,-0.38605154105592004,-5.236282137790049
351,15.06171504,38.85682038,53.72769374,144.44601341,-2.54458365,27.30496767,7.445483678,8.611983481,-9.773437499,-69.2,-41.66875,47.68125,10.71652222,118.09552,664.6503906,-0.4063110352,-2.013671875,-11.3258667,666.6640625,-0.3838425475153251,-5.220183099418109
352,15.17680492,38.91041307,53.79436687,144.45383091,-2.485280572,27.32776254,7.460977446,8.620409505,-9.531249999,-69.425,-41.4875,47.94375,10.60552979,118.1401825,663.6230469,-0.4185638428,-2.0,-11.77578735,665.6230469,-0.3815104955432197,-5.203833722270855
353,15.29189481,38.96400575,53.86104,144.4616484,-2.425977495,27.3505574,7.476471214,8.62883553,-9.289062499,-69.65,-41.30625,48.20625,9.713317871,118.126709,661.9667969,-0.4188842773,-2.630859375,-10.88745117,664.5976563,-0.37907554476665317,-5.187229803925626
354,15.40698469,39.01759844,53.92771312,144.46946589,-2.366674418,27.37335226,7.491964981,8.637261554,-9.046874998,-69.875,-41.125,48.46875,10.14871216,118.1087646,661.953125,-0.4188842773,-2.630859375,-11.32284546,664.5839844,-0.37655742266125714,-5.170363145677921
355,15.52461563,39.07122184,53.99525833,144.477578,-2.305324922,27.39522592,7.506700198,8.645922798,-8.791406248,-70.3625,-41.14375,48.78125,10.14160156,118.1034088,661.6699219,-0.4193878174,-2.302734375,-11.31655884,663.9726563,-0.37397530916977884,-5.153221678814564
356,15.64224656,39.12484525,54.06280353,144.48569011,-2.243975426,27.41709958,7.521435415,8.654584041,-8.535937498,-70.85,-41.1625,49.09375,10.08966064,118.5128021,661.2695313,-0.8254852295,-1.966796875,-11.31747437,663.2363281,-0.3713477263468699,-5.135789619268947
357,15.75987749,39.17846866,54.13034873,144.49380223,-2.182625931,27.43897325,7.536170631,8.663245284,-8.280468748,-71.3375,-41.18125,49.40625,10.09204102,118.5160065,660.53125,-0.8254852295,-1.966796875,-11.31985474,662.4980469,-0.36869243293958565,-5.118047650180194
358,15.87750842,39.23209207,54.19789393,144.50191433999998,-2.121276435,27.46084691,7.550905848,8.671906528,-8.024999998,-71.825,-41.2,49.71875,10.08001709,119.1258698,660.2226563,-0.8253326416,-2.287109375,-11.29681396,662.5097656,-0.36602632405577096,-5.099973131655865
359,15.99513936,39.28571547,54.26543913,144.51002645,-2.059926939,27.48272057,7.565641064,8.680567771,-7.769531249,-72.3125,-41.21875,50.03125,10.12643433,118.7219696,660.5117188,-0.4193878174,-2.302734375,-11.3013916,662.8144531,-0.3633653362673853,-5.081540336870999
360,16.11527355,39.3393113,54.33375608,144.51842335,-1.996525838,27.50360853,7.579588912,8.689442973,-7.564843749,-72.625,-41.51875,50.425,10.14318848,118.1060944,659.8925781,-0.4193878174,-2.302734375,-11.31814575,662.1953125,-0.36072435860318824,-5.062720713452411
361,16.23540774,39.39290713,54.40207302,144.52682026,-1.933124736,27.52449649,7.593536759,8.698318174,-7.360156249,-72.9375,-41.81875,50.81875,10.08963013,118.3093109,659.8222656,-0.009353637695,-1.64453125,-11.29748535,661.4667969,-0.3581171499536181,-5.043483168815646
362,16.35554194,39.44650296,54.47038996,144.53521717,-1.869723635,27.54538446,7.607484606,8.707193376,-7.155468749,-73.25,-42.11875,51.2125,10.54177856,118.3404999,659.8222656,-0.009353637695,-1.64453125,-11.74963379,661.4667969,-0.3555562635175316,-5.023794377735418
363,16.47567613,39.5000988,54.53870691,144.54361407,-1.806322533,27.56627242,7.621432454,8.716068578,-6.950781249,-73.5625,-42.41875,51.60625,10.54074097,118.3404846,659.5136719,-0.009338378906,-1.953125,-11.74963379,661.4667969,-0.3530529790854409,-5.003619109998457
364,16.59581032,39.55369463,54.60702385,144.55201098,-1.742921431,27.58716038,7.635380301,8.72494378,-6.74609375,-73.875,-42.71875,52.0,10.10015869,118.9465027,659.8398438,-0.009002685547,-1.6328125,-11.3062439,661.4726563,-0.35061724411746015,-4.982920575537562
365,16.71843728,39.60714672,54.67605292,144.56068841,-1.677507658,27.60699759,7.648523964,8.734014243,-6.68125,-74.2125,-42.4125,52.1875,10.15338135,118.5881653,659.8632813,0.3964233398,-1.318359375,-11.31845093,661.1816406,-0.3482576246709485,-4.961660783954042
366,16.84106423,39.66059881,54.74508198,144.56936584,-1.612093885,27.6268348,7.661667626,8.743084707,-6.61640625,-74.55,-42.10625,52.375,10.16287231,118.5967407,659.40625,0.3969421387,-1.646484375,-11.3270874,661.0527344,-0.3459812672665023,-4.939800914838326
367,16.96369119,39.7140509,54.81411105,144.57804328,-1.546680112,27.64667201,7.674811289,8.752155171,-6.5515625,-74.8875,-41.8,52.5625,10.71206665,119.3928986,658.7617188,-0.4068145752,-1.685546875,-11.32226563,660.4472656,-0.34379387281666124,-4.917301694912889
368,17.08631814,39.767503,54.88314012,144.58672071,-1.481266339,27.66650923,7.687954952,8.761225635,-6.48671875,-75.225,-41.49375,52.75,10.23797607,118.9515228,659.0976563,0.003372192383,-1.349609375,-10.87005615,660.4472656,-0.3416996838291916,-4.894123777819193
369,17.20894509,39.82095509,54.95216918,144.59539814,-1.415852566,27.68634644,7.701098615,8.770296098,-6.421875001,-75.5625,-41.1875,52.9375,10.23797607,118.9515228,659.0976563,0.003372192383,-1.349609375,-10.87005615,660.4472656,-0.33970148618547913,-4.8702281223119765
370,17.33408168,39.87408878,55.0218933,144.60436047000002,-1.348512712,27.70506647,7.713432513,8.779544141,-6.558593751,-76.1125,-41.1875,53.46875,10.68173218,118.9402771,658.9707031,0.003692626953,-1.02734375,-11.31097412,659.9980469,-0.3378006267281902,-4.845576364653864
371,17.45921827,39.92722246,55.09161741,144.6133228,-1.281172858,27.72378651,7.725766412,8.788792184,-6.695312501,-76.6625,-41.1875,54.0,10.24264526,118.9590607,658.9921875,0.002853393555,-1.021484375,-10.87554932,660.0136719,-0.33599704752787746,-4.820131181127372
372,17.58435486,39.98035615,55.16134152,144.62228513,-1.213833004,27.74250655,7.738100311,8.798040227,-6.832031251,-77.2125,-41.1875,54.53125,10.2668457,119.3766479,658.2089844,-0.4076843262,-1.37109375,-10.87960815,659.5800781,-0.33428933703191877,-4.793856636836637
373,17.70949145,40.03348984,55.23106564,144.63124746,-1.146493151,27.76122658,7.750434209,8.80728827,-6.968750001,-77.7625,-41.1875,55.0625,9.236663818,120.0164642,657.6191406,-0.4195404053,-1.982421875,-10.42263794,659.6015625,-0.33267479746042244,-4.766718517358036
374,17.83462804,40.08662352,55.30078975,144.64020978,-1.079153297,27.77994662,7.762768108,8.816536313,-7.105468752,-78.3125,-41.1875,55.59375,9.227935791,120.6007996,657.9394531,-0.4192199707,-1.3515625,-10.41003418,659.2910156,-0.33114952698109257,-4.738684640258346
375,17.96231186,40.13921198,55.37123238,144.64947396,-1.010021157,27.79748062,7.774296737,8.825946841,-7.395312502,-78.5125,-40.575,56.08125,9.365509033,120.6063538,657.9277344,-0.406829834,-1.376953125,-9.97467041,659.3046875,-0.32970851454572825,-4.709725143943811
376,18.08999567,40.19180043,55.44167501,144.65873814,-0.9408890165,27.81501461,7.785825367,8.835357368,-7.685156252,-78.7125,-39.9625,56.56875,8.808288574,120.6678619,657.6582031,-0.4192047119,-1.66015625,-9.991424561,659.3183594,-0.32834574492421226,-4.67981275169871
377,18.21767949,40.24438888,55.51211764,144.66800231,-0.8717568764,27.83254861,7.797353997,8.844767895,-7.975000002,-78.9125,-39.35,57.05625,8.344818115,121.2595673,657.8417969,-0.4192047119,-1.66015625,-9.527954102,659.5019531,-0.3270543114069584,-4.648923009178538
378,18.34536331,40.29697733,55.58256028,144.67726649,-0.8026247363,27.85008261,7.808882626,8.854178423,-8.264843752,-79.1125,-38.7375,57.54375,8.916046143,121.2433624,657.5136719,-0.4068145752,-1.685546875,-9.526245117,659.1992188,-0.32582653373049747,-4.617034494102848
379,18.47304712,40.34956578,55.65300291,144.68653067,-0.7334925961,27.86761661,7.820411256,8.86358895,-8.554687502,-79.3125,-38.125,58.03125,7.45199585,121.240509,657.5566406,-0.4192199707,-1.3515625,-8.634094238,658.9082031,-0.32465407890654113,-4.584128997387667
380,18.60333019,40.40133954,55.72422219,144.69612892,-0.6627451427,27.88389178,7.8311469,8.873150897,-8.870312502,-79.7875,-37.5625,58.3,7.900787354,121.225647,656.4863281,-0.4190673828,-1.671875,-9.071899414,658.1582031,-0.32352808277355155,-4.5501916753404545
381,18.73361326,40.45311329,55.79544147,144.70572717,-0.5919976893,27.90016694,7.841882545,8.882712844,-9.185937502,-80.2625,-37.0,58.56875,7.888122559,121.2219849,656.5019531,-0.4192199707,-1.3515625,-9.070220947,657.8535156,-0.3224392702360719,-4.515211172772034
382,18.86389633,40.50488704,55.86666076,144.71532542,-0.5212502358,27.9164421,7.852618189,8.892274791,-9.501562502,-80.7375,-36.4375,58.8375,7.435424805,121.8556061,656.484375,-0.419052124,-2.0,-8.619537354,658.484375,-0.32137807232790644,-4.479179717044938
383,18.99417941,40.5566608,55.93788004,144.72492367,-0.4505027824,27.93271727,7.863353834,8.901836738,-9.817187502,-81.2125,-35.875,59.10625,7.445556641,122.4928436,656.8085938,-0.4187164307,-1.6796875,-8.626861572,658.4882813,-0.32033473848483246,-4.442093183275513
384,19.12446248,40.60843455,56.00909932,144.73452192,-0.379755329,27.94899243,7.874089478,8.911398684,-10.1328125,-81.6875,-35.3125,59.375,7.443725586,122.4933319,656.828125,-0.4192047119,-1.66015625,-8.626861572,658.4882813,-0.3192994427701002,-4.403951131152303
385,19.25739974,40.65910545,56.08117033,144.74450259,-0.3075987196,27.96392927,7.884049805,8.921102436,-10.3515625,-82.0875,-35.35625,59.85,7.45501709,122.4972992,656.4902344,-0.4193878174,-2.302734375,-8.629974365,658.7929688,-0.31826238322872263,-4.364756814086054
386,19.390337,40.70977634,56.15324134,144.75448326,-0.2354421103,27.97886612,7.894010132,8.930806188,-10.5703125,-82.4875,-35.4,60.325,7.002197266,123.1273193,657.1289063,-0.4194030762,-1.9921875,-8.176116943,659.1210938,-0.31721387400764495,-4.324517161675596
387,19.52327427,40.76044724,56.22531235,144.76446393999998,-0.163285501,27.99380296,7.903970459,8.94050994,-10.7890625,-82.8875,-35.44375,60.8,7.005371094,123.1311035,657.4316406,-0.4194030762,-1.9921875,-8.179290771,659.4238281,-0.3161444303482679,-4.283242736814219
388,19.65621153,40.81111814,56.29738336,144.77444461,-0.09112889166,28.0087398,7.913930786,8.950213692,-11.0078125,-83.2875,-35.4875,61.275,6.979705811,122.7170715,656.8457031,-0.009185791016,-2.2734375,-8.177581787,659.1191406,-0.31504484703189944,-4.240947669156682
389,19.7891488,40.86178903,56.36945437,144.78442528,-0.01897228233,28.02367664,7.923891112,8.959917444,-11.2265625,-83.6875,-35.53125,61.75,7.077392578,123.2835083,656.8261719,0.003204345703,-2.30078125,-7.702301025,659.1269531,-0.3139062713220351,-4.197649566999932
390,19.92478157,40.9110856,56.44244381,144.79485164,0.0543854766,28.03719088,7.933098237,8.969757474,-11.2078125,-83.9875,-36.13125,62.175,6.960601807,123.330368,656.8300781,-0.008682250977,-2.6015625,-8.157684326,659.4316406,-0.312720271843028,-4.153369409799598
391,20.06041435,40.96038216,56.51543324,144.805278,0.1277432355,28.05070512,7.942305362,8.979597504,-11.1890625,-84.2875,-36.73125,62.6,7.586853027,123.1240387,657.6835938,-0.4065093994,-2.34765625,-8.186981201,660.03125,-0.3114789050652273,-4.108131423544555
392,20.19604713,41.00967872,56.58842268,144.81570435999998,0.2011009945,28.06421935,7.951512487,8.989437533,-11.1703125,-84.5875,-37.33125,63.025,7.583618164,122.9142914,658.4550781,0.4099884033,-2.322265625,-8.16305542,660.7773438,-0.31017478106467505,-4.0619629410935785
393,20.33167991,41.05897529,56.66141212,144.82613072,0.2744587534,28.07773359,7.960719612,8.999277563,-11.1515625,-84.8875,-37.93125,63.45,7.580780029,122.9146271,658.1328125,0.40965271,-2.64453125,-8.16305542,660.7773438,-0.3088011300239734,-4.014894249405768
394,20.46731269,41.10827185,56.73440155,144.83655708,0.3478165123,28.09124783,7.969926737,9.009117593,-11.1328125,-85.1875,-38.53125001,63.875,6.53918457,123.3237915,658.8964844,0.01516723633,-2.62890625,-7.726654053,661.5253906,-0.30735187062512587,-3.9669584254382806
395,20.60565376,41.15597615,56.80833962,144.84750334,0.4221992475,28.10325362,7.978406063,9.01909358,-10.93125,-85.6875,-39.41875001,64.2125,7.668304443,123.3509979,659.5292969,-0.008255004883,-2.30078125,-7.729827881,661.8300781,-0.30582168107940894,-3.918191162370859
396,20.74399484,41.20368045,56.88227768,144.85844961,0.4965819826,28.11525941,7.986885388,9.029069567,-10.7296875,-86.1875,-40.30625001,64.55,7.073181152,124.6131439,660.1972656,-0.02079772949,-1.953125,-7.718719482,662.1503906,-0.30420607300357533,-3.868630587715616
397,20.88233592,41.25138476,56.95621575,144.86939587,0.5709647177,28.1272652,7.995364714,9.039045554,-10.528125,-86.6875,-41.19375001,64.8875,7.104309082,124.3653717,660.7617188,-0.4068145752,-1.685546875,-7.714508057,662.4472656,-0.30250146772043685,-3.818317074748543
398,21.020677,41.29908906,57.03015381,144.88034213,0.6453474529,28.13927098,8.003844039,9.049021541,-10.3265625,-87.1875,-42.08125001,65.225,7.527160645,125.5988312,661.0625,-0.4068145752,-1.685546875,-8.137359619,662.7480469,-0.3007052740275672,-3.767293048559553
399,21.15901807,41.34679336,57.10409188,144.8912884,0.719730188,28.15127677,8.012323365,9.058997528,-10.125,-87.6875,-42.96875001,65.5625,6.954223633,125.6112213,661.0878906,-0.4192047119,-1.66015625,-8.137359619,662.7480469,-0.29881596622476647,-3.7156027878635904
400,21.30003916,41.39277074,57.17895441,144.90283487,0.7976809136,28.16159518,8.020994739,9.0683258,-10.0359375,-88.125,-44.59375001,66.025,6.07434082,125.6038055,661.7128906,-0.4192047119,-1.66015625,-7.257476807,663.3730469,-0.2968331611782577,-3.663292223527713
401,21.44106024,41.43874811,57.25381694,144.91438134,0.8756316391,28.17191359,8.029666112,9.077654071,-9.946874999,-88.5625,-46.21875001,66.4875,6.647277832,125.5914154,661.6875,-0.4068145752,-1.685546875,-7.257476807,663.3730469,-0.2947576932569148,-3.6104087345552194
402,21.58208132,41.48472549,57.32867946,144.92592782,0.9535823647,28.182232,8.038337486,9.086982343,-9.857812499,-89.0,-47.84375001,66.95,6.61618042,125.1810303,662.3574219,0.003570556641,-1.015625,-7.257476807,663.3730469,-0.29259168604254915,-3.557000942090385
403,21.7231024,41.53070286,57.40354199,144.93747429,1.03153309,28.19255041,8.04700886,9.096310614,-9.768749999,-89.4375,-49.46875001,67.4125,6.058837891,126.2122498,663.3925781,-0.4188842773,-1.029296875,-7.238128662,664.421875,-0.2903386198065678,-3.5031185019352318
404,21.86412348,41.57668023,57.47840452,144.94902076,1.109483816,28.20286882,8.055680234,9.105638886,-9.6796875,-89.875,-51.09375001,67.875,6.632080078,126.2039795,663.3476563,-0.406829834,-1.376953125,-7.241241455,664.7246094,-0.2880033937884135,-3.4488118961156213
405,22.00774461,41.62089453,57.55410673,144.96124694,1.188346978,28.21144699,8.063711093,9.115092338,-9.6671875,-90.6375,-52.28750001,68.1625,5.498931885,126.2086945,663.6757813,-0.4077606201,-1.3515625,-7.244415283,665.0273438,-0.2855923822232856,-3.394132224140925
406,22.15136573,41.66510883,57.62980895,144.97347311,1.26721014,28.22002516,8.071741952,9.12454579,-9.6546875,-91.4,-53.48125001,68.45,6.948913574,126.2333832,663.3535156,-0.4192047119,-1.66015625,-8.132049561,665.0136719,-0.2831134828868213,-3.3391309946845498
407,22.29498685,41.70932313,57.70551116,144.98569929,1.346073302,28.22860333,8.079772811,9.133999242,-9.6421875,-92.1625,-54.67500001,68.7375,6.958190918,126.2294159,662.7285156,-0.419052124,-1.98046875,-8.130340576,664.7089844,-0.2805761567503884,-3.283859918430767
408,22.43860798,41.75353743,57.78121338,144.99792546,1.424936465,28.23718151,8.087803671,9.143452694,-9.6296875,-92.925,-55.86875001,69.025,6.94720459,126.2295685,663.0488281,-0.4192047119,-1.66015625,-8.130340576,664.7089844,-0.2779914572375894,-3.2283707028277284
409,22.5822291,41.79775173,57.85691559,145.01015164,1.503799627,28.24575968,8.09583453,9.152906146,-9.6171875,-93.6875,-57.0625,69.3125,7.480285645,127.4431,663.6503906,-0.4068145752,-1.685546875,-8.090484619,665.3359375,-0.2753720476051406,-3.172714849532918
410,22.72832148,41.84026125,57.93332121,145.02312782,1.583564032,28.25252216,8.103256085,9.162501406,-9.603125,-94.4375,-56.88125,69.9,6.461517334,127.0630493,663.3964844,-0.008850097656,-1.953125,-7.656555176,665.3496094,-0.27273220518377966,-3.1169434554516204
411,22.87441386,41.88277077,58.00972683,145.03610399000002,1.663328438,28.25928465,8.110677641,9.172096665,-9.5890625,-95.1875,-56.7,70.4875,6.491088867,128.1070251,663.3789063,-0.4190673828,-1.671875,-7.662200928,665.0507813,-0.27008781153719275,-3.0611070183509437
412,23.02050624,41.9252803,58.08613246,145.04908017,1.743092844,28.26604714,8.118099196,9.181691925,-9.575,-95.9375,-56.51875,71.075,7.034179688,127.6916351,663.2695313,0.003372192383,-1.349609375,-7.666259766,664.6191406,-0.26745632788744084,-3.0052552479232086
413,23.16659862,41.96778982,58.16253808,145.06205634,1.822857249,28.27280962,8.125520752,9.191287184,-9.5609375,-96.6875,-56.3375,71.6625,6.949981689,127.0457153,663.6660156,-0.01327514648,-1.365234375,-8.090270996,665.03125,-0.26485675534854425,-2.9494368828249327
414,23.312691,42.01029935,58.2389437,145.07503252,1.902621655,28.27957211,8.132942307,9.200882444,-9.546874999,-97.4375,-56.15625,72.25,6.911193848,127.4586945,662.9394531,-0.4192047119,-1.66015625,-8.094329834,664.5996094,-0.26230957964445806,-2.8936995137723733
415,23.46109003,42.05123245,58.31588243,145.08881193,1.983307816,28.28445054,8.139787586,9.210638392,-9.399999999,-98.1875,-56.09375,72.6,7.457183838,127.0290527,663.3730469,0.003387451172,-1.658203125,-8.090270996,665.03125,-0.2598367001299295,-2.8380894124093223
416,23.60948906,42.09216555,58.39282117,145.10259135,2.063993978,28.28932897,8.146632864,9.220394341,-9.253124999,-98.9375,-56.03125,72.95,7.923980713,128.0625,662.9882813,-0.4066467285,-2.3359375,-8.53616333,665.3242188,-0.2574613431289606,-2.7826513654212666
417,23.75788809,42.13309865,58.4697599,145.11637076,2.144680139,28.29420739,8.153478143,9.23015029,-9.106249999,-99.6875,-55.96875,73.3,7.964111328,127.6527405,662.6699219,-0.0007019042969,-2.3515625,-8.534454346,665.0214844,-0.25520795983002487,-2.727428513223491
418,23.90628712,42.17403175,58.54669863,145.13015018,2.2253663,28.29908582,8.160323422,9.239906239,-8.959374999,-100.4375,-55.90625,73.65,8.384552002,127.8911438,662.2792969,0.4091491699,-2.31640625,-8.96762085,664.5957031,-0.253102109110776,-2.6724621925576124
419,24.05468615,42.21496485,58.62363736,145.14392959,2.306052462,28.30396425,8.1671687,9.249662188,-8.812499998,-101.1875,-55.84375,74.0,7.888946533,127.6776123,662.625,0.003051757813,-1.98046875,-8.524871826,664.6054688,-0.25117032561961444,-2.6177917826132666
420,24.2052044,42.25449344,58.70091825,145.1585419,2.387695107,28.30689703,8.173474915,9.259600651,-8.517187498,-102.0625,-55.54375,74.2125,7.897460938,128.7069244,662.4785156,-0.4071502686,-2.0078125,-8.510467529,664.4863281,-0.24943997325833353,-2.56345455483566
421,24.35572266,42.29402204,58.77819913,145.17315421,2.469337753,28.3098298,8.179781131,9.269539113,-8.221874998,-102.9375,-55.24375,74.425,8.367095947,128.716217,663.09375,-0.406829834,-1.376953125,-8.976257324,664.4707031,-0.24793908395922193,-2.509485527138178
422,24.50624091,42.33355063,58.85548002,145.18776652,2.550980398,28.31276258,8.186087346,9.279477576,-7.926562498,-103.8125,-54.94375,74.6375,8.189849854,128.6781158,662.90625,-0.4195404053,-1.982421875,-9.375823975,664.8886719,-0.2466961813417516,-2.455917323516312
