Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque,Back Torque
608,47.52059154,52.62846667,66.71916901,149.60952901,19.34627515,23.17756132,11.42299827,11.49984408,13.4328125,-17.51875,94.33750001,132.175,-22.27947998,-45.98352051,873.3320313,140.6651917,523.125,-69.3168335,350.2070313,19.305237190266944,0.3971636406233447
609,47.5613314,52.75486725,66.6561768,149.63774724,19.44603735,23.12437742,11.47939072,11.50194342,13.9296875,-16.859375,95.81250001,132.875,-22.49472046,-47.84719849,874.796875,141.9095459,525.3476563,-70.19656372,349.4492188,19.515724225500733,0.4349402577544951
610,47.5974181,52.88688307,66.57984255,149.66486355,19.54670549,23.06980328,11.53752273,11.50224668,14.0484375,-16.2359375,97.17500001,133.7,-24.20541382,-52.17892456,877.7109375,144.3993835,529.8046875,-70.67037964,347.90625,19.725332601839963,0.47399214199596584
611,47.6335048,53.01889889,66.50350831,149.69197987,19.64737362,23.01522914,11.59565475,11.50254994,14.1671875,-15.6125,98.53750001,134.525,-25.50033569,-56.30722046,878.9355469,146.0491028,534.9277344,-71.58648682,344.0078125,19.93375312174419,0.5141874070051891
612,47.6695915,53.15091471,66.42717406,149.71909618,19.74804176,22.960655,11.65378676,11.5028532,14.2859375,-14.9890625,99.90000001,135.35,-26.02114868,-57.33654785,879.8144531,146.4658203,537.1601563,-71.60418701,342.6542969,20.14065754684434,0.5553891567425767
613,47.70567821,53.28293053,66.35083981,149.74621249,19.84870989,22.90608086,11.71191877,11.50315646,14.4046875,-14.365625,101.2625,136.175,-27.85180664,-59.39385986,881.1679688,148.5327148,541.953125,-72.48486328,339.2148438,20.345700982940187,0.5974560640521027
614,47.74176491,53.41494635,66.27450557,149.7733288,19.94937803,22.85150673,11.77005079,11.50345972,14.5234375,-13.74218749,102.625,137.0,-29.73019409,-60.84338379,881.5253906,150.5989685,547.3964844,-73.32962036,334.1289063,20.54852446150159,0.6402429817340975
615,47.7734634,53.55230307,66.18403266,149.79935633,20.05091838,22.79564067,11.82957945,11.50192307,14.5796875,-12.88593749,104.5125,138.175,-30.82992554,-61.27761841,881.7773438,151.026886,549.296875,-73.32254028,332.4804688,20.748757681366552,0.6836015826068963
616,47.80516189,53.6896598,66.09355975,149.82538385,20.15245874,22.73977462,11.88910811,11.50038641,14.6359375,-12.02968749,106.4,139.35,-32.16403198,-61.88586426,881.3847656,152.2415466,552.8183594,-74.16238403,328.5664063,20.946021873492654,0.7273810249275537
617,47.83686038,53.82701653,66.00308684,149.85141138,20.25399909,22.68390857,11.94863677,11.49884975,14.6921875,-11.17343749,108.2875,140.525,-32.75260925,-63.72833252,879.359375,153.4807739,555.3164063,-74.6065979,324.0429688,21.13993275168688,0.7714286393667524
618,47.86855887,53.96437326,65.91261394,149.87743891,20.35553944,22.62804252,12.00816543,11.49731309,14.7484375,-10.31718749,110.175,141.7,-33.4624176,-63.74993896,878.0273438,153.4797974,555.6503906,-75.03210449,322.3769531,21.33010351306536,0.8155906336823185
619,47.90025736,54.10172999,65.82214103,149.90346644,20.4570798,22.57217647,12.0676941,11.49577643,14.8046875,-9.460937497,112.0625,142.875,-32.99276733,-65.02124023,875.2050781,154.7254333,556.8789063,-75.45135498,318.3261719,21.51614785322143,0.8597128113601232
620,47.9278096,54.24410823,65.71667173,149.92848347,20.5594368,22.51512568,12.1282751,11.49238635,14.9640625,-9.010156247,113.95,143.925,-33.21110535,-65.43914795,871.4316406,155.1546936,556.546875,-76.32913208,314.8847656,21.697682962339503,0.9036413006855915
621,47.95536184,54.38648647,65.61120242,149.9535005,20.66179381,22.45807488,12.1888561,11.48899626,15.1234375,-8.559374997,115.8375,144.975,-32.75001526,-66.42886353,870.0898438,155.565033,556.2539063,-76.80215454,313.8359375,21.87433246969672,0.9472232907996593
622,47.98291408,54.52886471,65.50573312,149.97851753,20.76415081,22.40102409,12.2494371,11.48560618,15.2828125,-8.108593747,117.725,146.025,-32.40988159,-68.11795044,866.7402344,155.9832764,555.921875,-77.66119385,310.8183594,22.04572930536242,0.990307771157081
623,48.01046632,54.67124295,65.40026382,150.00353456,20.86650782,22.3439733,12.31001811,11.48221609,15.4421875,-7.657812497,119.6125,147.075,-33.03901672,-69.74429321,863.40625,156.388092,555.2910156,-78.11837769,308.1152344,22.2115184497002,1.0327462704405002
624,48.03801856,54.81362119,65.29479451,150.02855159,20.96886482,22.28692251,12.37059911,11.47882601,15.6015625,-7.207031244,121.5,148.125,-33.13128662,-70.18173218,862.359375,156.8049927,555.6035156,-78.5484314,306.7558594,22.371359543552316,1.0743935905218693
625,48.06163338,54.96066769,65.17339399,150.05270667,21.07196177,22.2287995,12.43188892,11.47360189,15.6625,-6.376171869,123.125,149.25,-34.34391785,-72.0369873,859.1640625,158.0377808,554.9765625,-78.97677612,304.1875,22.524929334552112,1.115108530721544
626,48.08524821,55.10771419,65.05199348,150.07686175999999,21.17505871,22.17067649,12.49317874,11.46837778,15.7234375,-5.545312494,124.75,150.375,-36.02513123,-73.4666748,856.5625,158.8409119,555.9824219,-78.98110962,300.5800781,22.671923937609378,1.1547545975720608
627,48.10886304,55.25476068,64.93059296,150.10101685,21.27815565,22.11255348,12.55446855,11.46315366,15.784375,-4.714453119,126.375,151.5,-36.54789734,-73.87960815,854.7675781,159.2583313,555.9667969,-78.9798584,298.8007813,22.812060890087388,1.1932006955736916
628,48.13247787,55.40180718,64.80919244,150.12517194,21.3812526,22.05443047,12.61575837,11.45792955,15.8453125,-3.883593744,128.0,152.625,-36.63296509,-75.08602905,851.6503906,160.4920654,556.5820313,-79.41760254,295.0683594,22.945080984481518,1.2303217949270002
629,48.1560927,55.54885367,64.68779192,150.14932702,21.48434954,21.99630746,12.67704818,11.45270543,15.90625,-3.052734372,129.625,153.75,-38.16027832,-76.97915649,847.5058594,161.7376404,557.2148438,-78.97467041,290.2910156,23.07074986348946,1.2659995727960314
630,48.17593375,55.70019926,64.54943433,150.17284039,21.58809076,21.93722857,12.73870469,11.44570063,15.95625,-2.639355466,131.05,155.0,-38.73696899,-76.98599243,845.7363281,161.7489624,557.2246094,-78.97341919,288.5117188,23.188859364275828,1.300123025157624
631,48.1957748,55.85154484,64.41107673,150.19635375000001,21.69183198,21.87814968,12.8003612,11.43869584,16.00625,-2.22597656,132.475,156.25,-39.67871094,-77.8036499,841.6933594,162.5730286,557.5078125,-78.51873779,284.1855469,23.299228600688796,1.3325890466190917
632,48.21561585,56.00289042,64.27271914,150.21986711,21.79557319,21.81907079,12.86201771,11.43169104,16.05625,-1.812597653,133.9,157.5,-40.67616272,-80.51025391,838.0039063,163.4008179,558.1621094,-78.07394409,279.8417969,23.40170477449383,1.3633029756689246
633,48.2354569,56.154236,64.13436154,150.24338047,21.89931441,21.7599919,12.92367422,11.42468624,16.10625,-1.399218747,135.325,158.75,-41.10957336,-81.15402222,836.9628906,163.4007874,558.4726563,-77.63949585,278.4902344,23.496163709555834,1.3921791026770953
634,48.25529795,56.30558158,63.99600394,150.26689383000001,22.00305563,21.70091301,12.98533073,11.41768144,16.15625,-0.985839839,136.75,160.0,-42.65843201,-82.18811035,833.6601563,163.8062744,558.1542969,-77.18432617,275.5058594,23.5825101063174,1.4191411377174823
635,48.27147587,56.46086482,63.83955965,150.2900529,22.1073335,21.64099509,13.04701281,11.40898448,15.81875,-0.3222656202,138.425,161.15,-43.61499023,-84.28466797,830.7050781,164.6054688,559.1210938,-76.72607422,271.5839844,23.660677517723244,1.4441226351191487
636,48.28765378,56.61614806,63.68311535,150.31321197,22.21161136,21.58107718,13.10869489,11.40028752,15.48125,0.3413085985,140.1,162.3,-44.07771301,-84.67950439,829.7109375,165.0156555,559.4570313,-76.2852478,270.2539063,23.73062805166947,1.4670673716498008
637,48.3038317,56.7714313,63.52667105,150.33637103,22.31588923,21.52115926,13.17037697,11.39159056,15.14375,1.004882817,141.775,163.45,-43.58732605,-86.30722046,827.9433594,165.421814,560.3945313,-76.7409668,267.5488281,23.792351808768053,1.4879296753856923
638,48.32000962,56.92671454,63.37022676,150.3595301,22.4201671,21.46124135,13.23205905,11.3828936,14.80625,1.668457036,143.45,164.6,-43.45610046,-88.01785278,826.1171875,165.8401184,563.2246094,-76.28070068,262.8925781,23.84586606738754,1.5066747026120424
639,48.33618754,57.08199778,63.21378246,150.38268917,22.52444496,21.40132343,13.29374113,11.37419664,14.46874999,2.332031255,145.125,165.75,-43.99401855,-88.20098877,824.9726563,165.4176941,563.8671875,-76.30102539,261.1054688,23.89121423044436,1.5232786605220765
640,48.34875602,57.24088624,63.03801625,150.40584138,22.62914532,21.34068319,13.35510645,11.36392369,13.40468749,3.092187505,146.65,166.925,-43.88482666,-89.07369995,823.1953125,166.2458801,566.4257813,-75.83248901,256.7695313,23.92846455039467,1.5377289740002589
641,48.3613245,57.3997747,62.86225004,150.42899359,22.73384568,21.28004295,13.41647178,11.35365074,12.34062499,3.852343755,148.175,168.1,-43.82785034,-90.53433228,822.0292969,167.0574036,569.6054688,-75.80587769,252.4238281,23.95770865048696,1.5500243952773387
642,48.37389298,57.55866316,62.68648384,150.4521458,22.83854605,21.21940271,13.4778371,11.3433778,11.27656249,4.612500005,149.7,169.275,-43.84065247,-90.53146362,821.5351563,167.0570068,571.1933594,-75.80001831,250.3417969,23.979059861659437,1.5601750555998533
643,48.38646146,57.71755162,62.51071763,150.47529801,22.94324641,21.15876247,13.53920242,11.33310485,10.21249999,5.372656255,151.225,170.45,-43.18161011,-92.17745972,821.3164063,167.4676208,574.7050781,-75.36877441,246.6113281,23.99265139552531,1.5682024582311882
644,48.39902994,57.87644008,62.33495142,150.49845022,23.04794677,21.09812223,13.60056775,11.3228319,9.148437491,6.132812504,152.75,171.625,-43.05978394,-92.63284302,820.359375,167.8852539,578.8242188,-74.8968811,241.5351563,23.99863437472431,1.5741394122179861
645,48.40798268,58.03864991,62.13853182,150.52199228,23.15295773,21.0368785,13.66127033,11.3111185,7.969140616,6.646875004,154.775,173.325,-43.05775452,-93.45446777,820.0175781,168.700531,580.1328125,-74.88983154,239.8847656,23.99717574261703,1.5780299065824197
646,48.41693543,58.20085973,61.94211223,150.54553433,23.2579687,20.97563477,13.72197291,11.29940511,6.789843741,7.160937504,156.8,175.025,-42.80137634,-95.13345337,820.1953125,169.107605,583.6074219,-73.99954224,236.5878906,23.988456075000684,1.5799289250018624
647,48.42588817,58.36306956,61.74569263,150.56907638,23.36297967,20.91439104,13.78267549,11.28769171,5.610546866,7.675000004,158.825,176.725,-42.52902222,-97.19430542,818.6445313,169.9248352,587.4414063,-73.13516235,231.203125,23.97266731737018,1.579902201555799
648,48.43484092,58.52527939,61.54927304,150.59261843000002,23.46799063,20.85314731,13.84337807,11.27597831,4.431249991,8.189062504,160.85,178.425,-41.94265747,-98.22998047,817.2011719,170.3198242,588.3886719,-73.12167358,228.8125,23.950010472268612,1.5780259186433623
649,48.44379366,58.68748921,61.35285344,150.61616048,23.5730016,20.79190359,13.90408065,11.26426492,3.251953115,8.703125004,162.875,180.125,-43.40663147,-100.3030396,817.4492188,171.1230774,591.6289063,-72.2359314,225.8203125,23.920693262341096,1.5743863485768808
650,48.44906491,58.85280035,61.1343782,150.64052644,23.67822508,20.73018103,13.96376881,11.2512594,1.909765615,9.232812504,164.525,181.325,-42.78855896,-102.7854614,817.1152344,172.3571777,595.7753906,-72.23959351,221.3398438,23.88492779560053,1.5690794405432915
651,48.45433616,59.01811148,60.91590297,150.66489239999999,23.78344856,20.66845848,14.02345698,11.23825388,0.5675781153,9.762500004,166.175,182.525,-43.23904419,-102.7721863,817.078125,172.3572083,597.3769531,-71.79425049,219.7011719,23.842928259911577,1.5622103546195514
652,48.45960741,59.18342261,60.69742773,150.68925836,23.88867204,20.60673592,14.08314514,11.22524837,-0.7746093847,10.2921875,167.825,183.725,-43.05488586,-105.6818237,816.3359375,173.9732666,600.25,-71.33764648,216.0859375,23.794908673709575,1.5538929444748009
653,48.46487866,59.34873374,60.47895249,150.71362432,23.99389551,20.54501337,14.1428333,11.21224285,-2.116796885,10.821875,169.475,184.925,-43.83322144,-108.0159607,815.4902344,174.367981,603.75,-69.98562622,211.7402344,23.741080719575372,1.5442491904361422
654,48.4701499,59.51404487,60.26047725,150.73799028,24.09911899,20.48329081,14.20252146,11.19923733,-3.458984384,11.3515625,171.125,186.125,-44.23648071,-108.4032288,815.0117188,174.7738953,605.3378906,-69.54568481,209.6738281,23.68165168657038,1.5334085847977326
655,48.47161734,59.68231642,60.0185034,150.7636364,24.20448079,20.421223,14.26083924,11.1850925,-4.656250009,11.9015625,173.1,187.575,-43.92733765,-109.8465271,815.4160156,175.5861511,609.7734375,-68.66513062,205.6425781,23.616822546076637,1.5215074716315353
656,48.47308477,59.85058797,59.77652955,150.78928252,24.30984258,20.35915519,14.31915703,11.17094766,-5.853515634,12.4515625,175.075,189.025,-44.69725037,-111.9649048,814.6894531,176.4150696,614.2480469,-67.33001709,200.4414063,23.546786184049974,1.5086883439310403
657,48.4745522,60.01885951,59.53455571,150.81492864,24.41520438,20.29708738,14.37747481,11.15680282,-7.050781259,13.0015625,177.05,190.475,-45.56866455,-113.410553,814.6699219,177.2310486,615.8730469,-66.45690918,198.796875,23.471725810020516,1.4950991016599715
658,48.47601963,60.18713106,59.29258186,150.84057476,24.52056617,20.23501957,14.43579259,11.14265799,-8.248046884,13.5515625,179.025,191.925,-46.42221069,-114.2504883,815.2167969,178.0429382,620.0078125,-65.54919434,195.2089844,23.39181356009638,1.4808922750554572
659,48.47748706,60.3554026,59.05060801,150.86622088000001,24.62592797,20.17295176,14.49411038,11.12851315,-9.445312507,14.10156251,181.0,193.375,-46.59500122,-115.9043274,813.84375,178.4506226,624.4335938,-64.2230835,189.4101563,23.30720930800645,1.4662242181634773
660,48.47497561,60.52658429,58.78368369,150.89360847,24.73137997,20.11068046,14.5507019,11.11338034,-10.35000001,14.99375001,182.75,194.875,-47.47698975,-116.5229492,813.9960938,178.4504395,626.3574219,-63.35726929,187.6386719,23.21805969509884,1.4512542779499673
661,48.47246415,60.69776598,58.51675936,150.92099607,24.83683197,20.04840915,14.60729343,11.09824753,-11.25468751,15.88593751,184.5,196.375,-47.35108948,-119.0535583,813.9082031,179.6836548,630.1875,-62.89746094,183.7207031,23.12449738720459,1.4361439444531592
662,48.4699527,60.86894767,58.24983504,150.94838367,24.94228397,19.98613785,14.66388495,11.08311473,-12.15937501,16.77812501,186.25,197.875,-47.50827026,-121.9541626,812.9296875,180.0910034,633.9824219,-61.59082031,178.9472656,23.026640563292183,1.4210559874043311
663,48.46744124,61.04012935,57.98291072,150.97577126,25.04773597,19.92386654,14.72047648,11.06798192,-13.06406251,17.67031251,188.0,199.375,-47.52713013,-121.9536743,812.78125,180.091217,635.9160156,-61.58633423,176.8652344,22.92459263788874,1.406153584590963
664,48.46492979,61.21131104,57.71598639,151.00315885999998,25.15318797,19.86159524,14.777068,11.05284911,-13.96875001,18.56250001,189.75,200.875,-47.90504456,-124.2607727,812.3105469,180.4900818,639.7890625,-60.68649292,172.5214844,22.8184422164494,1.3915994469855206
665,48.45821512,61.38544772,57.42269374,151.03274001,25.25870451,19.79926889,14.83158189,11.03687011,-14.68437501,19.62500001,191.45,202.225,-47.16130066,-126.9706726,811.9863281,181.3025818,644.8691406,-60.24874878,167.1171875,22.708263280297423,1.3775549453892566
666,48.45150046,61.5595844,57.12940109,151.06232115,25.36422105,19.73694254,14.88609577,11.02089112,-15.40000001,20.68750001,193.15,203.575,-47.16003418,-127.581665,812.1621094,181.3021851,647.4414063,-60.26419067,164.7207031,22.59411559537965,1.3641792431723503
667,48.44478579,61.73372108,56.83610844,151.09190230000002,25.46973759,19.67461619,14.94060966,11.00491212,-16.11562501,21.75000001,194.85,204.925,-46.64193726,-128.234375,811.5195313,181.3146057,651.5800781,-60.23883057,159.9394531,22.476045336753135,1.3516284396864042
668,48.43807113,61.90785776,56.54281578,151.12148345,25.57525413,19.61228984,14.99512354,10.98893312,-16.83125001,22.81250001,196.55,206.275,-46.09440613,-131.196167,810.640625,181.708252,657.3378906,-60.21948242,153.3027344,22.35408591835413,1.3400547289879883
669,48.43135646,62.08199444,56.24952313,151.15106459,25.68077067,19.5499635,15.04963743,10.97295412,-17.546875,23.875,198.25,207.625,-45.53451538,-132.0023499,810.5117188,182.5131226,659.5957031,-60.21044922,150.9160156,22.22825901524743,1.3296055784988001
670,48.42017212,62.25922092,55.92854198,151.1832721,25.78634385,19.48773751,15.10173108,10.95624786,-17.896875,24.496875,200.975,209.25,-45.58468628,-133.4860535,808.9355469,182.1306458,663.4257813,-60.22485352,145.5097656,22.098575763317534,1.320422932104862
671,48.40898777,62.4364474,55.60756082,151.2154796,25.89191703,19.42551153,15.15382474,10.9395416,-18.246875,25.11875,203.7,210.875,-43.91610718,-135.8237,808.6015625,182.5253906,668.5058594,-60.19219971,140.0957031,21.96503811927612,1.3126424420250047
672,48.39780343,62.61367389,55.28657967,151.2476871,25.99749021,19.36328555,15.20591839,10.92283534,-18.596875,25.740625,206.425,212.5,-44.37576294,-136.4484558,807.2109375,182.5253906,669.7988281,-59.73873901,137.4121094,21.827640361925084,1.3063927335833032
673,48.38661909,62.79090037,54.96559852,151.2798946,26.10306339,19.30105956,15.25801205,10.90612908,-18.946875,26.3625,209.15,214.125,-43.77635193,-138.7375183,807.0,182.9432373,674.2519531,-59.75366211,132.7480469,21.6863707139312,1.301794706790404
674,48.37543474,62.96812686,54.64461736,151.3121021,26.20863658,19.23883358,15.3101057,10.88942283,-19.296875,26.98437501,211.875,215.75,-44.11395264,-140.6197815,805.296875,182.9313965,678.1152344,-58.87304688,127.1816406,21.541213062061846,1.298960878435534
675,48.35948056,63.14865256,54.29481519,151.34734543,26.31426856,19.17687254,15.35945156,10.87207652,-19.428125,27.83750001,214.225,217.2,-44.56570435,-141.9036255,804.5976563,182.9318848,679.0800781,-58.42666626,125.5175781,21.392148752905022,1.297994768316622
676,48.34352637,63.32917827,53.94501303,151.38258876,26.41990054,19.11491149,15.40879742,10.85473021,-19.559375,28.69062501,216.575,218.65,-44.93286133,-144.8132629,803.375,183.3303223,682.6425781,-57.55249023,120.7324219,21.2391584404697,1.2989903332663861
677,48.32757219,63.50970398,53.59521086,151.41783209,26.52553252,19.05295045,15.45814328,10.83738391,-19.690625,29.54375001,218.925,220.1,-45.70080566,-146.9675598,801.7871094,182.9325256,686.7539063,-56.21813965,115.0332031,21.082223961656283,1.302031452589691
678,48.311618,63.69022969,53.24540869,151.45307542,26.6311645,18.99098941,15.50748914,10.8200376,-19.821875,30.39687501,221.275,221.55,-45.7020874,-148.2239685,800.78125,182.9330444,687.7167969,-56.222229,113.0644531,20.921330215349123,1.3071914682637196
679,48.29566381,63.87075539,52.89560652,151.48831875,26.73679648,18.92902836,15.556835,10.8026913,-19.953125,31.25000001,223.625,223.0,-46.48985291,-151.1213989,799.9707031,183.3320923,690.9394531,-54.91455078,109.03125,20.756467020826705,1.3145327827797866
680,48.27460895,64.05484996,52.51614072,151.52698467,26.84249075,18.86750827,15.60312541,10.78475306,-19.678125,32.30625001,225.525,224.6,-47.8117218,-153.4530334,799.6035156,183.7371826,695.09375,-53.58401489,104.5097656,20.587630931402042,1.3241065169299624
681,48.2535541,64.23894452,52.13667491,151.5656506,26.94818501,18.80598817,15.64941582,10.76681482,-19.403125,33.36250001,227.425,226.2,-47.1161499,-154.6916809,798.9042969,183.737793,696.3476563,-53.1512146,102.5566406,20.414826979773963,1.3359522292408983
682,48.23249924,64.42303909,51.75720911,151.60431652,27.05387928,18.74446808,15.69570623,10.74887658,-19.128125,34.41875001,229.325,227.8,-48.49053955,-156.6308289,797.7734375,183.7375793,699.5625,-51.79919434,98.2109375,20.23807033246304,1.3500976981322073
683,48.21144438,64.60713365,51.3777433,151.64298244,27.15957354,18.68294798,15.74199664,10.73093835,-18.853125,35.47500001,231.225,229.4,-48.3195343,-158.4952698,797.6152344,183.7428894,703.734375,-50.91610718,93.88085938,20.057387831849237,1.366558767191441
684,48.19038952,64.79122822,50.9982775,151.68164837,27.26526781,18.62142789,15.78828704,10.71300011,-18.578125,36.53125001,233.125,231.0,-48.72937012,-159.5448303,797.8554688,184.1487122,705.3300781,-50.48162842,92.52539063,19.87281940572884,1.3853392532511515
685,48.16387531,64.97920781,50.58870938,151.72410473,27.37101985,18.5605366,15.83123898,10.69447206,-18.190625,37.84375001,235.6,233.425,-49.16802979,-161.394165,797.0292969,184.1485291,708.8515625,-50.06433105,88.17773438,19.68441932609463,1.4064309163932913
686,48.1373611,65.16718741,50.17914127,151.7665611,27.4767719,18.49964531,15.87419091,10.67594401,-17.803125,39.15625001,238.075,235.85,-47.47293091,-162.4370728,796.4882813,184.5440674,712.6582031,-50.03634644,83.83007813,19.49225730116477,1.4298134907408175
687,48.11084689,65.35516701,49.76957315,151.80901747000001,27.58252394,18.43875403,15.91714284,10.65741596,-17.415625,40.46875001,240.55,238.275,-47.90415955,-163.5145874,795.765625,184.9501953,713.2851563,-49.57147217,82.48046875,19.296419387562864,1.455454774873496
688,48.08433269,65.54314661,49.36000503,151.85147384,27.68827599,18.37786274,15.96009478,10.63888791,-17.028125,41.78125001,243.025,240.7,-46.37936401,-164.5675049,795.765625,185.3609009,715.8691406,-50.00909424,79.89648438,19.097008712824312,1.4833107807524335
689,48.05781848,65.73112621,48.95043692,151.89393021,27.79402804,18.31697146,16.00304671,10.62035986,-16.640625,43.09375001,245.5,243.125,-45.23178101,-166.8435364,793.9394531,185.7440796,718.0996094,-50.00143433,75.83984375,18.894146001831494,1.513325940091212
690,48.02546719,65.92333214,48.51086022,151.94053361,27.8998121,18.25690668,16.04240863,10.60119819,-16.196875,44.46250001,248.15,244.8,-43.51098633,-167.6764221,793.1953125,185.3230286,719.015625,-50.00857544,74.1796875,18.687969904188655,1.545433367228186
691,47.99311591,66.11553807,48.07128353,151.98713701,28.00559617,18.1968419,16.08177055,10.58203653,-15.753125,45.83125001,250.8,246.475,-42.33580017,-169.9993896,791.4179688,185.7299194,720.5761719,-50.01074219,70.84179688,18.478637122822047,1.5795551777574268
692,47.96076463,66.307744,47.63170683,152.03374042000002,28.11138024,18.13677712,16.12113247,10.56287487,-15.309375,47.20000001,253.45,248.15,-41.06613159,-173.338562,790.5664063,186.5349731,723.7871094,-49.57391357,66.77929688,18.2663223470556,1.6156028624059056
693,47.92841334,66.49994993,47.19213014,152.08034382,28.2171643,18.07671234,16.16049438,10.5437132,-14.865625,48.56875001,256.1,249.825,-40.50288391,-172.9281616,790.2910156,186.1129761,724.7304688,-49.55987549,65.56054688,18.051217995853158,1.6534777157965634
694,47.89606206,66.69215586,46.75255344,152.12694722999998,28.32294837,18.01664756,16.1998563,10.52455154,-14.421875,49.93750001,258.75,251.5,-40.68122864,-176.2997131,788.2675781,186.9300232,726.3203125,-48.23141479,61.94726563,17.833533778754454,1.6930713196640064
695,47.85749483,66.88893302,46.2837256,152.17805293,28.42870298,17.95761423,16.23541987,10.50466419,-13.9703125,51.29375001,261.5,252.45,-40.85083008,-178.6441956,786.7597656,187.3370667,728.8515625,-46.88394165,57.90820313,17.613496083349663,1.734266079667348
696,47.81892761,67.08571019,45.81489776,152.22915863,28.53445759,17.8985809,16.27098343,10.48477683,-13.51875,52.65000001,264.25,253.4,-40.60162354,-179.911499,787.0976563,187.3377075,729.796875,-46.00579834,57.30078125,17.39134719908003,1.7769358141828318
697,47.78036038,67.28248736,45.34606992,152.28026433,28.6402122,17.83954757,16.306547,10.46488948,-13.0671875,54.00625001,267.0,254.35,-40.80224609,-182.6724243,786.1171875,188.1547852,731.3847656,-44.65505981,54.73242188,17.167344387891895,1.8209463925000913
698,47.74179316,67.47926453,44.87724208,152.33137003,28.74596681,17.78051424,16.34211056,10.44500213,-12.615625,55.36250001,269.75,255.3,-41.42559814,-184.9730835,783.3691406,188.5377808,732.6640625,-42.86932373,50.70507813,16.941758813022652,1.8661564188688209
699,47.70322593,67.67604169,44.40841425,152.38247573,28.85172142,17.72148091,16.37767413,10.42511478,-12.1640625,56.71875001,272.5,256.25,-40.71981812,-185.4200745,783.3730469,188.9440002,733.5800781,-42.40771484,49.79296875,16.714874338120026,1.9124179579997227
700,47.65808245,67.87771816,43.91187821,152.43844972,28.95733694,17.66368592,16.40928829,10.40436187,-11.740625,58.62500001,274.6,257.55,-40.93807983,-187.1309509,781.6738281,189.3556213,734.875,-41.06835938,46.79882813,16.48698620996024,1.9595772970286494
701,47.61293896,68.07939462,43.41534218,152.49442372,29.06295245,17.60589093,16.44090245,10.38360897,-11.3171875,60.53125001,276.7,258.85,-40.65913391,-189.4435425,779.9257813,189.7625122,736.1269531,-40.17529297,43.79882813,16.25839963904745,2.0074757386517565
702,47.56779548,68.28107108,42.91880615,152.55039771,29.16856796,17.54809594,16.47251661,10.36285607,-10.89375,62.43750001,278.8,260.15,-39.97879028,-190.0675049,779.6289063,189.7394409,736.4492188,-39.7399292,43.1796875,16.02942829322737,2.0559504200744683
703,47.522652,68.48274755,42.42227012,152.60637171,29.27418348,17.49030095,16.50413077,10.34210317,-10.4703125,64.34375001,280.9,261.45,-40.13285828,-192.416748,777.3300781,190.1468506,736.4101563,-38.39379883,40.91992188,15.800392720208809,2.104835152461746
704,47.47750851,68.68442401,41.92573409,152.6623457,29.37979899,17.43250596,16.53574493,10.32135027,-10.046875,66.25000002,283.0,262.75,-39.44528198,-195.1362915,774.6660156,190.9407349,737.0683594,-37.93008423,37.59765625,15.571618715647311,2.153961275620995
705,47.42545985,68.8912904,41.40391274,152.7235782,29.48511031,17.37615054,16.56333101,10.29955538,-9.671874997,68.53750002,285.45,263.75,-38.88635254,-195.7589111,774.578125,190.9290771,737.71875,-37.92364502,36.859375,15.343435654087395,2.203158522645759
706,47.37341119,69.09815678,40.88209139,152.7848107,29.59042163,17.31979512,16.59091709,10.2777605,-9.296874997,70.82500002,287.9,264.75,-37.6494751,-198.0618896,772.9472656,191.3289185,738.6738281,-37.49090576,34.2734375,15.11617480032882,2.252255889239877
707,47.32136253,69.30502317,40.36027005,152.84604319,29.69573295,17.2634397,16.61850317,10.25596562,-8.921874997,73.11250002,290.35,265.75,-37.3790741,-200.4233093,770.5429688,191.7356262,739.2832031,-36.58108521,31.25976563,14.890167618492498,2.3010825025446504
708,47.26931387,69.51188956,39.8384487,152.90727569,29.80104427,17.20708428,16.64608926,10.23417074,-8.546874997,75.40000002,292.8,266.75,-36.36590576,-201.6719055,770.1054688,191.7236633,739.6113281,-37.03170776,30.49414063,14.665744095202312,2.349468484578357
709,47.21726521,69.71875595,39.31662735,152.96850819,29.90635558,17.15072886,16.67367534,10.21237586,-8.171874998,77.68750002,295.25,267.75,-36.04266357,-203.6046448,769.1113281,191.7445374,739.8378906,-36.14135742,29.2734375,14.443231092011978,2.3972458057918224
710,47.1580331,69.93104191,38.77288031,153.03542645,30.01113652,17.09599637,16.69723656,10.18933654,-7.910937498,80.18750002,297.6,268.45,-36.5246582,-205.3178711,767.1523438,192.1402588,740.1210938,-33.91497803,27.03125,14.22295074070994,2.4442491246071794
711,47.09880099,70.14332787,38.22913326,153.10234472,30.11591746,17.04126388,16.72079777,10.16629723,-7.649999998,82.68750002,299.95,269.15,-36.82937622,-205.9317627,767.1640625,192.1287842,740.4316406,-33.0458374,26.73242188,14.005218893643645,2.490316609098416
