Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque X,Front Torque Y,Back Torque X,Back Torque Y
0,10.92801207,30.93153189,97.95566638,138.35271225,-12.6374981,21.63768233,-1.263827465,9.092361285,0.9962890653,-8.367187496,-26.471875,-60.9,-11.95858765,100.0536957,663.1933594,-0.5921478271,-2.2890625,11.46408081,665.4824219,3.662033081,-0.4214859009,-30.2154541,-29.69973755
1,10.90413506,30.91854212,97.98002002,138.36119959,-12.64875175,21.63638743,-1.275332914,9.129271293,1.35839844,-7.906249996,-26.484375,-60.5625,-11.24533081,100.2266846,661.796875,-0.1851196289,-2.650390625,11.94003296,664.4472656,3.499679565,-0.3340835571,-30.67883301,-29.47683716
2,10.88125273,30.90675745,98.00451744,138.36881261,-12.65989486,21.63575936,-1.286698676,9.166428252,1.675000002,-7.427343746,-26.34375,-60.11875,-12.25543213,100.2532349,661.5332031,-0.1975097656,-2.625,12.37713623,664.1582031,3.481124878,-0.3018569946,-30.80578613,-29.40615845
3,10.85837039,30.89497278,98.02901486,138.37642563,-12.67103796,21.63513129,-1.298064439,9.20358521,1.991601565,-6.948437496,-26.203125,-59.675,-12.29736328,100.6641235,660.5019531,-0.6034240723,-2.91796875,12.37619019,663.4199219,3.629562378,-0.155128479,-31.15686035,-29.290802
4,10.83548805,30.88318811,98.05351229,138.38403865,-12.68218107,21.63450323,-1.309430202,9.240742169,2.308203127,-6.469531246,-26.0625,-59.23125,-13.18328857,100.6173553,659.5761719,-0.579574585,-2.9453125,13.27172852,662.5214844,3.67741394,-0.1541519165,-31.25598145,-29.07400513
5,10.81260572,30.87140344,98.07800971,138.39165167,-12.69332418,21.63387516,-1.320795964,9.277899128,2.62480469,-5.990624996,-25.921875,-58.7875,-13.0411377,100.6504059,659.5722656,-0.5908966064,-3.265625,13.70397949,662.8378906,3.452316284,-0.03549957275,-31.38293457,-29.00393677
6,10.78972338,30.85961877,98.10250714,138.39926469,-12.70446729,21.63324709,-1.332161727,9.315056086,2.941406252,-5.511718747,-25.78125,-58.34375,-14.090271,101.2372589,658.9765625,-0.6027679443,-3.56640625,14.1809082,662.5429688,3.643234253,-0.1580581665,-31.4942627,-28.89651489
7,10.7677673,30.84902489,98.12710324,138.40603524,-12.71548706,21.63326883,-1.343397458,9.352336045,3.247656252,-5.164843747,-25.715625,-57.98125,-14.45822144,100.2392426,659.2773438,-0.1968536377,-3.271484375,14.59176636,662.5488281,3.494308472,-0.3047866821,-31.7755127,-28.78787231
8,10.74581122,30.83843102,98.15169934,138.41280579,-12.72650683,21.63329056,-1.35463319,9.389616003,3.553906252,-4.817968747,-25.65,-57.61875,-15.39724731,100.6320496,659.6230469,-0.602935791,-2.9375,15.47793579,662.5605469,3.647140503,-0.4576187134,-32.02258301,-28.64468384
9,10.72385514,30.82783715,98.17629544,138.41957632999998,-12.7375266,21.6333123,-1.365868921,9.426895962,3.860156252,-4.471093747,-25.584375,-57.25625,-15.39575195,100.632019,659.6230469,-0.602935791,-2.9375,15.47644043,662.5605469,3.647140503,-0.4576187134,-32.31359863,-28.49942017
10,10.70189906,30.81724327,98.20089154,138.42634687999998,-12.74854637,21.63333403,-1.377104653,9.464175921,4.166406252,-4.124218747,-25.51875,-56.89375,-16.28186035,100.6187439,659.6367188,-0.602935791,-2.9375,16.36254883,662.5742188,3.647140503,-0.4576187134,-32.56066895,-28.35623169
11,10.67994298,30.8066494,98.22548764,138.43311743,-12.75956614,21.63335577,-1.388340384,9.501455879,4.472656253,-3.777343748,-25.453125,-56.53125,-16.28186035,100.6187439,659.6367188,-0.602935791,-2.9375,16.36254883,662.5742188,3.647140503,-0.4576187134,-32.56066895,-28.35623169
12,10.65884435,30.79722863,98.2501315,138.43908082000002,-12.7705812,21.63392772,-1.399375234,9.538733889,4.810156253,-3.573046873,-25.553125,-56.19375,-17.16351318,100.6089478,660.2773438,-0.6026000977,-2.615234375,17.24700928,662.8925781,3.852462769,-0.3045425415,-32.66174316,-28.28604126
13,10.63774572,30.78780787,98.27477535,138.44504422,-12.78159626,21.63449968,-1.410410083,9.576011899,5.147656253,-3.368749998,-25.653125,-55.85625,-17.58328247,100.6305084,660.2734375,-0.6024627686,-2.935546875,17.67782593,663.2089844,3.655685425,-0.1526870728,-33.08044434,-28.07070923
14,10.61664709,30.77838711,98.29941921,138.45100761999998,-12.79261132,21.63507163,-1.421444933,9.613289909,5.485156253,-3.164453123,-25.753125,-55.51875,-17.59164429,99.99290466,659.9609375,-0.602432251,-3.244140625,17.68515015,663.2050781,3.848556519,-0.004981994629,-33.07995605,-28.10586548
15,10.59554845,30.76896634,98.32406306,138.45697102,-12.80362637,21.63564359,-1.432479782,9.650567919,5.822656253,-2.960156248,-25.853125,-55.18125,-17.59848022,99.99685669,660.890625,-0.6026000977,-2.615234375,17.68197632,663.5058594,3.852462769,-0.3045425415,-33.22595215,-28.03359985
16,10.57444982,30.75954558,98.34870692,138.46293441,-12.81464143,21.63621554,-1.443514632,9.687845928,6.160156253,-2.755859373,-25.953125,-54.84375,-17.12820435,99.80064392,661.1699219,-1.012802124,-2.33203125,17.23568726,663.5019531,3.643478394,-0.4505386353,-33.5423584,-27.92337036
17,10.55414432,30.75127638,98.37334409,138.46812596,-12.82549502,21.63739154,-1.454382424,9.724972532,6.489843753,-2.557421873,-25.95625,-54.50625,-17.15115356,99.39045715,661.1972656,-0.6026153564,-2.3046875,17.23568726,663.5019531,3.660079956,-0.452003479,-33.5423584,-27.92337036
18,10.53383882,30.74300718,98.39798126,138.47331751000002,-12.8363486,21.63856755,-1.465250215,9.762099136,6.819531253,-2.358984373,-25.959375,-54.16875,-17.16540527,100.6380157,661.2089844,-0.6026153564,-2.3046875,17.24993896,663.5136719,3.660079956,-0.452003479,-33.82653809,-27.70864868
19,10.51353332,30.73473798,98.42261843,138.47850905,-12.84720218,21.63974355,-1.476118007,9.799225739,7.149218753,-2.160546873,-25.9625,-53.83125,-17.16732788,100.6347046,661.6347656,-0.6026000977,-2.615234375,17.25082397,664.25,3.852462769,-0.3045425415,-33.76452637,-27.53347778
20,10.49322781,30.72646878,98.44725561,138.4837006,-12.85805576,21.64091955,-1.486985799,9.836352343,7.478906253,-1.962109373,-25.965625,-53.49375,-17.1479187,101.2721558,661.6308594,-0.6024780273,-2.625,17.24349976,664.2558594,3.463302612,-0.3001480103,-33.76550293,-27.49832153
21,10.47292231,30.71819958,98.47189278,138.48889215,-12.86890935,21.64209555,-1.49785359,9.873478946,7.808593753,-1.763671872,-25.96875,-53.15625,-17.16940308,100.8619232,661.65625,-0.192276001,-2.59765625,17.24203491,664.2539063,3.480392456,-0.3018569946,-34.05651855,-27.35293579
22,10.45335847,30.71105257,98.4964679,138.4933441,-12.87957061,21.64385887,-1.508515296,9.910311547,8.135937503,-1.432958982,-25.9,-52.95,-16.71221924,101.2504272,661.7109375,-0.6019592285,-3.263671875,16.80755615,664.9746094,3.865646362,-0.307472229,-34.01330566,-27.1756897
23,10.43379462,30.70390557,98.52104302,138.49779605,-12.89023187,21.64562219,-1.519177001,9.947144149,8.463281253,-1.102246091,-25.83125,-52.74375,-17.14511108,101.2683563,662.0371094,-0.6019744873,-2.953125,17.2414856,664.9902344,3.67326355,-0.4549331665,-34.28625488,-27.03250122
24,10.41423077,30.69675857,98.54561814,138.50224801000002,-12.90089313,21.64738551,-1.529838707,9.98397675,8.790625003,-0.7715332005,-25.7625,-52.5375,-17.12667847,101.2698975,662.34375,-0.6015014648,-2.951171875,17.23690796,665.2949219,3.682052612,-0.1504898071,-34.43371582,-27.10549927
25,10.39466692,30.68961156,98.57019326,138.50669996,-12.91155439,21.64914883,-1.540500412,10.02080935,9.117968753,-0.4408203099,-25.69375,-52.33125,-17.56912231,100.6543732,662.3339844,-0.6018218994,-3.2734375,17.67651367,665.6074219,3.476486206,-0.3033218384,-34.56066895,-27.07070923
26,10.37510308,30.68246456,98.59476838,138.51115192,-12.92221565,21.65091215,-1.551162118,10.05764195,9.445312502,-0.1101074206,-25.625,-52.125,-18.01193237,101.2609406,662.9902344,-0.6020050049,-2.623046875,18.12133789,665.6132813,3.472091675,0.004295349121,-34.53527832,-27.03555298
27,10.35624972,30.67639843,98.61922862,138.51489205000001,-12.93264424,21.65325749,-1.5615691,10.09404224,9.742187502,0.05644531382,-25.16875,-51.8875,-18.03762817,101.8638763,663.4296875,-0.6020050049,-2.623046875,18.14703369,666.0527344,3.472091675,0.004295349121,-34.61022949,-26.75296021
