Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,-2.127037263,58.19604308,-23.84309564,66.46488221,1.267348349,-3.781239119,2.386104255,-1.535429478,-5.719615223,0.2069482695,447.1035156,459.8496094,906.953125,-0.0,-0.0,0.0,0.0
1,-2.124434509,58.24588107,-23.80297299,66.49869243,1.263382914,-3.792243256,2.384491261,-1.536123713,-5.727128682,0.2080076362,447.7519531,459.8496094,907.6015625,-1.6129939999998122,1.0593667000000084,33.81022000000655,402.7584000000388
2,-2.121582834,58.29392673,-23.76507836,66.52998337,1.259256842,-3.803435411,2.382591338,-1.53685424,-5.734763039,0.2090300529,447.7519531,459.1113281,906.8632813,-1.899922999999859,1.0224167000000006,31.290939999990997,160.28640000001815
3,-2.11873116,58.34197239,-23.72718373,66.56127431,1.255130771,-3.814627566,2.380691415,-1.537584767,-5.742397396,0.2100524697,448.0664063,458.5058594,906.5722656,-1.8999230000003031,1.0224167999999811,31.290940000005207,-327.95260000000326
4,-2.115879486,58.39001805,-23.6892891,66.59256524,1.251004699,-3.825819721,2.378791492,-1.538315294,-5.750031754,0.2110748865,448.3710938,458.9375,907.3085938,-1.899922999999859,1.022416800000009,31.290929999997275,-105.09339999998701
5,-2.113027812,58.43806371,-23.65139446,66.62385618,1.246878628,-3.837011876,2.376891569,-1.539045821,-5.757666111,0.2120973032,448.7421875,457.8945313,906.6367188,-1.899922999999859,1.0224167000000006,31.290940000005207,803.8611999999148
6,-2.110176138,58.48610937,-23.61349983,66.65514712,1.242752556,-3.848204031,2.374991646,-1.539776347,-5.765300469,0.21311972,448.6992188,457.1582031,905.8574219,-1.8999230000003031,1.022416800000009,31.290939999990997,-89.23549999997249
7,-2.107067824,58.53191054,-23.57813377,66.68356959,1.238438721,-3.85953212,2.372781361,-1.540542988,-5.77305029,0.2140882928,449.0390625,457.1503906,906.1894531,-2.2102849999998675,0.9685727999999838,28.422470000009525,-41.5719000000081
8,-2.10395951,58.57771172,-23.54276772,66.71199206,1.234124886,-3.870860209,2.370571076,-1.541309629,-5.780800112,0.2150568656,449.6523438,456.9609375,906.6132813,-2.2102849999998675,0.9685728000000116,28.422469999995315,587.1182000000772
9,-2.100851197,58.62351289,-23.50740166,66.74041453,1.229811051,-3.882188298,2.368360791,-1.542076269,-5.788549934,0.2160254384,449.6386719,456.96875,906.6074219,-2.2102849999998675,0.9685727999999838,28.422469999995315,22.400399999924048
10,-2.097742883,58.66931406,-23.4720356,66.768837,1.225497216,-3.893516387,2.366150506,-1.54284291,-5.796299755,0.2169940112,449.9453125,456.2324219,906.1777344,-2.2102850000003116,0.9685728000000116,28.422470000009525,-525.3907000000027
11,-2.094634569,58.71511524,-23.43666954,66.79725947,1.221183381,-3.904844476,2.363940221,-1.543609551,-5.804049577,0.217962584,449.9726563,455.9238281,905.8964844,-2.2102849999998675,0.9685727999999838,28.422469999995315,62.15870000005452
12,-2.091254824,58.75817643,-23.40412549,66.82255676,1.216658147,-3.916252211,2.36138739,-1.544409655,-5.8119052,0.2188588082,449.9589844,455.9355469,905.8945313,-2.552831000000033,0.8962242000000176,25.297289999997474,427.4901
13,-2.087875079,58.80123762,-23.37158144,66.84785405,1.212132913,-3.927659946,2.358834559,-1.545209759,-5.819760823,0.2197550325,450.6289063,455.5117188,906.140625,-2.552831000000033,0.8962242999999981,25.297289999997474,47.76110000000244
