Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,0.9640208324,60.60265612,-17.23028329,64.58494173,1.841023929,-3.41106632,-0.8489750908,-0.1827628088,-4.408321393,0.1118103423,427.3867188,474.0039063,901.390625,-0.0,-0.0,0.0,0.0
1,0.9660354795,60.56976498,-17.25408825,64.57898435,1.838421222,-3.416249345,-0.8497871805,-0.1832834978,-4.410341564,0.1130133702,427.71875,473.6933594,901.4121094,-0.8120897000000182,1.2030279000000004,-5.957379999998125,-200.6279000000859
2,0.9680501266,60.53687383,-17.27789322,64.57302697,1.835818515,-3.42143237,-0.8505992702,-0.1838041868,-4.412361734,0.1142163982,428.359375,473.3886719,901.7480469,-0.8120897000000182,1.2030279999999949,-5.957379999998125,105.71679999998196
3,0.9699089326,60.50348585,-17.3020339,64.56813102,1.833263682,-3.426627155,-0.8511415974,-0.1842766477,-4.414464821,0.115534179,428.6601563,472.6445313,901.3046875,-0.5423271999999146,1.3177808000000013,-4.8959500000052,538.0269000000908
4,0.9717677385,60.47009786,-17.32617459,64.56323506,1.830708848,-3.43182194,-0.8516839245,-0.1847491087,-4.416567908,0.1168519597,429.0078125,472.6445313,901.6523438,-0.5423271000000174,1.317780699999993,-4.895959999998922,17.108099999973092
5,0.9736265444,60.43670988,-17.35031527,64.5583391,1.828154014,-3.437016725,-0.8522262516,-0.1852215697,-4.418670994,0.1181697405,428.9804688,472.6445313,901.625,-0.5423271000000174,1.3177808000000013,-4.895959999998922,-70.14860000003864
6,0.9754853503,60.40332189,-17.37445596,64.55344314,1.825599181,-3.44221151,-0.8527685787,-0.1856940307,-4.420774081,0.1194875212,429.6230469,471.9082031,901.53125,-0.5423271000000174,1.3177807000000068,-4.895959999998922,132.62359999998807
7,0.9773441563,60.36993391,-17.39859664,64.54854719,1.823044347,-3.447406295,-0.8533109059,-0.1861664917,-4.422877167,0.120805302,430.5722656,471.6054688,902.1777344,-0.5423272000000257,1.3177808000000013,-4.8959500000052,857.992700000068
8,0.9790353927,60.33634282,-17.42290548,64.54479738,1.82054674,-3.452620291,-0.8535681182,-0.1865961721,-4.425071554,0.1222413155,430.5996094,471.5996094,902.1992188,-0.25721229999997597,1.4360134999999996,-3.749809999987974,-97.17239999997673
9,0.9807266292,60.30275173,-17.44721432,64.54104757,1.818049133,-3.457834287,-0.8538253306,-0.1870258526,-4.42726594,0.1236773289,430.5722656,471.5996094,902.171875,-0.25721239999998424,1.4360133999999913,-3.749810000002185,22.741299999893272
10,0.9824178656,60.26916064,-17.47152316,64.53729777,1.815551526,-3.463048283,-0.8540825429,-0.1874555331,-4.429460326,0.1251133424,430.5957031,471.1738281,901.7695313,-0.25721229999997597,1.4360134999999996,-3.749800000008463,-494.41479999995863
11,0.9841091021,60.23556955,-17.495832,64.53354796,1.813053918,-3.468262278,-0.8543397553,-0.1878852135,-4.431654712,0.1265493559,430.9160156,470.8613281,901.7773438,-0.25721239999998424,1.4360134999999996,-3.749809999987974,-95.16799999994419
12,0.9858003386,60.20197846,-17.52014084,64.52979815,1.810556311,-3.473476274,-0.8545969676,-0.188314894,-4.433849098,0.1279853694,431.8769531,470.859375,902.7363281,-0.257212300000087,1.4360134999999996,-3.749810000002185,1005.2862999999661
13,0.9873173888,60.16848085,-17.54445292,64.52723274,1.808121389,-3.478723391,-0.8545586427,-0.1887081515,-4.436138681,0.1295433055,432.1953125,470.5488281,902.7441406,0.03832489999999744,1.557936100000018,-2.5654100000025437,29.533499999956803
14,0.988834439,60.13498324,-17.56876501,64.52466734,1.805686467,-3.483970508,-0.8545203179,-0.189101409,-4.438428264,0.1311012416,432.84375,470.2519531,903.0957031,0.03832479999998917,1.5579360999999903,-2.5654000000088217,470.7723999999871
15,0.9903514892,60.10148564,-17.59307709,64.52210193,1.803251545,-3.489217625,-0.854481993,-0.1894946665,-4.440717847,0.1326591777,432.84375,469.5234375,902.3671875,0.03832489999999744,1.5579360999999903,-2.565409999988333,221.90610000006927
16,0.9918685394,60.06798803,-17.61738918,64.51953652,1.800816623,-3.494464742,-0.8544436681,-0.189887924,-4.44300743,0.1342171138,433.1523438,469.9492188,903.1015625,0.03832489999999744,1.557936100000018,-2.5654100000025437,-174.73389999997835
17,0.9933855896,60.03449042,-17.64170126,64.51697111,1.798381701,-3.499711859,-0.8544053432,-0.1902811815,-4.445297014,0.1357750499,433.8007813,469.2050781,903.0058594,0.038324900000108464,1.5579360999999903,-2.5654100000025437,523.9532999999028
