Time,Hip/Shoulder Separation,Pelvis Forward Tilt,Pelvis Lateral Tilt,Torso Forward Tilt,Torso Lateral Tilt,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity
0,-2.015670232,9.849779376,4.665159161,14.01057388,-5.514408042,83.63272044,-21.35040989,123.79249921,2.466486728961377,100.49114600747535,-0.20860764242836105,-0.23227786272511042,-21.836217243256733,-1.6387664542166083,21.084375,-24.9625,-7.97734375,-39.96875
1,-2.044788238,9.845851687,4.672303072,14.00597361,-5.514094916,83.65761806,-21.27037935,123.81063904,2.5165163382036466,100.42389603579113,-0.20856962079510702,-0.19599827273756934,-21.87007350028327,-1.6361187869548315,20.946875,-25.00625,-8.0265625,-39.6875
2,-2.073906244,9.841923998,4.679446983,14.00137333,-5.51378179,83.68251569,-21.19034881,123.82877886,2.516955316570393,100.27147751727261,-0.25455165058330503,-0.15927624872579,-21.905156277982414,-1.6333960098973956,20.809375,-25.05,-8.07578125,-39.40625
3,-2.10302425,9.837996309,4.686590894,13.99677306,-5.513468665,83.70741331,-21.11031828,123.84691868,2.51685507758523,100.18807870653528,-0.2085886315551025,-0.12476639483520217,-21.941477074361035,-1.6306090105333628,20.671875,-25.09375,-8.125,-39.125
4,-2.131082519,9.83416411,4.693718218,13.99221125,-5.513479506,83.73237442,-21.03035184,123.8651972,2.5677799252463474,100.1911757390418,-0.20857134896364254,-0.1610459848227432,-21.97904608889619,-1.6277688996423656,20.634375,-25.14375,-8.02578125,-38.78125
5,-2.159140788,9.830331911,4.700845543,13.98764943,-5.513490347,83.75733554,-20.9503854,123.88347573,2.6192439891267414,100.07304586023331,-0.20862665330161964,-0.1588338147015517,-22.017872079769617,-1.6248869109848874,20.596875,-25.19375,-7.9265625,-38.4375
6,-2.187199057,9.826499712,4.707972868,13.98308762,-5.513501188,83.78229666,-20.87041895,123.90175425999999,2.5696049654547513,100.07171855249743,-0.25335051138294257,-0.1588338147015517,-22.057962223356803,-1.6219743062404717,20.559375,-25.24375,-7.82734375,-38.09375
7,-2.215257325,9.822667513,4.715100192,13.97852581,-5.51351203,83.80725778,-20.79045251,123.92003278,2.5701234420659187,100.03720869860686,-0.20736848148148146,-0.19555583871333107,-22.099321978731712,-1.6190422872836852,20.521875,-25.29375,-7.728125,-37.75
8,-2.243315594,9.818835314,4.722227517,13.973964,-5.513522871,83.8322189,-20.71048607,123.93831131,2.568830705629176,99.98854095594064,-0.25333322879148257,-0.19489218767697358,-22.1419549595312,-1.616101917669956,20.484375,-25.34375,-7.628906249,-37.40625
9,-2.270219798,9.815113948,4.729348552,13.96937981,-5.513838536,83.8573058,-20.63027863,123.95659183000001,2.618338381470155,99.95580083814701,-0.30115758160607087,-0.33978933061501865,-22.185862815099707,-1.6131640547621198,20.821875,-25.575,-7.308593749,-37.0125
10,-2.297124001,9.811392583,4.736469588,13.96479562,-5.514154202,83.8823927,-20.5500712,123.97487233999999,2.6185284902027406,99.92129098425642,-0.30117486419753087,-0.3035097406274776,-22.231045122481095,-1.6102392932173104,21.159375,-25.80625,-6.988281249,-36.61875
11,-2.324028204,9.807671218,4.743590623,13.96021143,-5.514469868,83.9074796,-20.46986376,123.99315286000001,2.6202636606637215,99.91974247366632,-0.30117486419753087,-0.3035097406274776,-22.27749929058359,-1.6073379197233488,21.496875,-26.0375,-6.667968749,-36.225
12,-2.350932407,9.803949853,4.750711659,13.95562724,-5.514785533,83.9325665,-20.38965632,124.01143336999999,2.6691180552723974,99.87218081322912,-0.30115758160607087,-0.33978933061501865,-22.325220477703002,-1.6044698781792996,21.834375,-26.26875,-6.347656249,-35.83125
13,-2.37783661,9.800228488,4.757832694,13.95104305,-5.515101199,83.9576534,-20.30944888,124.02971389,2.7177961671763504,99.84010434930343,-0.30115758160607087,-0.33978933061501865,-22.374201523499202,-1.6016447441170456,22.171875,-26.5,-6.027343749,-35.4375
14,-2.403504411,9.796644651,4.764939354,13.94637781,-5.515711756,83.98293664,-20.2286644,124.04785601,2.716921669498244,99.90890283157775,-0.30114202729640954,-0.34111663268773357,-22.42443289644678,-1.5988717070346072,22.64375,-26.465625,-5.811718749,-35.08125
15,-2.429172211,9.793060814,4.772046013,13.94171256,-5.516322313,84.00821989,-20.14787992,124.06599814,2.7681403205346014,99.9091240570846,-0.3011402990146109,-0.3760689206025597,-22.4759026577274,-1.5961595593330566,23.115625,-26.43125,-5.596093749,-34.725
16,-2.454840012,9.789476977,4.779152672,13.93704731,-5.516932871,84.03350313,-20.06709544,124.08414027,2.819545623513421,99.94628851512061,-0.3011402990146109,-0.3760689206025597,-22.528596442516378,-1.5935166906193718,23.5875,-26.396875,-5.380468749,-34.36875
17,-2.480507813,9.78589314,4.786259332,13.93238206,-5.517543428,84.05878638,-19.98631096,124.10228239,2.8675082364933737,99.98278931928868,-0.29972139925246344,-0.4154455487597689,-22.58249745962588,-1.5909510862178253,24.059375,-26.3625,-5.164843749,-34.0125
18,-2.506175613,9.782309303,4.793365991,13.92771682,-5.518153986,84.08406962,-19.90552648,124.12042452,2.8666752168988556,99.98323174764978,-0.2549768021293464,-0.45393730886850153,-22.63758651042627,-1.5884703287970505,24.53125,-26.328125,-4.94921875,-33.65625
19,-2.530541542,9.778898584,4.800434521,13.9229136,-5.519055852,84.10961859,-19.82383035,124.13829591999999,2.9663265681277604,100.05379997734735,-0.2549768021293464,-0.45393730886850153,-22.693842027787912,-1.5860816020335995,24.915625,-26.4375,-4.928125,-33.48125
20,-2.554907471,9.775487865,4.80750305,13.91811039,-5.519957718,84.13516756,-19.74213422,124.15616732000001,3.0194704983576846,100.08941591346698,-0.30095883191754447,-0.4172152848567221,-22.75124013547987,-1.5837916951993387,25.3,-26.546875,-4.90703125,-33.30625
21,-2.5792734,9.772077146,4.81457158,13.91330717,-5.520859585,84.16071653,-19.66043809,124.17403872,3.0687880654660775,100.09096443538338,-0.254496346358591,-0.44951296862611845,-22.80975472814252,-1.5816070075658668,25.684375,-26.65625,-4.8859375,-33.13125
22,-2.603639329,9.768666428,4.82164011,13.90850396,-5.521761451,84.18626549,-19.57874196,124.19191012,3.2144179907124246,100.24603755804733,-0.2085177730207271,-0.4508402706988333,-22.869357571675355,-1.5795335516481723,26.06875,-26.765625,-4.86484375,-32.95625
23,-2.628005258,9.765255709,4.828708639,13.90370074,-5.522663317,84.21181446,-19.49704583,124.20978152,3.262256169441613,100.4692455317703,-0.2549802585796806,-0.41898502095367535,-22.93001842357434,-1.5775769545228453,26.453125,-26.875,-4.84375,-32.78125
