Time,Hip/Shoulder Separation,Pelvis Forward Tilt,Pelvis Lateral Tilt,Torso Forward Tilt,Torso Lateral Tilt,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity
0,6.40910912,-3.920798221,11.34999206,15.55766473,-0.7999941015,91.1697903,-203.4433774,134.53066129,-0.9918012447849343,104.299465294198,-0.16751202129112938,-0.25430834042687345,-15.889829581609233,0.8565663946822957,1.747070313,3.798828127,-8.625000002,-13.09375
1,6.406327057,-3.929116463,11.35585385,15.55443575,-0.8009881197,91.20378984,-204.0693848,134.5234046,-0.989860963565476,104.3323057578528,-0.16751202129112938,-0.25430834042687345,-15.883097800343567,0.8285600610121697,1.892578126,4.236718752,-9.067187502,-13.13125
2,6.403544994,-3.937434705,11.36171564,15.55120677,-0.8019821379,91.23778938,-204.6953922,134.5161479,-1.0378612779932113,104.36432520991623,-0.1675986122933678,-0.286122539592463,-15.875810813521237,0.801073704590934,2.038085938,4.674609377,-9.509375002,-13.16875
3,6.400762931,-3.945752947,11.36757743,15.54797779,-0.8029761561,91.27178893,-205.3213995,134.50889121,-1.039108830669315,104.39716567357105,-0.21069049612745255,-0.3226575554084303,-15.86798342762464,0.7741788884069642,2.183593751,5.112500002,-9.951562502,-13.20625
4,6.397980869,-3.954071189,11.37343922,15.54474881,-0.8039701742,91.30578847,-205.9474069,134.50163451,-0.9930648329602656,104.52503823155416,-0.16758257689922967,-0.3197840148386351,-15.859633717915022,0.7479437326670763,2.329101563,5.550390627,-10.39375,-13.24375
5,6.395198806,-3.962389431,11.37930101,15.54151984,-0.8049641924,91.33978801,-206.5734143,134.49437782,-1.0381563290141556,104.52585924314555,-0.16751202129112938,-0.38772272402450686,-15.85078297461447,0.7224325081322771,2.474609377,5.988281252,-10.8359375,-13.28125
6,6.393226496,-3.970264155,11.38431602,15.53875592,-0.8059645756,91.36983322,-207.1048812,134.4891676,-1.0382108493332072,104.60344483327553,-0.17001674800592703,-0.38484918345471164,-15.841455629615554,0.6977052608071543,2.890625002,6.428125002,-11.078125,-13.3359375
7,6.391254186,-3.978138878,11.38933103,15.535992,-0.8069649589,91.39987842,-207.6363482,134.48395738,-1.086461315510157,104.6531160398079,-0.16881409428628477,-0.38505443635255415,-15.831679164026404,0.6738174716404517,3.306640627,6.867968752,-11.3203125,-13.390625
8,6.389281876,-3.986013602,11.39434604,15.53322807,-0.8079653421,91.42992362,-208.1678151,134.47874716,-1.086461315510157,104.6531160398079,-0.16881730140714818,-0.35241922559559463,-15.821483996581376,0.6508197546793091,3.722656252,7.307812502,-11.5625,-13.4453125
9,6.387309567,-3.993888325,11.39936106,15.53046415,-0.8089657253,91.45996883,-208.6992821,134.47353694,-1.0874202318274009,104.71736019420537,-0.1674991929127652,-0.38895424141156193,-15.810903352668435,0.6287575967056234,4.138671877,7.747656252,-11.8046875,-13.5
10,6.385337257,-4.001763049,11.40437607,15.52770023,-0.8099661086,91.49001403,-209.230749,134.46832673,-1.0401062314911147,104.86124247296573,-0.1248001760248852,-0.39141727618567207,-15.79997311352919,0.6076711407824208,4.554687502,8.1875,-12.046875,-13.5546875
11,6.384285647,-4.009143909,11.4086349,15.52535433,-0.8109221858,91.5162999,-209.6764493,134.4651927,-1.0413024710741194,104.81629208571097,-0.1259515165463392,-0.39100677038998705,-15.788731645179379,0.5875950155456562,5.204687502,8.071875,-12.05,-13.5
12,6.383234038,-4.016524768,11.41289374,15.52300844,-0.811878263,91.54258576,-210.1221497,134.46205867,-1.0894599325325514,104.8483115377744,-0.16981790924472187,-0.38936474720724695,-15.777219606732595,0.5685582116796747,5.854687502,7.95625,-12.053125,-13.4453125
13,6.382182429,-4.023905628,11.41715257,15.52066254,-0.8128343402,91.56887163,-210.56785,134.45892465,-1.0434351769181456,104.80356641129922,-0.16981790924472187,-0.38936474720724695,-15.765479737954609,0.5505840067664014,6.504687502,7.840625,-12.05625,-13.390625
14,6.38113082,-4.031286488,11.42141141,15.51831664,-0.8137904174,91.5951575,-211.0135504,134.45579062000002,-0.9939756426747375,104.83661212522462,-0.1686152556301691,-0.3569347893481299,-15.75355662599296,0.5336899393502188,7.154687502,7.725,-12.059375,-13.3359375
15,6.38007921,-4.038667347,11.42567024,15.51597074,-0.8147464946,91.62144336,-211.4592507,134.4526566,-0.9946138508990404,104.86883682755865,-0.16978423500110343,-0.32306806120411524,-15.741496451425059,0.5178878324158283,7.804687502,7.609375,-12.0625,-13.28125
16,6.380042203,-4.045497992,11.42926858,15.51398041,-0.8156140716,91.64421885,-211.8287551,134.45158646,-0.9016374952972457,104.8704788507414,-0.16978423500110343,-0.32306806120411524,-15.729346714167304,0.5031838655716894,8.439062502,7.56015625,-12.1265625,-13.19375
17,6.380005196,-4.052328636,11.43286692,15.51199008,-0.8164816486,91.66699434,-212.1982595,134.45051633,-0.85613549355276,104.79453528379415,-0.2128937576846685,-0.29351164391479345,-15.717155940392033,0.48957869423884026,9.073437502,7.5109375,-12.190625,-13.10625
18,6.379968188,-4.059159281,11.43646525,15.50999975,-0.8173492256,91.68976983,-212.5677638,134.44944619,-0.808106315457612,104.79679306829766,-0.25431635812394254,-0.2580028925880387,-15.704973372306293,0.4770676131494285,9.707812502,7.46171875,-12.2546875,-13.01875
19,6.379931181,-4.065989926,11.44006359,15.50800942,-0.8182168026,91.71254532,-212.9372682,134.44837606,-0.8086996246203642,104.76538936704604,-0.25431635812394254,-0.2580028925880387,-15.692848643331137,0.46564076042946034,10.3421875,7.4125,-12.31875,-12.93125
