Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity,COP Velocity
0,-0.5216139337,87.87045993,-2.999279087,31.80721308,5.372372198,-4.842308571,-0.09331853353,-4.523414025,2.41614423,-0.03521102343,225.2578125,398.2988281,623.5566406,-0.0,-0.0,0.0,0.0
1,-0.5216983641,87.85649253,-3.020829979,31.79155455,5.375315963,-4.842195145,-0.0959805437,-4.524951736,2.415128159,-0.03782474174,225.2421875,398.7324219,623.9746094,-2.6620101700000065,-2.613718309999999,-15.658529999999615,-125.97850000008748
2,-0.5217827945,87.84252514,-3.042380871,31.77589603,5.378259729,-4.842081719,-0.09864255387,-4.526489447,2.414112088,-0.04043846006,224.9199219,398.7324219,623.6523438,-2.6620101699999927,-2.61371832,-15.65852000000234,18.956699999989723
3,-0.5219839333,87.82884069,-3.063677568,31.7595328,5.381182135,-4.84186647,-0.1014023736,-4.527934622,2.413189674,-0.04327773701,224.9101563,398.7324219,623.6425781,-2.7598197300000016,-2.839276949999997,-16.363229999999618,-660.1197999999613
4,-0.5221850722,87.81515624,-3.084974265,31.74316956,5.38410454,-4.84165122,-0.1041621934,-4.529379797,2.412267261,-0.04611701396,224.8925781,398.4238281,623.3164063,-2.7598198000000074,-2.839276950000004,-16.363240000000445,838.1878000000142
5,-0.522386211,87.80147179,-3.106270962,31.72680633,5.387026945,-4.84143597,-0.1069220132,-4.530824972,2.411344848,-0.04895629092,224.8671875,398.7246094,623.5917969,-2.7598197999999936,-2.8392769599999976,-16.363229999999618,-253.96909999994932
6,-0.5225873498,87.78778734,-3.127567659,31.7104431,5.389949351,-4.841220721,-0.109681833,-4.532270147,2.410422434,-0.05179556787,225.1875,398.7246094,623.9121094,-2.7598198000000074,-2.839276950000004,-16.363229999999618,-8.979500000009466
7,-0.5227884886,87.7741029,-3.148864356,31.69407986,5.392871756,-4.841005471,-0.1124416527,-4.533715322,2.409500021,-0.05463484482,224.9199219,398.4160156,623.3359375,-2.759819699999999,-2.839276949999997,-16.363240000000445,61.67059999995672
8,-0.5231427047,87.76075432,-3.169836526,31.67694461,5.395746585,-4.840687716,-0.1152645589,-4.535055405,2.40866487,-0.05770348836,224.6113281,398.1210938,622.7324219,-2.8229061999999887,-3.0686435399999987,-17.135249999999047,-513.5231000000431
9,-0.5234969208,87.74740574,-3.190808696,31.65980937,5.398621413,-4.840369961,-0.118087465,-4.536395488,2.407829718,-0.0607721319,224.6054688,398.5546875,623.1601563,-2.8229061000000084,-3.0686435399999987,-17.13523999999822,-585.8126999999058
10,-0.5238511369,87.73405716,-3.211780867,31.64267412,5.401496242,-4.840052206,-0.1209103712,-4.537735572,2.406994566,-0.06384077544,225.546875,398.1210938,623.6679688,-2.8229062000000025,-3.0686435399999987,-17.1352500000026,1050.3894999999375
11,-0.524205353,87.72070858,-3.232753037,31.62553887,5.404371071,-4.839734451,-0.1237332773,-4.539075655,2.406159415,-0.06690941898,225.2421875,398.4101563,623.6523438,-2.822906099999994,-3.0686435399999987,-17.135249999999047,159.4099000000142
12,-0.5245595691,87.70736,-3.253725208,31.60840362,5.4072459,-4.839416696,-0.1265561835,-4.540415738,2.405324263,-0.06997806252,225.2421875,398.4101563,623.6523438,-2.8229062000000025,-3.0686435399999987,-17.135249999999047,-2.30480000004718
13,-0.5250903156,87.69439356,-3.27431052,31.59045306,5.410047498,-4.839000826,-0.1294158056,-4.541641407,2.404571203,-0.07327444109,224.9140625,398.4023438,623.3164063,-2.8596220999999864,-3.296378570000008,-17.95055999999917,-988.8886999999613
14,-0.5256210621,87.68142711,-3.294895831,31.5725025,5.412849097,-4.838584956,-0.1322754277,-4.542867075,2.403818142,-0.07657081966,224.9433594,398.1191406,623.0625,-2.8596221000000144,-3.296378569999994,-17.950560000002724,394.7576000000481
15,-0.5261518086,87.66846066,-3.315481143,31.55455194,5.415650695,-4.838169086,-0.1351350498,-4.544092744,2.403065082,-0.07986719823,224.6210938,398.1035156,622.7246094,-2.8596220999999864,-3.296378570000008,-17.95055999999917,24.89739999998619
16,-0.5266825551,87.65549422,-3.336066454,31.53660138,5.418452293,-4.837753216,-0.1379946719,-4.545318412,2.402312021,-0.08316357679,225.2363281,397.6699219,622.90625,-2.8596221000000144,-3.2963785599999933,-17.95055999999917,-169.91140000004634
17,-0.5272133016,87.64252777,-3.356651766,31.51865082,5.421253892,-4.837337345,-0.140854294,-4.54654408,2.401558961,-0.08645995536,224.9140625,398.1035156,623.0175781,-2.8596220999999864,-3.296378569999994,-17.95055999999917,58.700400000020636
18,-0.5279286269,87.62998008,-3.376799718,31.49987022,5.423958712,-4.836833703,-0.1437358506,-4.547649286,2.400882,-0.08997782372,224.9277344,398.1035156,623.03125,-2.8815566000000015,-3.5178683600000094,-18.780600000003034,116.31939999995211
19,-0.5286439522,87.61743238,-3.39694767,31.48108962,5.426663532,-4.83633006,-0.1466174072,-4.548754491,2.400205038,-0.09349569208,224.9277344,397.6621094,622.5898438,-2.8815566000000015,-3.5178683599999956,-18.78059999999948,-142.1987999999601
