Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Pelvis Lateral Tilt,Pelvis Forward Tilt,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity,Total Force X,Total Force Y,Total Force Z,Front Force Y,Front Force Z,Back Force Y,Back Force Z,Front Torque X,Front Torque Y,Back Torque X,Back Torque Y
0,10.54511834,39.39076548,90.21253972,127.15777066,-10.55800205,28.37853551,1.240582991,2.26218317,14.5859375,-27.396875,-41.4875,-86.2375,-14.0385437,87.03530884,676.2402344,0.2301635742,-3.25,13.30844116,679.4902344,3.031661987,-0.9446792603,-85.42663574,19.09884644
1,10.51952081,39.37015613,90.25093743,127.15897006,-10.57408877,28.37154042,1.217926313,2.283371404,14.4296875,-27.26875,-41.43125,-86.025,-13.47348022,87.05058289,676.546875,0.2187042236,-3.248046875,13.30673218,679.7949219,3.003341675,-0.9778823853,-85.28112793,19.02584839
2,10.49392328,39.34954678,90.28933513,127.16016945999999,-10.5901755,28.36454532,1.195269635,2.304559637,14.2734375,-27.140625,-41.375,-85.8125,-14.05703735,87.64884949,676.875,0.2304840088,-2.927734375,13.32974243,679.8027344,3.237228394,-0.7916030884,-85.27282715,19.06027222
3,10.46839093,39.3292098,90.32722591,127.16122378,-10.60638799,28.35726713,1.173167497,2.326569663,14.2046875,-27.04375,-41.36875,-85.3875,-14.05941772,87.64564514,677.6132813,0.2304840088,-2.927734375,13.3321228,680.5410156,3.237228394,-0.7916030884,-84.91955566,19.09005737
4,10.44285857,39.30887282,90.36511669,127.16227810000001,-10.62260048,28.34998894,1.151065359,2.348579689,14.1359375,-26.946875,-41.3625,-84.9625,-13.63137817,86.99012756,677.59375,0.2304840088,-2.927734375,12.90408325,680.5214844,3.237228394,-0.7916030884,-84.93762207,19.05709839
5,10.41732622,39.28853584,90.40300748,127.16333242,-10.63881297,28.34271075,1.128963221,2.370589715,14.0671875,-26.85,-41.35625,-84.5375,-13.62402344,87.62770081,677.5976563,0.2304840088,-2.927734375,12.89672852,680.5253906,3.237228394,-0.7916030884,-84.93859863,19.09225464
6,10.39179387,39.26819885,90.44089826,127.16438674,-10.65502546,28.33543256,1.106861083,2.392599741,13.9984375,-26.753125,-41.35,-84.1125,-13.63284302,87.62597656,676.9707031,0.2301635742,-3.25,12.90274048,680.2207031,3.031661987,-0.9446792603,-84.49914551,19.01986694
7,10.36626152,39.24786187,90.47878904,127.16544106,-10.67123795,28.32815437,1.084758945,2.414609767,13.9296875,-26.65625,-41.34375,-83.6875,-13.14196777,87.24743652,676.6523438,0.6361083984,-3.263671875,12.45370483,679.9160156,3.075119019,-0.9437026978,-84.37902832,18.94747925
8,10.3407974,39.22779101,90.51618654,127.16636566,-10.68753256,28.32058944,1.063081748,2.437391732,13.984375,-26.465625,-41.0375,-83.5625,-12.70654297,87.22949219,676.6386719,0.6361083984,-3.263671875,12.01828003,679.9023438,3.075119019,-0.9437026978,-84.39758301,18.94967651
9,10.31533328,39.20772014,90.55358404,127.16729025000001,-10.70382717,28.31302451,1.041404551,2.460173698,14.0390625,-26.275,-40.73125,-83.4375,-13.14196777,87.24743652,676.6523438,0.6361083984,-3.263671875,12.45370483,679.9160156,3.075119019,-0.9437026978,-84.37902832,18.94747925
10,10.28986916,39.18764927,90.59098154,127.16821483999999,-10.72012178,28.30545958,1.019727353,2.482955664,14.09375,-26.084375,-40.425,-83.3125,-12.72601318,88.47937012,676.9785156,0.6355895996,-2.935546875,12.03692627,679.9140625,2.865158081,-0.7889175415,-84.09680176,19.01913452
11,10.26440504,39.16757841,90.62837904,127.16913943,-10.73641639,28.29789465,0.9980501558,2.50573763,14.1484375,-25.89375,-40.11875,-83.1875,-13.28997803,88.49142456,676.0332031,0.6235351563,-3.880859375,12.03692627,679.9140625,2.654464722,-0.9124526978,-84.09680176,19.01913452
12,10.23894091,39.14750754,90.66577654,127.17006402,-10.752711,28.29032972,0.9763729584,2.528519596,14.203125,-25.703125,-39.8125,-83.0625,-13.30990601,88.47695923,676.1796875,0.6233825684,-3.560546875,12.0458374,679.7402344,2.851242065,-1.064308167,-83.88903809,19.12252808
13,10.21354556,39.12767894,90.70270888,127.17088443,-10.76904615,28.28248309,0.9549806299,2.55202302,14.2984375,-25.55625,-39.5875,-82.8125,-12.73855591,89.48979187,675.0859375,0.2256011963,-3.923828125,12.06936646,679.0097656,3.045578003,-0.9471206665,-83.94055176,19.12692261
