Time,Hip/Shoulder Separation,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Torso Lateral Tilt,Torso Forward Tilt,Torso Rotation,Pelvis Lateral Tilt,Pelvis Forward Tilt,Pelvis Rotation,Front Vertical Force,Back Vertical Force,Total Vertical Force,Torso Angular Velocity,Pelvis Angular Velocity,Arm Angular Velocity
25,-2.330919949,91.26428822,1.517953564,43.29009825,6.541384215,-10.05462443,0.5106146143,-6.281487052,1.056739004,-0.579047384,315.5390625,297.0234375,612.5625,1.434886900000043,-0.6509631000000127,3.6711699999969483
26,-2.332016143,91.2635577,1.516974851,43.29368275,6.542640014,-10.05579438,0.5120461038,-6.278060929,1.053065871,-0.579666316,315.2167969,297.0195313,612.2363281,1.4314895000000494,-0.618931999999961,3.584500000002322
27,-2.333112338,91.26282718,1.515996138,43.29726726,6.543895812,-10.05696433,0.5134775933,-6.274634805,1.049392738,-0.580285248,314.875,297.3359375,612.2109375,1.4314894999999384,-0.618932000000072,3.584509999996044
28,-2.334208533,91.26209666,1.515017426,43.30085176,6.545151611,-10.05813428,0.5149090828,-6.271208681,1.045719605,-0.58090418,314.8886719,297.3359375,612.2246094,1.4314895000000494,-0.618931999999961,3.584500000002322
29,-2.335304728,91.26136614,1.514038713,43.30443627,6.54640741,-10.05930423,0.5163405724,-6.267782558,1.042046473,-0.581523112,314.5859375,297.7597656,612.3457031,1.4314895999999466,-0.618931999999961,3.584509999996044
30,-2.336400923,91.26063561,1.51306,43.30802077,6.547663208,-10.06047418,0.5177720619,-6.264356434,1.03837334,-0.582142044,313.953125,298.0585938,612.0117188,1.4314895000000494,-0.618932000000072,3.584500000002322
31,-2.337438436,91.2596492,1.511781249,43.311421,6.548757803,-10.06158104,0.519206383,-6.260945287,1.034754983,-0.582697176,314.2519531,298.0625,612.3144531,1.434321099999969,-0.5551320000000137,3.400230000004001
32,-2.33847595,91.25866278,1.510502499,43.31482124,6.549852398,-10.06268791,0.5206407042,-6.25753414,1.031136627,-0.5832523079,314.2402344,298.3769531,612.6171875,1.4343211999999772,-0.5551319000000055,3.400239999997723
33,-2.339513463,91.25767636,1.509223748,43.31822147,6.550946992,-10.06379477,0.5220750253,-6.254122993,1.02751827,-0.5838074399,314.2402344,298.78125,613.0214844,1.43432110000008,-0.5551319999999027,3.4002299999968955
34,-2.340550977,91.25668995,1.507944998,43.3216217,6.552041587,-10.06490164,0.5235093465,-6.250711846,1.023899914,-0.5843625719,314.9160156,298.3554688,613.2714844,1.4343211999999772,-0.5551320000000137,3.400230000004001
35,-2.34158849,91.25570353,1.506666247,43.32502193,6.553136182,-10.0660085,0.5249436676,-6.247300699,1.020281557,-0.5849177038,313.9707031,299.0996094,613.0703125,1.434321099999969,-0.5551319000000055,3.4002299999968955
36,-2.342547506,91.25445002,1.505075387,43.32814907,6.554067772,-10.06704838,0.5263913351,-6.243902535,1.016717924,-0.5853796656,313.9316406,299.40625,613.3378906,1.4476675000000272,-0.4619618000000214,3.127140000003692
37,-2.343506523,91.25319651,1.503484527,43.33127621,6.554999361,-10.06808827,0.5278390026,-6.240504371,1.01315429,-0.5858416274,313.9316406,299.40625,613.3378906,1.4476675000000272,-0.4619618000000214,3.1271399999965865
38,-2.344465539,91.251943,1.501893666,43.33440335,6.555930951,-10.06912815,0.52928667,-6.237106207,1.009590657,-0.5863035892,313.609375,299.0917969,612.7011719,1.447667399999908,-0.4619618000000214,3.127140000003692
39,-2.345424556,91.25068949,1.500302806,43.33753049,6.556862541,-10.07016804,0.5307343375,-6.233708043,1.006027023,-0.586765551,313.609375,300.4453125,614.0546875,1.4476675000000272,-0.4619618000000214,3.1271399999965865
40,-2.346383572,91.24943598,1.498711946,43.34065762,6.557794131,-10.07120792,0.532182005,-6.230309879,1.00246339,-0.5872275128,312.9785156,300.1582031,613.1367188,1.4476675000000272,-0.4619617999999104,3.1271300000028646
41,-2.347251812,91.24790963,1.496803455,43.34343799,6.558562183,-10.07218099,0.5336578948,-6.226924448,0.99895314,-0.5875694334,312.6601563,300.15625,612.8164063,1.4758898000000187,-0.3419206000000452,2.7803699999964238
42,-2.348120052,91.24638327,1.494894964,43.34621835,6.559330234,-10.07315405,0.5351337847,-6.223539017,0.9954428898,-0.5879113541,312.6601563,300.8945313,613.5546875,1.475889899999916,-0.34192069999994246,2.780360000002702
43,-2.348988292,91.24485691,1.492986474,43.34899872,6.560098286,-10.07412711,0.5366096746,-6.220153586,0.9919326397,-0.5882532747,312.3105469,300.8945313,613.2050781,1.475889900000027,-0.3419206000000452,2.7803699999964238
