	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_003.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	101.89272	81.04072	-37.90293	-18.63466	65.66436	-20.58303	16.64269	-17.46831	-13.44440	-11.96511	5.83141	-3.92021	-0.14045									0.44510	0.44394			3.05600
2	2.00000	0.00400	103.49940	80.28606	-38.34888	-19.13211	65.80935	-22.13885	17.06599	-15.89435	-13.28906	-11.78469	6.08729	-4.04526	-0.48548	-14.58723	-56.63954	265.74469	-113.08464	-68.14606	39.48822	30.74619	35.57008	0.44526	0.44439			
3	3.00000	0.00800	103.96154	80.13649	-36.53609	-19.19943	63.83056	-23.00777	17.14648	-14.83080	-13.19671	-11.67145	6.10495	-3.90194	-0.46347	-27.55712	-15.42255	65.70475	-50.90938	-79.77824	66.53426	13.61470	28.76267	0.44522	0.44473	0.38273	0.47126	
4	4.00000	0.01200	104.02914	79.87563	-36.38968	-18.97259	63.31975	-23.45809	17.14438	-14.10257	-13.17696	-11.55079	6.13527	-4.12814	-0.38013	-44.78701	-14.23450	-39.33691	-59.41320	-16.46066	61.87921	8.77936	31.04797	0.44527	0.44490	0.25733	0.23264	
5	5.00000	0.01600	103.68449	79.66196	-35.30030	-18.96220	62.53025	-23.35212	16.98686	-14.00663	-13.11785	-11.41732	6.33145	-4.21731	-0.20787	-26.78600	20.40817	-114.14985	-43.99628	37.19498	-22.11703	28.79001	28.41551	0.44526	0.44500	0.09277	-0.01661	
6	6.00000	0.02000	103.13655	79.53976	-33.33458	-18.74174	60.72610	-24.47844	16.95828	-13.30407	-12.94412	-11.32384	6.16583	-4.34404	-0.00568	-21.16748	7.68636	-132.29315	-55.74379	94.60726	-65.60351	51.16555	30.16771	0.44550	0.44497	0.03360	-0.14865	
