	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_007.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	101.18629	85.65427	-11.34270	-28.54022	43.46793	4.02964	21.97015	-40.75918	-2.79704	-2.26285	-2.52350	2.89353	0.55106									0.51654	0.50739			2.85600
2	2.00000	0.00400	101.58114	85.73229	-11.85978	-29.27452	43.36788	2.91791	21.84748	-40.03443	-2.44966	-2.25518	-2.69328	3.03401	0.97533	-50.43420	34.30901	65.37709	6.07624	-114.28814	-55.41123	71.89256	-7.85693	0.51667	0.50729			
3	3.00000	0.00800	101.70815	85.70276	-11.90619	-29.59246	43.04725	2.05112	21.65985	-39.36616	-2.22347	-2.34670	-2.82052	3.16696	1.22960	-35.76853	14.40103	32.49679	-48.29039	-70.53175	-47.74104	2.58625	-30.81430	0.51646	0.50734	-0.21547	-0.19303	
4	4.00000	0.01200	101.84099	85.34735	-12.08230	-29.87019	42.99700	1.26919	21.50317	-38.88403	-2.42616	-2.48916	-2.86855	3.26659	1.39320	-9.73823	4.47249	35.50764	-40.72901	-17.17791	10.30858	-55.02562	-36.73220	0.51605	0.50757	-0.30697	-0.19390	
5	5.00000	0.01600	101.99328	85.36929	-12.37716	-29.94836	43.31836	2.03621	21.13347	-39.27206	-2.66055	-2.60567	-2.82941	3.31349	1.36440	-1.01923	14.37661	51.17405	-36.02961	21.40171	32.83601	-50.56350	-18.71935	0.51562	0.50774	-0.36095	-0.23366	
6	6.00000	0.02000	102.25068	85.06208	-13.36292	-29.79413	44.27826	1.81266	20.91489	-39.12630	-2.83290	-2.61646	-2.74775	3.31171	1.53071	-0.15000	32.10217	54.83199	-64.72179	19.49065	14.43773	-46.83302	16.55431	0.51538	0.50792	-0.42375	-0.19882	
