	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_007.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	31.32361	28.11961	83.37900	-19.17271	-42.09462	-85.04981	21.16832	36.11720	-0.56177	-4.53646	9.44725	-5.00715	-3.99354									0.41817	0.39519			3.74400
2	2.00000	0.00400	32.55428	26.23741	82.20974	-20.04622	-43.32438	-86.40129	22.58035	34.86347	-0.75182	-4.66419	9.67335	-5.02615	-3.92284	-9.09756	-13.89258	-201.42072	-431.48431	-332.31561	-780.05713	-8.87579	2.47522	0.41819	0.39489			
3	3.00000	0.00800	30.70488	24.66566	82.49329	-21.39527	-43.91222	-86.81947	24.04292	31.51915	-0.70057	-4.48873	9.83281	-5.09648	-4.01949	10.43665	-6.39202	-582.04688	-368.18106	293.74240	-354.52344	36.16289	55.81976	0.41834	0.39460	0.32148	0.74270	
4	4.00000	0.01200	28.33221	23.30328	83.40187	-22.67279	-42.07966	-88.29378	24.31113	33.74837	-0.46100	-4.22249	9.95104	-5.20150	-4.05254	14.71019	-7.43644	-563.76776	-285.33176	779.41528	194.38443	52.13531	79.08337	0.41850	0.39444	0.34284	-0.03742	
5	5.00000	0.01600	26.12476	22.37778	84.28606	-23.80900	-39.33131	-89.22347	24.49129	35.26547	-0.24744	-3.87613	10.02540	-5.29096	-4.19469	17.16935	-16.42190	-400.40527	-216.56610	795.77917	236.69408	38.51797	78.20310	0.41892	0.39427	0.42844	-0.29302	
6	6.00000	0.02000	25.10009	21.57146	85.15816	-24.39495	-37.31945	-90.31235	24.59663	37.47823	-0.13031	-3.61926	10.03126	-5.31454	-4.32104	-3.24347	-24.94570	-232.71822	-183.57335	526.24219	515.11688	9.75515	39.42392	0.41936	0.39414	0.51427	-0.29859	
