	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_009.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	104.25080	87.65654	15.02517	-24.15881	14.44075	-44.15261	27.87795	-5.43779	-11.54130	-3.47859	0.07941	-7.54904	-3.32852									0.43512	0.39967			2.38400
2	2.00000	0.00400	102.87315	87.60322	16.12806	-26.46116	14.81108	-44.05335	27.24563	-5.83450	-12.06988	-3.96091	0.21532	-7.55097	-2.79894	11.66993	112.43459	-239.04631	-10.90492	236.30179	30.78581	-93.24313	-60.92586	0.43553	0.40051			
3	3.00000	0.00800	102.38702	87.56829	17.16066	-27.58258	14.39947	-44.42060	27.01676	-4.95315	-12.28569	-3.96502	-0.16279	-7.56841	-2.58463	6.70451	29.45881	-86.73199	-25.01882	102.20576	96.56618	-17.18728	19.63320	0.43591	0.40082	-0.14054	-0.36829	
4	4.00000	0.01200	102.18437	87.39510	17.39693	-27.98174	14.50235	-44.49386	27.31205	-4.66913	-12.20747	-3.78463	-0.05118	-7.60989	-2.62820	-13.69523	-12.00424	-41.28777	-6.25770	17.94773	86.24017	8.85784	46.81498	0.43606	0.40077	-0.09596	0.03992	
5	5.00000	0.01600	102.02554	87.51895	17.38107	-27.77567	14.34832	-43.77538	27.00114	-4.83689	-12.21455	-3.56694	0.17210	-7.57040	-2.58348	-39.64222	-20.42979	-65.87513	-33.31299	-63.07423	55.01343	7.14233	45.85999	0.43591	0.40051	-0.18564	0.11336	
6	6.00000	0.02000	101.66231	87.13000	18.34690	-27.61747	13.15722	-44.35722	27.53779	-4.35120	-12.15034	-3.41102	-0.05131	-7.59318	-2.46501	-30.93573	-9.25285	-60.53201	-56.22263	-88.30448	-3.58182	1.63975	31.56689	0.43560	0.40018	-0.31996	0.12119	
