	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_007.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	68.50570	92.79093	43.39098	-21.71538	10.11686	21.12331	17.68440	-54.90707	3.30639	-41.09127	-16.37920	-3.73789	-2.92920									0.45817	0.34525			2.74800
2	2.00000	0.00400	68.87724	91.31762	42.24550	-21.40509	10.81599	17.60307	17.05967	-52.39002	1.91219	-41.22213	-16.21951	-3.64284	-2.15681	-40.95339	83.70757	101.26946	-321.55820	-17.14017	-142.73022	-244.91489	-68.57737	0.45768	0.34413			
3	3.00000	0.00800	69.32388	90.21700	42.35836	-21.74332	10.94087	13.45925	16.73637	-48.72541	1.31945	-41.07312	-16.39318	-3.88592	-1.98313	-44.86316	18.92214	52.24725	-174.13934	-43.25817	-30.85167	-121.61126	12.27746	0.45758	0.34335	-0.31814	0.00334	
4	4.00000	0.01200	69.27928	89.92121	41.55304	-21.04553	11.11307	12.73617	16.59568	-47.97617	0.85080	-41.38939	-16.23560	-3.88278	-1.70738	-23.41327	4.75702	-12.54731	-22.85555	-162.38374	28.92094	-37.26376	-36.97774	0.45764	0.34280	-0.10021	-0.12989	
5	5.00000	0.01600	69.22228	90.03467	41.42972	-20.63369	10.50820	12.22549	16.68538	-47.31202	0.90702	-41.78774	-16.28323	-4.00669	-1.76379	11.22736	8.00180	-0.15075	92.73433	-138.39038	64.56155	75.18449	-42.89704	0.45791	0.34266	0.12198	-0.13362	
6	6.00000	0.02000	69.27499	90.66924	40.54875	-20.52172	10.94536	13.99108	16.76443	-48.66181	1.37565	-42.18944	-16.19750	-3.84850	-1.74092	20.54279	-7.76159	0.08195	189.38077	-101.40524	94.93694	108.99477	-54.76776	0.45842	0.34295	0.22071	-0.09151	
