	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_005.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	78.65453	91.65906	-5.00495	-13.96211	43.95675	34.05142	20.58166	-68.48133	-7.44792	-1.97513	-20.88924	-7.21147	5.58026									0.39110	0.31068			2.84000
2	2.00000	0.00400	78.33501	91.09618	-0.11039	-14.53725	40.10997	33.19500	19.70197	-66.76999	-6.79731	-1.81132	-20.82596	-7.32174	5.38752	7.94711	32.56853	-59.67030	-128.77719	116.94147	158.02252	134.77898	41.72499	0.39159	0.31100			
3	3.00000	0.00800	78.14996	90.59497	2.47354	-14.95435	37.65112	31.18815	18.76087	-64.51510	-6.35301	-1.73272	-20.98827	-7.13591	5.79440	-15.74545	7.59939	-11.36572	-91.45067	-32.71665	104.66328	60.72520	18.67661	0.39179	0.31137	-0.76759	-0.03300	
4	4.00000	0.01200	78.23338	90.35258	1.24261	-14.66156	38.53951	30.44111	18.42535	-63.32918	-6.30517	-1.69793	-20.78278	-7.29099	5.60576	2.06560	-24.21464	23.29558	-63.29412	-118.80798	53.81179	-0.79429	3.74025	0.39187	0.31151	-0.41952	-0.06373	
5	5.00000	0.01600	78.33728	90.07966	1.06549	-14.51112	38.06228	28.08540	18.11538	-61.13689	-6.39913	-1.70285	-20.91141	-7.23159	5.60093	-11.13034	-22.73420	23.59657	-57.61408	-168.99980	-19.73016	-27.19058	-3.92583	0.39190	0.31158	-0.03869	-0.08631	
6	6.00000	0.02000	78.42707	89.89320	-1.62574	-13.99012	39.96675	28.20858	18.10286	-61.36784	-6.62004	-1.71447	-20.67904	-7.29371	5.51702	0.05807	13.31806	11.47419	-42.60619	-185.30788	-135.49936	-52.23241	9.17121	0.39180	0.31164	0.41815	-0.08227	
