	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_003.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	98.16561	96.08698	13.36878	-17.18751	16.10395	6.24432	21.45096	-45.50342	-4.87666	-12.09202	7.99588	-6.82273	-6.29493									0.51344	0.46915			3.89600
2	2.00000	0.00400	96.83104	94.30173	15.72713	-18.06896	16.75910	0.63262	21.13140	-41.00988	-4.94956	-12.29308	8.01044	-6.94547	-6.10907	-36.76983	-8.64727	-299.55838	-303.27542	609.70496	-100.37542	-21.44925	-40.87989	0.51348	0.46949			
3	3.00000	0.00800	95.81232	93.62012	17.69132	-18.49444	16.87420	-1.18629	20.88428	-39.37720	-5.07160	-12.43239	8.11166	-6.85698	-6.06098	-34.05186	-23.27931	-173.29388	-71.06383	383.39542	63.28776	-26.88395	-8.72139	0.51321	0.46970	0.41058	-0.86605	
4	4.00000	0.01200	95.47978	93.70735	17.20272	-18.23845	18.42568	0.86802	20.51900	-40.72952	-5.17731	-12.44991	8.46943	-6.77640	-6.00086	-28.74072	-16.75456	-19.65824	57.97336	173.01389	144.81616	-11.85884	3.24225	0.51290	0.46979	0.34586	-0.43237	
5	5.00000	0.01600	95.66203	94.08274	15.86038	-17.77737	20.00010	2.91390	20.45636	-42.05774	-5.17096	-12.52564	8.67594	-6.83090	-5.93535	-16.20997	-27.78554	98.86515	65.72868	20.72440	132.66586	0.36765	-2.38571	0.51233	0.46979	0.34676	-0.10184	
6	6.00000	0.02000	96.26125	94.24314	14.23498	-17.39558	21.41857	2.58445	20.57995	-41.27763	-5.16900	-12.53080	8.54066	-6.69554	-6.06662	8.62886	-9.98222	158.98434	50.23634	-93.45721	37.65368	5.09407	-26.49726	0.51179	0.46960	0.36833	0.22312	
