	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_001.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	78.76496	70.83903	40.29497	-18.92998	-3.01016	-31.76018	15.12536	-2.37820	-20.82220	-15.70543	6.42547	-4.19078	0.56308									0.30670	0.35401			4.43600
2	2.00000	0.00400	79.05572	71.49716	39.85824	-18.53582	-2.55313	-29.37057	14.88869	-5.36746	-20.74695	-16.15961	6.81294	-4.02717	0.85069	-35.30522	3.04674	28.00607	124.21939	69.87451	-128.49768	23.10175	-111.84561	0.30581	0.35413			
3	3.00000	0.00800	78.96739	71.83618	40.84275	-19.06589	-2.96984	-29.36279	14.93516	-5.72155	-20.57001	-16.48763	6.61416	-3.79400	0.89497	-20.59450	-12.00546	-18.28088	66.62161	74.82053	-78.02167	43.80244	-46.46988	0.30522	0.35437	-0.22437	-0.19187	
4	4.00000	0.01200	78.92628	72.02840	40.83864	-18.62001	-2.88210	-28.53932	15.06551	-6.79460	-20.39316	-16.52535	6.55198	-3.74789	0.90543	-16.58435	-19.25723	15.29935	14.76575	15.09647	-19.11841	-4.80501	9.55762	0.30544	0.35432	-0.17191	-0.22238	
5	5.00000	0.01600	79.09475	71.95023	39.71230	-18.04055	-1.77512	-27.86111	14.78718	-7.32467	-20.57313	-16.44249	6.56768	-3.65871	0.85216	-11.69443	-36.54469	60.18960	-67.19711	29.99596	17.95105	-18.42344	21.55528	0.30564	0.35396	-0.09087	-0.32694	
6	6.00000	0.02000	79.40527	71.49382	39.41693	-18.26242	-1.29100	-30.00685	15.23563	-5.23340	-20.51254	-16.40582	6.10439	-3.58531	0.67401	-9.08463	-21.42130	91.18871	-60.39323	3.85386	39.60698	-34.44681	9.23201	0.30575	0.35381	0.00934	-0.31072	
