	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_004.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	80.36635	92.02987	9.87921	-12.41325	30.33486	29.22579	22.02602	-63.53222	-6.29935	3.39883	-15.78760	-5.74343	3.97612									0.38319	0.31296			2.70800
2	2.00000	0.00400	81.05404	92.70714	8.83834	-12.71952	31.07362	28.98682	22.09691	-61.47250	-6.72921	3.74195	-15.80266	-5.85866	4.49717	-57.36377	6.13871	111.88113	112.78400	-27.97639	361.40729	-100.43600	98.86358	0.38333	0.31275			
3	3.00000	0.00800	81.26564	92.63116	6.70402	-12.49615	33.20801	28.78077	21.94477	-60.22839	-6.99234	3.81356	-15.53646	-6.04580	4.46144	-46.87279	-72.86790	62.85730	43.34814	47.78488	184.00458	-52.14199	3.53712	0.38353	0.31266	-0.78727	-0.00988	
4	4.00000	0.01200	81.55402	92.96487	5.51966	-12.51655	34.69469	29.21876	22.04277	-60.21573	-7.12292	3.63566	-15.22899	-6.12393	4.26368	-35.77019	-19.91486	11.15620	9.39514	34.55717	3.97046	9.32466	-48.87059	0.38381	0.31263	-0.28905	-0.16138	
5	5.00000	0.01600	81.35400	92.66424	8.23481	-12.80202	31.99119	26.94170	21.86786	-58.49007	-6.93825	3.47193	-15.58534	-6.07118	4.58911	8.11083	-3.74616	11.52256	-6.84394	-22.92201	-85.51598	43.35469	-30.60277	0.38408	0.31276	-0.04735	-0.20797	
6	6.00000	0.02000	81.64502	92.90495	5.97711	-12.72564	34.06406	27.24474	22.19033	-59.06844	-6.78862	3.54431	-15.35898	-6.01871	4.16809	46.37745	-16.96190	-0.87049	26.30006	-13.26859	-111.60342	28.58652	-16.03780	0.38379	0.31265	0.00422	-0.22680	
