	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_003.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	87.72295	70.25803	33.48118	-16.11078	-3.55847	-48.51392	18.74111	6.67055	-29.10572	-6.17861	5.94842	-0.74236	0.19377									0.29030	0.33766			3.68800
2	2.00000	0.00400	86.86069	70.30566	37.77230	-17.27114	-7.28326	-49.43066	19.45891	7.99943	-29.51356	-6.05862	5.34956	-0.78097	0.35771	-22.88015	3.11842	-106.11644	51.16441	69.50637	160.30769	-124.84389	18.44670	0.29072	0.33785			
3	3.00000	0.00800	86.89271	70.67709	37.46574	-16.88106	-6.81865	-47.55730	18.70579	7.04925	-29.62859	-6.03250	5.65465	-0.90145	0.40439	-20.58557	-11.51656	-35.59773	9.33557	51.91484	157.72832	7.16110	-2.75730	0.29053	0.33786	-0.04639	-0.06761	
4	4.00000	0.01200	86.57296	70.37354	38.27452	-16.84372	-7.34871	-47.61388	18.47708	7.54449	-29.50698	-6.06630	5.65517	-0.92728	0.43120	-19.58628	-21.57066	-98.30340	-32.83604	78.61524	91.29318	69.36038	-9.97474	0.29018	0.33787	-0.11491	-0.24335	
5	5.00000	0.01600	86.10666	70.41606	38.57412	-16.83907	-7.25066	-46.64393	18.27485	6.91205	-29.41015	-6.09716	5.77849	-0.90625	0.39004	-11.75082	-25.69734	-94.42669	75.36541	92.92262	85.98606	60.65302	-15.02078	0.29003	0.33781	-0.18081	-0.24234	
6	6.00000	0.02000	85.81824	70.97546	39.24623	-16.71577	-7.53527	-45.21932	17.95063	5.95842	-29.33960	-6.17845	5.78346	-0.92173	0.32131	-0.49910	-11.86193	-101.25632	74.20378	82.76090	14.02183	8.04828	-40.56718	0.28971	0.33785	-0.20832	-0.18541	
