	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_008.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	106.96896	95.34914	7.51148	-27.76082	20.50132	-48.98938	17.00831	14.15351	4.24294	4.70267	5.15798	7.62854	-7.70898									0.44165	0.42349			3.78000
2	2.00000	0.00400	106.31616	94.82713	8.45726	-27.26635	20.02995	-48.11659	16.12149	14.27313	4.07686	4.52829	5.51228	7.65079	-8.04184	-36.64013	-96.29179	-160.76138	-144.19160	74.72897	166.53697	-47.97909	-41.95695	0.44195	0.42363			
3	3.00000	0.00800	105.69521	94.22372	10.33222	-27.05553	18.59307	-48.95837	16.28177	15.45621	3.95757	4.39966	5.28365	7.66036	-8.23387	4.60861	-29.25642	-126.89765	-101.12719	58.13903	28.63255	-38.47711	-25.67603	0.44217	0.42388	-0.18086	-0.15076	
4	4.00000	0.01200	105.30282	94.02417	10.53701	-26.87294	18.64432	-48.67865	16.11412	15.04216	3.87249	4.18046	5.45392	7.75264	-8.32669	26.48661	15.39269	-121.74499	-22.77746	52.46204	-72.59882	-68.49385	8.78056	0.44221	0.42384	-0.31566	-0.21074	
5	5.00000	0.01600	104.72586	94.04676	11.41597	-26.69161	18.04520	-48.52045	16.29916	14.45498	3.47329	4.27657	5.42651	7.69115	-8.33547	28.33030	45.14206	-161.96693	38.39893	15.56533	-136.91376	-78.53072	25.38354	0.44235	0.42424	-0.39615	-0.05364	
6	6.00000	0.02000	104.00134	94.33243	12.46547	-26.29743	17.04549	-48.58624	16.39894	13.85824	3.28881	4.26255	5.41194	7.65855	-8.17290	13.00551	86.25822	-279.18539	45.43151	-28.81814	-165.28708	-36.84135	-12.56535	0.44212	0.42414	-0.38547	0.22044	
