	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_003.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	78.86002	71.69093	43.82920	-21.91363	0.56942	-33.82367	17.35016	-8.24140	-3.45335	1.07261	12.69713	-2.42133	0.32949									0.29287	0.33822			5.79200
2	2.00000	0.00400	78.77389	71.32885	44.56330	-22.21980	-0.12470	-34.36949	17.12320	-7.07273	-3.31474	0.72201	12.44109	-2.41389	0.20105	39.18932	44.13142	9.97995	-63.31022	-106.30673	41.74237	-23.51615	-80.18821	0.29305	0.33896			
3	3.00000	0.00800	78.99310	71.15758	43.71017	-21.57252	-0.16941	-34.05742	17.00037	-7.68375	-3.75476	0.42572	12.53128	-2.55021	0.37592	-0.55217	26.49541	61.10788	-25.85420	-254.81125	-135.35335	-12.54427	-41.13142	0.29325	0.33894	-0.00454	0.33953	
4	4.00000	0.01200	79.24364	71.13130	43.01686	-20.99041	-0.72551	-34.63770	17.31356	-7.89923	-3.56437	0.39793	12.42361	-2.53328	0.41701	-18.36386	-11.96835	83.94299	40.86552	-277.01480	-217.16107	10.14809	2.87455	0.29313	0.33942	0.11621	0.45419	
5	5.00000	0.01600	79.67508	71.49150	43.00241	-20.53821	-1.72513	-35.08214	18.17844	-8.44280	-3.70871	0.44448	12.20038	-2.59152	0.43935	-24.45651	-14.97885	46.05330	72.16412	-166.48686	-211.29388	-20.51051	5.56638	0.29311	0.33936	0.17763	0.35977	
6	6.00000	0.02000	79.66341	71.70227	42.48211	-20.29288	-1.55860	-35.12730	18.22034	-9.12384	-3.72366	0.43873	12.39042	-2.38122	0.49633	-19.02096	4.24129	-12.05803	45.25911	3.36507	-182.10176	-36.50764	0.08762	0.29294	0.33945	0.13737	0.14872	
