	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_009.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	78.00087	68.74313	49.85878	-20.86808	-13.62229	-41.78832	15.40521	4.91790	-26.99391	-12.42118	5.78261	-0.94547	-0.05327									0.28695	0.33770			3.20800
2	2.00000	0.00400	78.78232	69.28946	48.04710	-19.61495	-12.33036	-39.09554	14.99707	2.25308	-26.84914	-12.53735	6.28875	-0.63100	-0.36185	-12.18356	-75.77348	143.23668	96.81859	-73.90682	1.44020	66.58691	-18.15515	0.28747	0.33837			
3	3.00000	0.00800	79.16618	69.51090	47.72410	-19.16217	-12.20671	-38.89460	15.05947	2.13810	-26.50347	-12.61510	6.15471	-0.43568	-0.58423	-16.57712	-57.19865	66.71799	18.31772	-2.06911	35.16978	88.63167	-1.72487	0.28813	0.33864	-0.15643	0.28486	
4	4.00000	0.01200	79.32237	69.43153	47.22603	-18.72469	-11.57122	-37.98011	14.85928	1.45718	-26.20347	-12.59300	6.37152	-0.36031	-0.70839	-4.76439	-33.88992	18.40183	-18.27540	38.99413	55.22622	70.91458	5.32954	0.28859	0.33902	-0.01341	0.16646	
5	5.00000	0.01600	79.31564	69.36456	47.76753	-18.81198	-11.93596	-38.18235	14.91661	1.89222	-25.94198	-12.58297	6.24369	-0.51256	-0.83501	4.62530	20.34560	-30.47932	-44.53193	16.90447	6.07019	74.16022	20.58012	0.28917	0.33901	0.05660	0.01911	
6	6.00000	0.02000	79.07852	69.07322	48.27564	-19.26154	-12.42921	-39.67047	15.34850	3.13821	-25.58960	-12.41509	5.96543	-0.67595	-0.59907	-7.26959	49.77200	-26.58924	-58.84256	-54.16231	-3.69093	123.84965	47.40369	0.28975	0.33951	0.08578	-0.07793	
