	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_009.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	101.33566	86.94194	-26.74457	-23.95367	60.42539	-18.34858	19.36591	-38.13355	-11.12687	-9.58195	3.47434	3.57079	-5.12068									0.44549	0.45774			3.73600
2	2.00000	0.00400	99.80000	86.59832	-22.13133	-22.04074	55.01834	-20.06829	19.11939	-35.79321	-10.82409	-8.96901	2.88209	3.73965	-5.72863	173.28302	79.00851	-256.84256	-97.19274	-209.41611	75.32221	56.26496	96.94779	0.44765	0.45775			
3	3.00000	0.00800	99.32027	86.14379	-22.33150	-21.42875	54.68718	-20.37685	18.77513	-35.61335	-10.67118	-8.80006	2.97350	3.76006	-5.86503	74.38984	43.50799	-9.68556	-69.19790	-23.66906	-40.68682	51.39941	24.74340	0.44859	0.45798	-0.18586	0.06836	
4	4.00000	0.01200	99.73122	86.04491	-25.07481	-21.78960	57.56977	-19.22020	18.57315	-36.92216	-10.40792	-8.75528	3.35246	3.79897	-5.99662	-12.03249	-41.81910	134.73637	-18.49895	111.46845	-40.30969	53.33078	2.54917	0.44903	0.45818	-0.21132	-0.68802	
5	5.00000	0.01600	100.39625	86.00071	-26.90958	-22.47610	59.83319	-19.44818	18.76831	-36.81562	-10.24011	-8.74902	3.44036	3.74438	-6.12702	-51.52525	-60.51224	153.85750	-39.59781	78.81991	-51.15591	37.92429	-2.17498	0.44897	0.45835	-0.12035	-0.73868	
6	6.00000	0.02000	100.97232	85.73331	-26.98447	-23.09790	59.96831	-21.96252	19.09731	-34.73591	-10.09819	-8.73610	3.13110	3.87129	-6.05584	-49.54119	-28.74925	91.89245	-72.95464	-2.24888	-77.51438	40.32705	-2.65119	0.44858	0.45841	-0.00997	-0.37331	
