	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_010.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	95.35118	91.89072	-3.41248	-22.16934	42.94314	-4.70614	28.61645	-41.09273	-25.04508	-2.61613	4.64434	4.45255	-2.95462									0.40016	0.44372			4.92400
2	2.00000	0.00400	95.38335	90.27261	-3.29381	-22.17412	42.10170	-10.02248	28.94656	-37.79484	-25.31698	-3.20263	4.63851	4.21286	-2.81409	45.01136	87.84760	-16.23893	-256.59006	-145.14581	-280.40622	-88.54539	-80.96552	0.40002	0.44419			
3	3.00000	0.00800	95.30368	89.83112	-3.05603	-22.46173	41.45264	-11.43112	29.07621	-37.44020	-25.49530	-3.31912	4.84974	4.08229	-2.59916	19.53435	38.03381	-2.55681	-63.94539	-73.79185	-144.82495	-23.47881	10.07738	0.40006	0.44444	-0.24896	0.17212	
4	4.00000	0.01200	95.32516	89.75248	-3.88161	-22.33131	42.05367	-11.16643	29.24115	-37.95150	-25.48325	-3.15501	5.11814	4.10326	-2.67196	2.75681	-19.58912	31.80239	14.16894	-12.10354	-45.66380	39.53490	43.70361	0.40030	0.44438	-0.24284	0.30205	
5	5.00000	0.01600	95.60387	89.94632	-2.28227	-22.75961	40.64109	-11.12387	29.62203	-38.07253	-25.29166	-2.95866	4.97354	4.03788	-2.78580	-1.61950	-23.52829	45.09618	44.68081	-18.14237	21.72494	76.42999	28.05492	0.40060	0.44421	-0.19182	0.27429	
6	6.00000	0.02000	95.67106	90.10735	-2.66423	-22.53815	40.78534	-10.29615	29.66694	-38.53359	-24.99938	-2.86240	4.95899	4.10057	-2.84952	-6.64415	6.23840	20.62439	29.09812	-25.55190	43.59065	58.01370	-14.70874	0.40082	0.44414	-0.05588	0.09836	
