	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_004.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	76.82249	69.20921	7.95282	-14.98978	28.32895	-18.85582	18.32034	-31.14648	-0.57387	-1.96012	10.67098	-4.53828	-3.65843									0.41755	0.38860			2.74000
2	2.00000	0.00400	75.97662	69.37804	5.99874	-13.85936	30.03250	-18.29844	18.69987	-31.37913	-0.19115	-1.86086	10.78126	-4.60387	-3.75671	-39.22484	-58.99351	-176.14070	36.60870	22.11792	121.75584	68.40625	24.22331	0.41814	0.38847			
3	3.00000	0.00800	75.44228	69.48104	5.80194	-13.44379	30.58851	-17.46694	18.69328	-31.48746	0.02930	-1.75068	10.82564	-4.65434	-3.82659	-21.48735	-37.61760	-107.94484	4.19628	70.33559	179.66035	41.90220	28.54964	0.41839	0.38852	0.17415	-0.44804	
4	4.00000	0.01200	75.11282	69.41010	6.30068	-13.22449	30.30078	-17.21573	18.40866	-30.96723	0.14408	-1.63619	10.81736	-4.68336	-3.88473	-9.98576	-21.33288	-72.88324	-80.73304	37.31538	152.82133	20.88322	24.26106	0.41837	0.38867	0.13147	-0.19451	
5	5.00000	0.01600	74.86106	68.83134	7.57486	-13.10131	29.16074	-17.82156	17.94258	-29.92692	0.17579	-1.56282	10.78432	-4.68967	-3.91073	-4.09115	-8.80495	32.14904	-98.52554	49.85512	77.93427	1.82396	11.22575	0.41820	0.38879	-0.03982	-0.11911	
6	6.00000	0.02000	75.36760	68.61241	7.73545	-13.68900	29.30132	-17.74600	17.61108	-29.84079	0.15081	-1.55185	10.75696	-4.68033	-3.91855	-0.13849	0.50636	67.05868	-24.40843	68.06320	-5.78430	-6.67859	-7.70439	0.41805	0.38873	-0.19684	-0.18590	
