	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_009.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	82.42526	93.38590	4.00176	-16.76329	35.24406	-4.14032	24.50734	-35.16813	1.65574	-3.88178	-16.09856	-7.28314	5.68353									0.38803	0.31249			4.18000
2	2.00000	0.00400	82.90759	95.05451	2.18672	-16.36424	36.36390	0.24660	24.46617	-40.14781	2.05824	-3.65239	-15.69063	-7.35692	5.60838	31.10353	20.35195	103.85223	252.72716	-134.56381	-163.08806	95.11276	-11.13474	0.38740	0.31176			
3	3.00000	0.00800	83.23416	95.44207	2.72800	-16.26332	35.38917	0.71824	24.07074	-40.89192	2.40000	-3.93522	-15.91411	-7.38046	5.57616	27.77210	3.97666	71.29248	12.82551	-83.36320	-24.95621	69.47905	-115.29620	0.38753	0.31176	0.45250	-0.34689	
4	4.00000	0.01200	83.47432	95.18064	2.94873	-16.31004	34.96562	-0.36387	23.68576	-39.78531	2.60671	-4.62403	-16.12382	-7.39753	5.44372	21.25431	0.85270	50.57431	-132.64980	-34.23083	29.72547	38.78109	-178.12497	0.38813	0.31191	0.01917	-0.26985	
5	5.00000	0.01600	83.63775	94.39732	2.02539	-16.10905	35.78979	-0.80251	22.93125	-39.26166	2.70839	-5.45970	-15.95859	-7.50540	5.43123	3.64482	-0.71991	31.44486	-183.86569	6.97380	53.80544	16.10364	-182.68945	0.38910	0.31225	-0.10093	-0.21008	
6	6.00000	0.02000	83.72935	93.70779	2.89733	-16.09241	35.07056	-1.64614	22.44987	-38.17521	2.73600	-6.17266	-16.13608	-7.61481	5.42390	-4.16049	-0.91222	-6.15814	-145.55098	4.79018	67.80432	-4.52387	-125.25851	0.39020	0.31247	-0.04264	-0.17302	
