	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_006.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	84.39956	69.27173	-20.19961	-20.73233	51.80233	-16.48389	17.31013	-33.97188	-0.21147	-1.23349	8.24544	-4.41178	-2.92533									0.42908	0.40754			3.38000
2	2.00000	0.00400	84.68842	70.27177	-20.69384	-21.32908	52.28852	-15.73573	17.64246	-34.15297	-0.35487	-0.84825	8.29706	-4.45859	-2.74178	17.26137	46.95840	64.39953	217.84485	-1.76560	36.98754	-25.88195	65.26146	0.42902	0.40650			
3	3.00000	0.00800	84.89885	71.11295	-21.08818	-21.64796	52.61551	-15.22809	18.05248	-34.87301	-0.41764	-0.70049	8.30249	-4.49398	-2.69628	21.91165	17.97657	39.00589	104.42596	-17.91256	-48.63378	-9.84470	16.63191	0.42881	0.40593	0.03758	-0.06495	
4	4.00000	0.01200	84.99174	71.11005	-21.62118	-21.61606	53.00697	-15.55833	18.19039	-34.71190	-0.42341	-0.71312	8.26663	-4.54060	-2.77074	22.52089	-1.71221	22.51243	0.68846	50.85110	-64.49501	4.09402	-16.83647	0.42851	0.40575	-0.03411	-0.09048	
5	5.00000	0.01600	85.09768	71.11946	-20.73651	-21.83384	52.69616	-15.93661	18.39354	-34.71603	-0.37226	-0.83605	8.22836	-4.61442	-2.88155	17.73463	-8.20143	80.72341	-19.08074	25.63430	-82.12349	14.34182	-34.19295	0.42823	0.40583	-0.09586	0.10195	
6	6.00000	0.02000	85.64292	70.95819	-21.87026	-21.61799	53.44326	-16.29590	18.40376	-34.66907	-0.29939	-0.98551	8.22529	-4.70489	-2.97088	8.89342	-2.45536	103.55033	-36.97578	20.81934	-21.10194	19.91735	-36.48885	0.42809	0.40606	-0.13936	0.27391	
