	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Chaeyun_010.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	84.71183	68.25372	-20.18947	-15.32405	53.47242	-17.64714	17.97907	-29.23638	-0.27621	-6.27286	9.89093	-5.44183	-4.42220									0.41999	0.39944			2.78400
2	2.00000	0.00400	85.52994	68.87539	-21.88286	-16.58103	55.92978	-18.58110	18.74062	-29.97597	-0.80596	-6.42078	9.79493	-5.30109	-4.18666	-48.01637	-6.26347	136.66888	132.01497	113.48927	-278.45447	-87.92171	-30.91161	0.41935	0.39957			
3	3.00000	0.00800	85.80137	69.30501	-22.07633	-17.14735	56.19635	-18.57265	19.08179	-30.58536	-1.04055	-6.53593	9.76025	-5.19027	-4.08322	-32.26453	-5.04453	18.17378	92.06315	-26.30548	-83.81718	-26.58337	-27.48108	0.41904	0.39947	-0.14578	-0.16749	
4	4.00000	0.01200	85.65259	69.59599	-21.38210	-17.24526	55.24279	-18.20238	19.15876	-31.00418	-1.00796	-6.64252	9.79181	-5.13241	-3.97719	-1.06428	5.40076	-100.79106	12.67981	-96.14016	-22.08673	17.96349	-23.22151	0.41898	0.39922	-0.03489	0.36079	
5	5.00000	0.01600	84.98495	69.40429	-21.11462	-16.84915	54.50873	-18.58942	19.13794	-30.74634	-0.84620	-6.70184	9.87832	-5.14624	-4.04278	31.02980	16.86247	-104.97435	2.54059	-58.20354	0.25938	37.06581	-20.10766	0.41896	0.39900	0.01846	0.35167	
6	6.00000	0.02000	84.84184	69.61554	-20.96161	-16.79727	54.37465	-17.73972	19.12458	-31.43926	-0.65524	-6.76430	9.98217	-5.21991	-4.09798	24.57246	18.02848	-92.02671	-11.76109	-20.98817	15.05402	36.12160	-23.84217	0.41911	0.39895	0.03372	0.13170	
