	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_008.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	106.24876	98.28745	20.05230	-16.67213	10.76784	0.77084	25.85315	-42.44597	-2.36488	-5.62975	-9.62306	2.43032	-7.33248									0.53782	0.47459			3.72800
2	2.00000	0.00400	106.18862	98.10735	16.66869	-16.90771	14.36227	-0.02409	25.81726	-41.74920	-2.37789	-5.89582	-9.44512	2.04708	-7.28055	-54.73967	102.67950	-27.77683	-50.84386	100.55109	-46.74511	-278.81644	-19.36385	0.53843	0.47509			
3	3.00000	0.00800	106.01064	97.87849	14.13075	-17.37201	17.23532	-0.84099	25.51251	-41.36896	-4.59371	-5.85937	-9.47676	1.89814	-6.06453	4.65361	107.09235	-21.87979	-33.70807	131.09036	-61.56750	24.91561	41.22315	0.53723	0.47506	0.16808	-1.76610	
4	4.00000	0.01200	106.05133	97.83602	10.84421	-17.46184	20.96617	-1.10693	25.08180	-41.26301	-2.17930	-5.61099	-9.34199	1.93434	-6.41196	94.71226	33.17254	-1.78630	-29.87284	155.67728	0.41828	299.64868	5.38076	0.53930	0.47614	0.27800	-1.39526	
5	5.00000	0.01600	106.01382	97.64117	8.47734	-17.28754	23.87534	-1.40023	24.80663	-40.85849	-2.19746	-5.82208	-9.18241	1.79651	-6.53019	-16.29072	-16.86172	-20.07242	36.13856	153.04805	82.70811	-17.16977	-10.62713	0.53903	0.47657	0.16423	-1.04252	
6	6.00000	0.02000	105.89830	98.12524	8.15081	-17.38326	24.76043	-0.94597	24.78972	-40.74863	-2.31642	-5.69119	-9.21308	1.82878	-6.45016	-15.38632	1.72578	-56.85608	85.52896	99.77435	106.66067	-33.76271	13.14034	0.53936	0.47668	-0.09043	-0.74330	
