	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jungeon_009.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	71.02779	92.11142	38.97404	-20.41473	12.32615	32.49793	18.86179	-63.66445	2.38893	-41.49081	-21.85596	-3.39360	2.94520									0.45174	0.33030			2.27600
2	2.00000	0.00400	72.12262	93.11115	37.22031	-19.71108	13.12146	34.93433	19.61164	-65.65290	1.75081	-41.04039	-21.69862	-3.56591	3.26001	-62.17844	18.95915	204.52457	158.14359	-154.76309	89.44637	-137.55492	65.76283	0.45056	0.32897			
3	3.00000	0.00800	72.64293	93.37296	36.87926	-19.56923	13.05565	35.43800	19.64486	-65.72483	1.14648	-40.97684	-21.78513	-3.62076	3.43968	-25.55020	-12.65344	84.01619	-22.12824	-23.97214	96.02665	-59.69805	34.95068	0.45000	0.32807	-0.27036	-0.01226	
4	4.00000	0.01200	72.77949	92.92984	37.03123	-19.58012	13.10753	34.61137	19.29246	-64.57876	1.22944	-40.75574	-21.73845	-3.63946	3.27413	16.12718	-9.16761	45.61879	-71.59638	63.59799	69.14244	20.39825	5.64401	0.44980	0.32770	-0.30666	0.03268	
5	5.00000	0.01600	73.00742	92.79895	37.39745	-20.28938	13.07718	33.88707	19.02214	-63.70795	1.33011	-40.90061	-21.73744	-3.53626	3.19015	54.09458	-4.69472	78.59158	-6.30098	22.70157	73.25086	65.28331	-26.93332	0.44983	0.32777	-0.21572	-0.04090	
6	6.00000	0.02000	73.40331	92.88995	37.01149	-20.23100	13.30615	34.93991	18.94524	-64.30464	1.78527	-40.93857	-21.57197	-3.62303	2.81542	32.22024	-5.97374	65.07636	25.58635	-36.98815	66.26460	60.48230	9.55903	0.44996	0.32819	-0.09558	-0.11446	
