	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_008.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	80.22934	95.76077	15.74911	-13.77331	21.95245	24.73846	21.42471	-53.92036	-6.52179	-0.77923	-20.10155	-6.89641	3.34368									0.38684	0.31373			2.73600
2	2.00000	0.00400	80.17005	95.33237	15.06904	-13.52204	22.66628	22.53182	20.82213	-51.69689	-6.23367	0.01691	-19.93988	-7.12201	3.46220	-15.04906	41.66455	-60.58152	-64.53132	20.86973	-1.46731	88.68496	169.04462	0.38464	0.31331			
3	3.00000	0.00800	79.74449	95.21423	15.69699	-13.70594	22.16977	22.03345	20.45210	-51.40409	-6.10845	0.62717	-19.75140	-6.90991	3.86957	-44.22494	53.90499	-28.70262	-73.82714	-6.29966	-61.55998	37.87819	131.25868	0.38322	0.31337	-0.26856	-0.19252	
4	4.00000	0.01200	79.94173	94.73460	14.99559	-13.61006	22.68688	21.35780	20.30639	-51.09093	-6.10355	1.07107	-19.73762	-6.93719	4.30463	-22.84384	51.10268	45.26622	-82.73788	-14.91054	-95.36886	-26.11138	88.57452	0.38249	0.31374	0.02257	-0.07247	
5	5.00000	0.01600	80.10538	94.55638	14.75832	-13.74567	22.96254	21.48753	20.28668	-51.65503	-6.39383	1.30131	-19.67874	-6.82286	4.48739	14.68527	16.38576	-0.97955	-78.13131	38.81908	-110.79606	-64.91837	48.83950	0.38198	0.31374	0.23007	-0.04907	
6	6.00000	0.02000	79.93383	94.12035	15.37448	-13.82131	22.62976	21.15649	20.32285	-51.78854	-6.62695	1.40941	-19.53110	-6.78948	4.29739	29.11528	-10.81543	-11.29651	-41.21087	27.27138	-108.33640	-58.02428	16.35133	0.38172	0.31364	0.30670	-0.07929	
