	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_007.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	97.82233	87.78970	-11.16509	-15.93127	47.26950	-13.03748	20.36691	-33.40832	-12.91117	-5.48828	4.08500	4.05654	-2.50883									0.33902	0.36423			3.61600
2	2.00000	0.00400	97.86249	87.02377	-11.07149	-16.14124	47.26634	-13.17812	19.91394	-32.81511	-13.49108	-5.50887	4.30998	3.86702	-2.64854	21.19174	17.67844	-46.31463	-101.44631	18.81426	128.59076	-47.52681	-7.66768	0.33900	0.36386			
3	3.00000	0.00800	97.45001	86.97989	-9.56429	-16.19354	45.88340	-12.83661	19.38363	-32.57295	-13.95839	-5.60025	4.24933	3.96474	-2.56785	-6.18076	-30.36163	-82.50521	0.87398	64.44298	121.96319	-49.25035	-15.48704	0.33878	0.36385	0.25718	-0.02572	
4	4.00000	0.01200	97.20164	86.96137	-8.99334	-16.07616	45.78593	-12.88971	19.33812	-32.10958	-14.27034	-5.69666	4.22674	3.99792	-2.83382	-28.85394	-25.70306	-80.00927	16.83072	64.19761	34.03822	-31.54513	-0.70413	0.33853	0.36394	0.13266	-0.08374	
5	5.00000	0.01600	96.81074	87.10513	-7.99293	-16.02584	44.88694	-12.83491	19.32937	-32.30236	-14.34095	-5.66066	4.20197	4.04669	-2.52904	-33.58784	-9.01439	-30.68596	43.83276	13.50024	-39.23008	3.72846	23.82534	0.33851	0.36405	-0.02832	-0.06036	
6	6.00000	0.02000	96.94531	87.31343	-9.08048	-15.92179	45.97854	-12.67731	19.43301	-32.62398	-14.19053	-5.53555	4.18575	4.21163	-2.62795	-19.49119	-24.38308	50.96544	37.25384	-15.53647	-73.30666	37.05687	34.96355	0.33879	0.36405	-0.17496	-0.01359	
