	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_002.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	70.49736	90.84155	17.72985	-18.16128	27.60140	29.16056	21.38937	-62.36280	0.07252	-10.70088	-19.33819	-1.62355	-0.79908									0.39387	0.33768			2.55200
2	2.00000	0.00400	69.43790	89.90700	18.52547	-18.22941	27.74773	28.64974	20.89998	-64.18813	-0.83122	-10.47818	-19.36048	-1.64287	-0.78254	-95.06840	-94.47672	-171.43745	-140.24574	231.12878	-414.73956	-160.36833	70.52769	0.39473	0.33892			
3	3.00000	0.00800	69.12590	89.56068	19.50675	-18.69011	27.76278	28.69753	20.82605	-65.24940	-1.39032	-10.13064	-19.37964	-1.69116	-0.80837	-54.98807	-75.96494	-52.02147	15.59171	190.24773	-132.92085	-68.69589	96.27708	0.39545	0.33949	0.46602	0.12672	
4	4.00000	0.01200	69.02100	90.00805	20.59012	-18.96441	27.31418	30.33640	21.21322	-66.82615	-1.58634	-9.70438	-19.38422	-1.74070	-0.97348	-24.20388	-47.31313	-20.55909	126.06317	83.58601	36.12985	-19.55788	96.19346	0.39601	0.33964	0.14521	-0.13898	
5	5.00000	0.01600	68.96072	90.59061	21.63152	-18.96505	26.42196	31.88261	21.87980	-67.92908	-1.74446	-9.36319	-19.37897	-1.76717	-1.01453	-6.96087	-16.92002	-13.62434	136.69366	-27.25342	93.30880	-26.51039	78.05740	0.39627	0.33972	-0.11533	-0.26681	
6	6.00000	0.02000	68.91038	91.10425	22.34122	-18.69493	25.44023	32.47964	22.41443	-68.07150	-1.97596	-9.08818	-19.38165	-1.77443	-1.06810	16.09805	5.80054	-11.97176	67.57849	-160.63048	79.25431	-52.35522	67.35667	0.39630	0.33979	-0.22767	-0.27308	
